 	dT	T (0)	Base X (0)	Base Y (0)	Tip X (0)	Tip Y (0)	||[body,base]|| (0)	||[base,tip]||  (0)	||[base,tip]|| : [body,base] (0)	[base,tip] ? [body,base] (0)	?||[base,tip]|| : [body,base] (0)	||[tip(t-1),tip(t)]|| : [base,tip] (0)	||[base(t-1),base(t)]|| : [base,tip] (0)	T (1)	Base X (1)	Base Y (1)	Tip X (1)	Tip Y (1)	||[body,base]|| (1)	||[base,tip]||  (1)	||[base,tip]|| : [body,base] (1)	[base,tip] ? [body,base] (1)	?||[base,tip]|| : [body,base] (1)	||[tip(t-1),tip(t)]|| : [base,tip] (1)	||[base(t-1),base(t)]|| : [base,tip] (1)	T (2)	Base X (2)	Base Y (2)	Tip X (2)	Tip Y (2)	||[body,base]|| (2)	||[base,tip]||  (2)	||[base,tip]|| : [body,base] (2)	[base,tip] ? [body,base] (2)	?||[base,tip]|| : [body,base] (2)	||[tip(t-1),tip(t)]|| : [base,tip] (2)	||[base(t-1),base(t)]|| : [base,tip] (2)	T (3)	Base X (3)	Base Y (3)	Tip X (3)	Tip Y (3)	||[body,base]|| (3)	||[base,tip]||  (3)	||[base,tip]|| : [body,base] (3)	[base,tip] ? [body,base] (3)	?||[base,tip]|| : [body,base] (3)	||[tip(t-1),tip(t)]|| : [base,tip] (3)	||[base(t-1),base(t)]|| : [base,tip] (3)	T (4)	Base X (4)	Base Y (4)	Tip X (4)	Tip Y (4)	||[body,base]|| (4)	||[base,tip]||  (4)	||[base,tip]|| : [body,base] (4)	[base,tip] ? [body,base] (4)	?||[base,tip]|| : [body,base] (4)	||[tip(t-1),tip(t)]|| : [base,tip] (4)	||[base(t-1),base(t)]|| : [base,tip] (4)	T (5)	Base X (5)	Base Y (5)	Tip X (5)	Tip Y (5)	||[body,base]|| (5)	||[base,tip]||  (5)	||[base,tip]|| : [body,base] (5)	[base,tip] ? [body,base] (5)	?||[base,tip]|| : [body,base] (5)	||[tip(t-1),tip(t)]|| : [base,tip] (5)	||[base(t-1),base(t)]|| : [base,tip] (5)	T (6)	Base X (6)	Base Y (6)	Tip X (6)	Tip Y (6)	||[body,base]|| (6)	||[base,tip]||  (6)	||[base,tip]|| : [body,base] (6)	[base,tip] ? [body,base] (6)	?||[base,tip]|| : [body,base] (6)	||[tip(t-1),tip(t)]|| : [base,tip] (6)	||[base(t-1),base(t)]|| : [base,tip] (6)
97	96.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	97.000	18.980	28.145	28.275	21.580	1.821	11.380	9.055	16.490	-2.140	0.091	-0.091	97.000	23.855	28.600	35.295	27.820	6.715	11.467	11.345	76.185	0.320	0.134	NaN	97.000	13.195	29.120	9.165	28.145	4.099	4.146	3.651	14.965	0.877	NaN	0.063	97.000	23.790	31.460	30.875	32.825	7.442	7.215	6.932	51.587	-0.357	-0.191	-0.012	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
98	97.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	98.000	18.980	28.080	28.405	21.515	1.821	11.486	9.653	17.580	0.599	0.144	0.037	98.000	23.855	28.600	35.425	27.820	6.710	11.596	11.490	77.106	0.145	0.130	NaN	98.000	13.390	29.185	9.165	28.145	3.911	4.351	3.796	14.847	0.146	NaN	-0.205	98.000	23.790	31.460	30.745	32.760	7.413	7.075	6.802	50.421	-0.130	-0.140	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
99	98.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	99.000	19.045	28.015	28.405	21.515	1.886	11.396	9.578	18.066	-0.075	NaN	0.090	99.000	23.855	28.600	35.685	27.755	6.715	11.860	11.729	78.762	0.239	0.264	NaN	99.000	13.325	29.185	9.165	28.145	3.991	4.288	3.709	14.804	-0.087	NaN	0.063	99.000	23.790	31.525	30.550	32.760	7.472	6.872	6.568	49.073	-0.234	-0.192	0.012	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
100	99.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	100.000	19.110	28.015	28.405	21.450	5.786	11.380	11.365	65.762	1.786	0.037	0.053	100.000	23.855	28.600	35.815	27.755	9.764	11.990	11.644	113.695	-0.085	0.130	NaN	100.000	13.455	29.250	9.100	28.145	2.588	4.493	2.859	7.398	-0.851	0.063	-0.142	100.000	23.790	31.525	30.420	32.695	9.230	6.732	6.622	61.119	0.054	-0.139	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
101	100.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	101.000	19.110	28.015	28.470	21.450	5.786	11.433	11.416	66.058	0.051	0.053	NaN	101.000	23.790	28.665	35.880	27.885	9.682	12.115	11.761	113.872	0.117	0.056	-0.069	101.000	13.260	29.250	9.165	28.210	2.677	4.225	2.898	7.757	0.039	-0.079	0.189	101.000	23.725	31.525	30.355	32.695	9.165	6.732	6.622	60.688	-6.077E-5	-0.064	-0.064	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
102	101.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	102.000	18.980	28.080	28.535	21.255	5.809	11.742	11.699	67.963	0.283	0.166	-0.144	102.000	23.725	28.665	36.140	27.885	9.703	12.439	11.983	116.268	0.222	0.259	-0.065	102.000	13.195	29.250	9.165	28.210	2.937	4.162	2.794	8.205	-0.104	NaN	0.063	102.000	23.725	31.525	30.355	32.695	9.171	6.732	6.584	60.384	-0.037	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
103	102.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	103.000	19.045	28.080	28.535	21.255	6.042	11.689	11.654	70.414	-0.045	NaN	0.053	103.000	23.725	28.665	36.400	27.885	9.868	12.699	12.200	120.400	0.217	0.260	NaN	103.000	13.065	29.250	9.165	28.275	3.052	4.020	2.616	7.985	-0.178	-0.016	0.126	103.000	23.725	31.525	30.290	32.695	9.306	6.668	6.500	60.489	-0.084	-0.064	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
104	103.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	104.000	18.980	28.145	28.600	21.255	1.861	11.833	10.850	20.196	-0.804	0.053	-0.091	104.000	23.855	28.600	36.595	27.885	6.695	12.760	12.732	85.248	0.532	0.195	0.133	104.000	13.130	29.250	9.230	28.275	4.093	4.020	3.670	15.020	1.054	-0.063	-0.063	104.000	23.855	31.525	30.290	32.695	7.332	6.540	6.353	46.581	-0.147	NaN	0.128	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
105	104.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	105.000	18.850	28.340	28.535	21.255	1.710	12.000	10.650	18.210	-0.200	-0.052	-0.220	105.000	23.855	28.600	36.660	27.885	6.695	12.825	12.805	85.729	0.073	0.065	NaN	105.000	13.130	29.250	9.230	28.275	4.082	4.020	3.695	15.083	0.025	NaN	NaN	105.000	23.790	31.460	30.290	32.695	7.221	6.616	6.458	46.627	0.105	NaN	-0.076	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
106	105.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	106.000	18.915	28.275	28.535	21.255	5.809	11.909	11.875	68.986	1.225	NaN	0.091	106.000	23.790	28.665	36.790	27.885	9.890	13.023	12.484	123.471	-0.321	0.130	-0.069	106.000	13.390	29.250	9.230	28.275	3.006	4.273	2.436	7.322	-1.259	NaN	-0.253	106.000	23.725	31.395	30.225	32.695	9.253	6.629	6.393	59.150	-0.065	-0.064	-0.076	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
107	106.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	107.000	18.980	28.275	28.535	21.190	1.876	11.895	10.988	20.614	-0.887	0.039	0.052	107.000	23.790	28.600	36.790	27.820	6.631	13.023	13.013	86.291	0.529	0.004	0.004	107.000	13.390	29.250	9.230	28.275	3.806	4.273	3.988	15.176	1.552	NaN	NaN	107.000	23.855	31.525	30.290	32.695	7.255	6.540	6.389	46.352	-0.004	0.064	0.151	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
108	107.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	108.000	18.980	28.275	28.600	21.255	1.955	11.909	11.140	21.784	0.152	0.014	NaN	108.000	23.790	28.665	36.725	27.820	6.696	12.963	12.949	86.710	-0.064	-0.065	-0.004	108.000	13.260	29.250	9.230	28.275	3.862	4.146	3.887	15.011	-0.101	NaN	0.126	108.000	23.790	31.460	30.290	32.695	7.206	6.616	6.496	46.809	0.107	NaN	-0.076	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
109	108.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	109.000	18.980	28.275	28.535	21.320	5.944	11.818	11.774	69.979	0.634	-0.091	NaN	109.000	23.790	28.600	36.725	27.820	9.959	12.958	12.353	123.019	-0.596	NaN	0.004	109.000	13.520	29.315	9.230	28.275	3.022	4.414	2.369	7.157	-1.518	NaN	-0.268	109.000	23.790	31.525	30.290	32.695	9.318	6.604	6.403	59.657	-0.093	NaN	0.012	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
110	109.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	110.000	18.980	28.340	28.535	21.320	5.809	11.857	11.825	68.699	0.051	NaN	-0.038	110.000	23.725	28.600	36.725	27.820	9.814	13.023	12.419	121.883	0.066	NaN	-0.065	110.000	13.585	29.315	9.165	28.275	2.960	4.541	2.438	7.216	0.069	0.063	-0.063	110.000	23.725	31.460	30.225	32.695	9.188	6.616	6.396	58.770	-0.006	-0.064	-0.076	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
111	110.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	111.000	19.045	28.405	28.470	21.385	2.878	11.752	11.525	33.175	-0.300	-0.091	0.013	111.000	23.725	28.665	36.660	27.820	7.345	12.963	12.933	94.991	0.514	-0.065	-0.004	111.000	13.455	29.380	9.230	28.275	3.001	4.367	4.305	12.920	1.867	-0.063	0.109	111.000	23.725	31.460	30.290	32.695	7.504	6.680	6.669	50.041	0.272	0.064	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
112	111.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	112.000	20.345	27.040	28.340	21.450	3.879	9.755	9.735	37.767	-1.790	-0.144	1.848	112.000	23.855	28.535	36.465	27.820	6.845	12.630	12.628	86.435	-0.305	-0.195	0.137	112.000	13.520	29.380	9.230	28.275	3.525	4.430	4.170	14.699	-0.135	NaN	-0.063	112.000	23.790	31.460	30.225	32.695	7.175	6.552	6.477	46.471	-0.192	-0.064	0.064	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
113	112.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	113.000	20.215	27.105	28.340	21.450	3.701	9.899	9.872	36.538	0.137	NaN	-0.144	113.000	23.790	28.600	36.465	27.885	6.771	12.695	12.695	85.962	0.067	-0.004	-0.069	113.000	13.520	29.445	9.230	28.275	3.539	4.447	4.104	14.526	-0.066	NaN	-0.017	113.000	23.790	31.525	30.290	32.695	7.220	6.604	6.497	46.906	0.020	0.064	0.012	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
114	113.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	114.000	20.020	27.300	28.275	21.580	3.668	10.043	10.005	36.703	0.133	-0.127	-0.271	114.000	23.790	28.600	36.465	27.820	6.974	12.699	12.698	88.560	0.003	0.004	NaN	114.000	12.285	29.120	9.230	28.275	4.550	3.170	3.055	13.900	-1.049	NaN	1.277	114.000	23.790	31.395	30.290	32.695	7.318	6.629	6.582	48.165	0.085	NaN	-0.025	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
115	114.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	115.000	19.890	27.430	28.210	21.580	7.088	10.171	10.097	71.563	0.092	-0.053	-0.181	115.000	23.790	28.665	36.530	27.820	9.814	12.768	12.200	119.728	-0.498	0.065	-0.004	115.000	12.545	29.185	9.230	28.275	3.642	3.438	2.640	9.616	-0.415	NaN	-0.268	115.000	23.725	31.395	30.290	32.695	9.133	6.692	6.430	58.728	-0.152	NaN	-0.064	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
116	115.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	116.000	19.890	27.495	28.210	21.580	7.185	10.208	10.154	72.953	0.057	NaN	-0.038	116.000	23.725	28.665	36.595	27.820	9.898	12.898	12.306	121.811	0.107	0.065	-0.065	116.000	12.805	29.250	9.230	28.275	3.435	3.706	2.608	8.957	-0.032	NaN	-0.268	116.000	23.660	31.395	30.290	32.695	9.204	6.756	6.483	59.665	0.053	NaN	-0.064	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
117	116.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	117.000	19.760	27.560	28.340	21.515	6.684	10.496	10.447	69.827	0.294	0.144	-0.144	117.000	23.790	28.600	36.725	27.755	9.685	12.963	12.443	120.510	0.136	0.134	0.069	117.000	13.130	29.315	9.230	28.275	3.032	4.036	2.898	8.788	0.290	NaN	-0.331	117.000	23.790	31.395	30.290	32.695	9.115	6.629	6.415	58.474	-0.067	NaN	0.127	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
118	117.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	118.000	20.800	26.520	28.275	21.580	8.334	8.960	8.871	73.938	-1.576	-0.090	1.441	118.000	23.660	28.665	36.725	27.755	9.707	13.097	12.564	121.967	0.121	NaN	-0.134	118.000	13.195	29.315	9.230	28.275	3.052	4.099	2.703	8.251	-0.195	NaN	-0.063	118.000	23.790	31.395	30.225	32.695	9.253	6.565	6.328	58.550	-0.087	-0.064	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
119	118.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	119.000	20.410	26.845	28.210	21.580	7.779	9.411	9.321	72.501	0.449	-0.054	-0.505	119.000	23.790	28.600	36.725	27.820	9.791	12.958	12.382	121.236	-0.182	-0.004	0.134	119.000	13.195	29.315	9.230	28.275	3.082	4.099	2.761	8.509	0.058	NaN	NaN	119.000	23.855	31.395	30.225	32.695	9.253	6.501	6.263	57.950	-0.065	NaN	0.064	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
120	119.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	120.000	20.670	26.585	28.210	21.645	8.098	9.014	8.899	72.062	-0.422	-0.036	0.360	120.000	23.790	28.600	36.790	27.820	9.730	13.023	12.434	120.987	0.052	0.065	NaN	120.000	13.260	29.315	9.230	28.275	3.082	4.162	2.791	8.602	0.030	NaN	-0.063	120.000	23.920	31.460	30.225	32.695	9.249	6.425	6.214	57.473	-0.049	NaN	0.076	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
121	120.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	121.000	20.735	26.585	28.275	21.580	8.238	9.050	8.949	73.722	0.050	0.090	0.054	121.000	23.790	28.600	36.855	27.820	9.814	13.088	12.480	122.479	0.046	0.065	NaN	121.000	13.520	29.380	9.230	28.275	2.945	4.430	2.634	7.757	-0.157	NaN	-0.268	121.000	23.920	31.460	30.225	32.695	9.318	6.425	6.203	57.802	-0.011	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
