 	dT	T (0)	Base X (0)	Base Y (0)	Tip X (0)	Tip Y (0)	||[body,base]|| (0)	||[base,tip]||  (0)	||[base,tip]|| : [body,base] (0)	[base,tip] ? [body,base] (0)	?||[base,tip]|| : [body,base] (0)	||[tip(t-1),tip(t)]|| : [base,tip] (0)	||[base(t-1),base(t)]|| : [base,tip] (0)	T (1)	Base X (1)	Base Y (1)	Tip X (1)	Tip Y (1)	||[body,base]|| (1)	||[base,tip]||  (1)	||[base,tip]|| : [body,base] (1)	[base,tip] ? [body,base] (1)	?||[base,tip]|| : [body,base] (1)	||[tip(t-1),tip(t)]|| : [base,tip] (1)	||[base(t-1),base(t)]|| : [base,tip] (1)	T (2)	Base X (2)	Base Y (2)	Tip X (2)	Tip Y (2)	||[body,base]|| (2)	||[base,tip]||  (2)	||[base,tip]|| : [body,base] (2)	[base,tip] ? [body,base] (2)	?||[base,tip]|| : [body,base] (2)	||[tip(t-1),tip(t)]|| : [base,tip] (2)	||[base(t-1),base(t)]|| : [base,tip] (2)	T (3)	Base X (3)	Base Y (3)	Tip X (3)	Tip Y (3)	||[body,base]|| (3)	||[base,tip]||  (3)	||[base,tip]|| : [body,base] (3)	[base,tip] ? [body,base] (3)	?||[base,tip]|| : [body,base] (3)	||[tip(t-1),tip(t)]|| : [base,tip] (3)	||[base(t-1),base(t)]|| : [base,tip] (3)	T (4)	Base X (4)	Base Y (4)	Tip X (4)	Tip Y (4)	||[body,base]|| (4)	||[base,tip]||  (4)	||[base,tip]|| : [body,base] (4)	[base,tip] ? [body,base] (4)	?||[base,tip]|| : [body,base] (4)	||[tip(t-1),tip(t)]|| : [base,tip] (4)	||[base(t-1),base(t)]|| : [base,tip] (4)	T (5)	Base X (5)	Base Y (5)	Tip X (5)	Tip Y (5)	||[body,base]|| (5)	||[base,tip]||  (5)	||[base,tip]|| : [body,base] (5)	[base,tip] ? [body,base] (5)	?||[base,tip]|| : [body,base] (5)	||[tip(t-1),tip(t)]|| : [base,tip] (5)	||[base(t-1),base(t)]|| : [base,tip] (5)	T (6)	Base X (6)	Base Y (6)	Tip X (6)	Tip Y (6)	||[body,base]|| (6)	||[base,tip]||  (6)	||[base,tip]|| : [body,base] (6)	[base,tip] ? [body,base] (6)	?||[base,tip]|| : [body,base] (6)	||[tip(t-1),tip(t)]|| : [base,tip] (6)	||[base(t-1),base(t)]|| : [base,tip] (6)	T (7)	Base X (7)	Base Y (7)	Tip X (7)	Tip Y (7)	||[body,base]|| (7)	||[base,tip]||  (7)	||[base,tip]|| : [body,base] (7)	[base,tip] ? [body,base] (7)	?||[base,tip]|| : [body,base] (7)	||[tip(t-1),tip(t)]|| : [base,tip] (7)	||[base(t-1),base(t)]|| : [base,tip] (7)	T (8)	Base X (8)	Base Y (8)	Tip X (8)	Tip Y (8)	||[body,base]|| (8)	||[base,tip]||  (8)	||[base,tip]|| : [body,base] (8)	[base,tip] ? [body,base] (8)	?||[base,tip]|| : [body,base] (8)	||[tip(t-1),tip(t)]|| : [base,tip] (8)	||[base(t-1),base(t)]|| : [base,tip] (8)
109	108.000	109.000	31.590	48.750	18.460	47.840	12.335	13.161	12.996	160.297	0.027	0.065	0.069	109.000	30.095	50.505	20.280	52.325	14.074	9.982	9.980	140.456	-0.364	NaN	0.372	109.000	34.580	56.095	33.605	57.330	12.562	1.573	1.552	19.498	0.185	0.274	0.091	112.000	33.215	54.470	28.795	59.215	12.857	6.485	6.275	80.672	-0.123	-0.228	-0.139	109.000	31.330	53.040	23.985	57.005	13.656	8.347	8.314	113.534	0.083	0.057	-0.031	109.000	43.225	51.740	43.940	58.370	4.146	6.668	6.436	26.685	0.418	0.065	-0.252	109.000	41.600	52.000	38.545	64.350	4.913	12.722	12.361	60.734	-0.118	NaN	0.268	111.000	33.410	46.670	32.370	46.280	10.634	1.111	1.070	11.374	-0.206	-0.023	0.205	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
110	109.000	110.000	31.720	48.815	18.590	47.905	12.341	13.161	12.985	160.237	-0.011	-0.134	-0.134	110.000	30.290	50.440	20.280	52.325	13.997	10.186	10.185	142.556	0.205	NaN	-0.204	110.000	34.580	56.160	33.540	57.460	12.702	1.665	1.643	20.872	0.091	0.142	0.051	113.000	33.150	54.600	28.990	59.085	12.982	6.117	5.925	76.912	-0.350	-0.228	0.140	110.000	31.590	52.910	23.985	57.005	13.485	8.637	8.600	115.976	0.286	NaN	-0.291	110.000	43.225	51.870	43.940	58.305	4.296	6.475	6.198	26.630	-0.238	-0.065	0.129	110.000	41.665	52.195	38.545	64.415	5.116	12.612	12.294	62.902	-0.067	0.063	0.173	112.000	33.475	46.670	32.435	46.280	10.634	1.111	1.070	11.374	6.883E-15	-0.061	-0.061	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
111	110.000	111.000	31.720	48.815	18.655	47.905	12.347	13.097	12.908	159.380	-0.076	-0.065	NaN	111.000	30.355	50.440	20.280	52.325	13.946	10.250	10.247	142.915	0.063	NaN	-0.064	111.000	34.645	56.030	33.475	57.460	12.610	1.848	1.827	23.035	0.184	0.041	-0.142	114.000	33.150	54.600	29.120	58.890	12.818	5.886	5.721	73.338	-0.203	-0.231	NaN	111.000	31.590	52.910	23.985	57.070	13.511	8.668	8.629	116.589	0.029	0.031	NaN	111.000	42.965	51.090	43.940	58.305	3.661	7.281	6.641	24.311	0.442	NaN	-0.808	111.000	41.665	52.065	38.545	64.350	5.059	12.675	12.335	62.399	0.041	-0.063	-0.126	113.000	33.475	46.670	32.695	46.280	10.634	0.872	0.811	8.619	-0.259	-0.233	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
112	111.000	112.000	31.980	48.750	18.590	47.840	12.146	13.421	13.240	160.820	0.332	0.069	-0.255	112.000	30.355	50.440	20.280	52.325	14.010	10.250	10.248	143.570	2.058E-4	NaN	NaN	112.000	34.645	56.030	33.410	57.590	12.658	1.990	1.961	24.822	0.134	0.142	NaN	115.000	33.020	54.795	29.315	58.825	13.124	5.474	5.318	69.797	-0.403	-0.180	0.232	112.000	31.590	52.910	23.920	57.070	13.571	8.726	8.688	117.894	0.058	0.057	NaN	112.000	43.225	51.870	43.940	58.305	4.372	6.475	6.176	27.002	-0.465	NaN	0.804	112.000	41.665	52.195	38.545	64.415	5.204	12.612	12.279	63.899	-0.056	0.063	0.126	114.000	33.410	46.670	32.695	46.345	10.504	0.785	0.740	7.778	-0.070	-0.027	0.059	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
113	112.000	113.000	31.915	48.620	18.590	47.840	12.199	13.348	13.210	161.154	-0.030	NaN	0.072	113.000	30.420	50.440	20.410	52.325	13.946	10.186	10.184	142.028	-0.064	-0.128	-0.064	113.000	34.580	56.030	33.410	57.655	12.707	2.002	1.954	24.835	-0.006	0.053	0.038	116.000	33.085	54.730	29.510	58.630	13.107	5.291	5.124	67.156	-0.194	-0.276	-0.092	113.000	31.525	52.975	23.920	57.070	13.656	8.637	8.604	117.497	-0.083	NaN	0.088	113.000	43.225	51.740	43.940	58.305	4.245	6.604	6.291	26.706	0.116	NaN	-0.129	113.000	41.665	52.325	38.545	64.350	5.320	12.423	12.136	64.562	-0.142	-0.063	0.126	115.000	33.345	46.670	32.630	46.345	10.629	0.785	0.739	7.850	-0.002	0.059	0.059	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
114	113.000	114.000	31.525	48.620	18.590	47.840	12.394	12.958	12.824	158.936	-0.386	NaN	0.389	114.000	30.030	50.700	20.475	52.260	14.192	9.682	9.664	137.156	-0.520	-0.075	0.427	114.000	34.645	56.030	33.280	57.655	12.514	2.122	2.104	26.330	0.150	0.084	-0.042	117.000	33.085	54.730	29.705	58.435	13.216	5.015	4.847	64.059	-0.277	-0.275	NaN	114.000	31.590	52.975	23.790	57.135	13.417	8.840	8.814	118.266	0.210	0.145	-0.057	114.000	43.225	51.870	43.940	58.305	4.339	6.475	6.255	27.141	-0.036	NaN	0.129	114.000	41.535	53.105	38.545	64.350	6.000	11.636	11.521	69.125	-0.616	NaN	0.787	116.000	33.280	46.670	32.695	46.345	10.828	0.669	0.610	6.608	-0.128	-0.057	0.057	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
115	114.000	115.000	31.785	48.620	18.720	47.905	12.205	13.085	12.947	158.015	0.123	-0.133	-0.260	115.000	30.160	50.700	20.410	52.260	14.143	9.874	9.851	139.324	0.187	0.064	-0.128	115.000	34.580	56.030	33.215	57.720	12.654	2.172	2.147	27.167	0.043	0.091	0.041	118.000	33.020	54.730	29.770	58.370	13.216	4.880	4.703	62.150	-0.144	-0.092	0.043	115.000	31.460	53.040	23.790	57.135	13.648	8.695	8.671	118.346	-0.143	NaN	0.145	115.000	42.965	51.025	43.940	58.305	3.643	7.345	6.753	24.602	0.498	NaN	-0.872	115.000	41.535	52.910	38.545	64.350	5.907	11.824	11.666	68.910	0.146	NaN	-0.189	117.000	33.215	46.735	32.695	46.475	11.017	0.581	0.538	5.932	-0.072	-0.058	0.029	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
116	115.000	116.000	31.590	48.555	19.500	48.100	12.518	12.099	12.018	150.440	-0.929	-0.787	0.197	116.000	30.355	50.570	20.410	52.260	14.037	10.088	10.077	141.449	0.226	NaN	-0.214	116.000	34.580	56.030	33.150	57.785	12.707	2.264	2.235	28.400	0.088	0.091	NaN	119.000	33.020	54.730	29.965	58.175	13.181	4.604	4.428	58.364	-0.275	-0.275	NaN	116.000	31.460	53.040	23.790	57.200	13.741	8.726	8.691	119.432	0.020	0.031	NaN	116.000	42.965	50.960	43.940	58.305	3.556	7.409	6.678	23.749	-0.075	NaN	-0.064	116.000	41.600	52.390	38.610	64.350	5.407	12.328	12.005	64.913	0.339	-0.016	-0.520	118.000	33.215	46.735	32.695	46.540	10.953	0.555	0.533	5.843	-0.005	-0.023	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
117	116.000	117.000	31.915	48.555	19.500	48.100	12.324	12.423	12.340	152.075	0.322	NaN	-0.325	117.000	30.680	50.505	20.410	52.260	13.833	10.419	10.409	143.984	0.332	NaN	-0.331	117.000	34.580	56.095	33.150	57.915	12.847	2.315	2.277	29.254	0.042	0.102	0.051	120.000	33.020	54.730	30.095	58.045	13.271	4.421	4.250	56.404	-0.178	-0.183	NaN	117.000	31.330	53.105	23.725	57.200	14.006	8.637	8.604	120.501	-0.088	0.057	0.145	117.000	43.030	51.025	43.940	58.305	3.638	7.337	6.601	24.015	-0.078	NaN	0.073	117.000	41.600	52.390	38.610	64.350	5.468	12.328	11.943	65.302	-0.062	NaN	NaN	119.000	33.150	46.800	32.825	46.605	11.017	0.379	0.339	3.735	-0.194	-0.145	0.022	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
118	117.000	118.000	31.720	48.490	19.630	48.100	12.448	12.096	12.029	149.742	-0.311	-0.130	0.197	118.000	30.615	50.505	20.410	52.260	13.833	10.355	10.345	143.105	-0.064	NaN	0.064	118.000	34.515	56.030	33.085	58.045	12.804	2.471	2.404	30.783	0.127	0.144	-0.015	121.000	32.955	54.730	30.225	57.850	13.326	4.146	3.978	53.007	-0.272	-0.232	0.043	118.000	31.395	53.170	23.725	57.200	13.912	8.664	8.643	120.244	0.039	NaN	-0.027	118.000	42.965	50.960	43.940	58.370	3.577	7.474	6.683	23.905	0.083	0.064	-0.073	118.000	41.600	52.065	38.675	64.025	5.152	12.312	11.851	61.055	-0.092	-0.331	-0.316	120.000	33.280	46.800	33.020	46.670	10.948	0.291	0.269	2.941	-0.070	-0.203	-0.116	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
119	118.000	119.000	31.850	48.490	19.695	48.100	12.314	12.161	12.100	148.995	0.070	-0.065	-0.130	119.000	30.550	50.570	20.410	52.260	13.896	10.280	10.269	142.695	-0.077	NaN	0.075	119.000	34.580	56.160	33.085	58.110	12.799	2.457	2.413	30.889	0.009	0.052	0.064	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	119.000	31.265	53.170	23.660	57.265	14.006	8.637	8.604	120.501	-0.039	0.088	0.114	119.000	43.030	51.090	43.940	58.305	3.618	7.272	6.592	23.850	-0.091	-0.064	0.137	119.000	41.600	52.000	38.675	64.090	5.039	12.439	11.920	60.067	0.069	0.063	-0.063	121.000	33.345	46.865	33.150	46.670	10.879	0.276	0.207	2.256	-0.061	-0.092	-0.092	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
120	119.000	120.000	31.720	48.555	19.760	48.165	12.518	11.966	11.893	148.881	-0.206	-0.067	0.128	120.000	30.745	50.505	20.410	52.260	13.769	10.483	10.472	144.191	0.203	NaN	-0.203	120.000	34.580	56.160	33.020	58.175	12.890	2.548	2.505	32.296	0.092	0.091	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	120.000	31.265	53.170	23.595	57.330	14.091	8.726	8.691	122.466	0.087	0.088	NaN	120.000	42.965	51.090	43.940	58.305	3.721	7.281	6.482	24.121	-0.110	NaN	-0.009	120.000	41.665	52.390	38.675	63.960	5.437	11.950	11.630	63.231	-0.291	-0.126	0.361	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
121	120.000	121.000	31.720	48.425	19.825	48.165	12.509	11.898	11.850	148.230	-0.043	-0.065	0.003	121.000	30.680	50.570	20.410	52.260	13.847	10.408	10.393	143.904	-0.079	NaN	0.075	121.000	34.515	56.095	32.955	58.305	12.896	2.705	2.631	33.927	0.125	0.144	-0.016	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	121.000	31.265	53.170	23.530	57.330	14.091	8.783	8.751	123.307	0.060	0.057	NaN	121.000	43.030	51.155	44.005	58.305	3.762	7.216	6.492	24.421	0.010	0.009	0.073	121.000	41.535	52.455	38.740	63.960	5.556	11.840	11.436	63.536	-0.194	-0.015	0.094	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
