 	dT	T (0)	Base X (0)	Base Y (0)	Tip X (0)	Tip Y (0)	||[body,base]|| (0)	||[base,tip]||  (0)	||[base,tip]|| : [body,base] (0)	[base,tip] ? [body,base] (0)	?||[base,tip]|| : [body,base] (0)	||[tip(t-1),tip(t)]|| : [base,tip] (0)	||[base(t-1),base(t)]|| : [base,tip] (0)	T (1)	Base X (1)	Base Y (1)	Tip X (1)	Tip Y (1)	||[body,base]|| (1)	||[base,tip]||  (1)	||[base,tip]|| : [body,base] (1)	[base,tip] ? [body,base] (1)	?||[base,tip]|| : [body,base] (1)	||[tip(t-1),tip(t)]|| : [base,tip] (1)	||[base(t-1),base(t)]|| : [base,tip] (1)	T (2)	Base X (2)	Base Y (2)	Tip X (2)	Tip Y (2)	||[body,base]|| (2)	||[base,tip]||  (2)	||[base,tip]|| : [body,base] (2)	[base,tip] ? [body,base] (2)	?||[base,tip]|| : [body,base] (2)	||[tip(t-1),tip(t)]|| : [base,tip] (2)	||[base(t-1),base(t)]|| : [base,tip] (2)	T (3)	Base X (3)	Base Y (3)	Tip X (3)	Tip Y (3)	||[body,base]|| (3)	||[base,tip]||  (3)	||[base,tip]|| : [body,base] (3)	[base,tip] ? [body,base] (3)	?||[base,tip]|| : [body,base] (3)	||[tip(t-1),tip(t)]|| : [base,tip] (3)	||[base(t-1),base(t)]|| : [base,tip] (3)	T (4)	Base X (4)	Base Y (4)	Tip X (4)	Tip Y (4)	||[body,base]|| (4)	||[base,tip]||  (4)	||[base,tip]|| : [body,base] (4)	[base,tip] ? [body,base] (4)	?||[base,tip]|| : [body,base] (4)	||[tip(t-1),tip(t)]|| : [base,tip] (4)	||[base(t-1),base(t)]|| : [base,tip] (4)	T (5)	Base X (5)	Base Y (5)	Tip X (5)	Tip Y (5)	||[body,base]|| (5)	||[base,tip]||  (5)	||[base,tip]|| : [body,base] (5)	[base,tip] ? [body,base] (5)	?||[base,tip]|| : [body,base] (5)	||[tip(t-1),tip(t)]|| : [base,tip] (5)	||[base(t-1),base(t)]|| : [base,tip] (5)	T (6)	Base X (6)	Base Y (6)	Tip X (6)	Tip Y (6)	||[body,base]|| (6)	||[base,tip]||  (6)	||[base,tip]|| : [body,base] (6)	[base,tip] ? [body,base] (6)	?||[base,tip]|| : [body,base] (6)	||[tip(t-1),tip(t)]|| : [base,tip] (6)	||[base(t-1),base(t)]|| : [base,tip] (6)	T (7)	Base X (7)	Base Y (7)	Tip X (7)	Tip Y (7)	||[body,base]|| (7)	||[base,tip]||  (7)	||[base,tip]|| : [body,base] (7)	[base,tip] ? [body,base] (7)	?||[base,tip]|| : [body,base] (7)	||[tip(t-1),tip(t)]|| : [base,tip] (7)	||[base(t-1),base(t)]|| : [base,tip] (7)	T (8)	Base X (8)	Base Y (8)	Tip X (8)	Tip Y (8)	||[body,base]|| (8)	||[base,tip]||  (8)	||[base,tip]|| : [body,base] (8)	[base,tip] ? [body,base] (8)	?||[base,tip]|| : [body,base] (8)	||[tip(t-1),tip(t)]|| : [base,tip] (8)	||[base(t-1),base(t)]|| : [base,tip] (8)
28	27.000	28.000	30.745	47.970	26.195	48.555	13.279	4.587	4.575	60.751	-0.059	0.331	0.379	28.000	30.290	50.440	17.875	52.520	14.080	12.588	12.564	176.897	0.016	0.075	0.064	28.000	34.905	55.640	34.710	55.965	12.374	0.379	0.364	4.500	0.141	0.056	-0.067	31.000	33.475	54.210	30.940	57.330	12.710	4.020	3.837	48.761	-0.007	0.110	0.101	28.000	32.305	52.715	21.710	59.540	12.911	12.603	12.487	161.226	-0.168	-0.090	0.090	28.000	43.095	52.065	44.070	59.215	4.895	7.216	6.844	33.504	-0.069	-0.129	-0.064	28.000	41.470	53.950	38.155	65.715	7.159	12.223	12.177	87.170	-0.741	-0.250	0.563	30.000	33.930	46.540	32.565	45.955	10.100	1.485	1.403	14.171	0.264	0.205	-0.060	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
29	28.000	29.000	30.615	48.035	25.805	48.685	13.348	4.854	4.840	64.600	0.265	0.404	0.138	29.000	30.225	50.505	17.745	52.520	14.095	12.642	12.608	177.712	0.045	0.128	0.075	29.000	34.905	55.575	34.710	55.965	12.282	0.436	0.408	5.007	0.044	NaN	-0.058	32.000	33.475	54.015	31.200	56.745	12.603	3.554	3.391	42.736	-0.446	-0.616	-0.150	29.000	32.370	52.650	21.710	59.475	12.766	12.658	12.546	160.157	0.058	-0.035	-0.090	29.000	43.030	52.130	44.005	59.085	4.959	7.023	6.658	33.018	-0.186	-0.138	0.055	29.000	41.470	53.755	38.155	65.520	6.953	12.223	12.175	84.661	-0.001	-0.188	-0.188	31.000	33.800	46.475	32.500	45.955	10.295	1.400	1.333	13.723	-0.070	0.060	0.145	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
30	29.000	30.000	30.290	48.035	25.545	48.750	13.737	4.799	4.778	65.635	-0.062	0.267	0.321	30.000	30.290	50.505	17.615	52.455	14.095	12.824	12.783	180.175	0.175	0.119	-0.064	30.000	34.840	55.705	34.710	55.965	12.466	0.291	0.272	3.388	-0.136	NaN	0.145	33.000	33.475	54.080	31.330	56.680	12.584	3.371	3.218	40.501	-0.172	-0.133	0.050	30.000	32.370	52.650	21.775	59.280	12.825	12.498	12.401	159.042	-0.145	-0.159	NaN	30.000	43.030	52.065	44.005	59.085	4.908	7.087	6.686	32.816	0.028	NaN	-0.064	30.000	41.600	52.520	38.155	65.260	5.788	13.198	13.020	75.361	0.844	-0.251	-1.226	32.000	33.800	46.540	32.500	45.825	10.291	1.484	1.343	13.816	0.010	0.063	-0.031	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
31	30.000	31.000	30.615	48.035	25.285	48.750	13.482	5.378	5.364	72.319	0.586	0.258	-0.322	31.000	30.355	50.505	17.615	52.455	14.110	12.888	12.842	181.193	0.058	NaN	-0.064	31.000	34.905	55.640	34.580	55.900	12.466	0.416	0.415	5.176	0.143	0.061	-0.091	34.000	33.410	54.145	31.395	56.550	12.674	3.138	3.004	38.076	-0.214	-0.141	0.092	31.000	32.240	52.650	21.775	59.280	13.029	12.388	12.280	160.001	-0.121	NaN	0.110	31.000	43.095	52.065	44.005	59.150	4.972	7.143	6.769	33.652	0.083	0.064	0.008	31.000	41.665	52.065	38.220	65.130	5.436	13.512	13.241	71.977	0.221	-0.142	-0.457	33.000	33.800	46.475	32.370	45.825	10.230	1.571	1.472	15.058	0.129	0.118	0.027	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
32	31.000	32.000	30.550	48.035	25.090	48.750	13.546	5.507	5.494	74.423	0.130	0.193	0.064	32.000	30.420	50.505	17.615	52.455	14.047	12.953	12.904	181.253	0.062	NaN	-0.064	32.000	34.840	55.575	34.515	56.030	12.470	0.559	0.547	6.815	0.131	0.144	-0.015	35.000	33.475	54.145	31.525	56.485	12.620	3.046	2.917	36.808	-0.088	-0.133	-0.042	32.000	32.175	52.780	21.775	59.345	13.143	12.299	12.205	160.406	-0.075	0.035	0.124	32.000	43.095	52.065	44.005	59.150	4.972	7.143	6.769	33.652	NaN	NaN	NaN	32.000	41.665	52.585	38.285	65.065	5.907	12.930	12.775	75.459	-0.466	-0.080	0.502	34.000	33.540	46.410	32.370	45.890	10.494	1.280	1.205	12.650	-0.267	-0.026	0.264	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
33	32.000	33.000	30.680	48.035	24.830	48.750	13.352	5.894	5.884	78.555	0.390	0.258	-0.129	33.000	30.420	50.505	17.615	52.520	13.984	12.963	12.918	180.636	0.014	0.010	NaN	33.000	34.905	55.575	34.385	55.965	12.374	0.650	0.647	8.002	0.100	0.065	-0.052	36.000	33.475	54.145	31.590	56.355	12.620	2.905	2.791	35.220	-0.126	-0.141	NaN	33.000	32.110	52.845	21.840	59.215	13.171	12.085	12.010	158.184	-0.194	-0.124	0.089	33.000	43.095	52.130	44.070	59.215	5.023	7.152	6.791	34.113	0.022	0.073	0.064	33.000	41.730	52.325	38.285	65.065	5.616	13.198	13.043	73.257	0.269	NaN	-0.268	35.000	33.605	46.475	32.305	45.890	10.425	1.426	1.337	13.938	0.132	0.059	-0.086	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
34	33.000	34.000	31.135	48.100	24.700	48.750	12.902	6.468	6.465	83.410	0.581	0.129	-0.446	34.000	30.420	50.440	17.680	52.455	13.968	12.898	12.859	179.622	-0.058	-0.074	-0.010	34.000	34.970	55.575	34.450	56.030	12.326	0.691	0.691	8.513	0.044	-0.006	-0.049	37.000	33.475	54.145	31.655	56.355	12.655	2.863	2.740	34.679	-0.051	-0.041	NaN	34.000	32.045	52.910	22.035	58.825	13.257	11.627	11.582	153.553	-0.428	-0.366	0.089	34.000	43.225	51.935	44.070	59.020	4.809	7.135	6.854	32.959	0.063	-0.194	-0.178	34.000	41.730	52.325	38.285	65.065	5.616	13.198	13.043	73.257	NaN	NaN	NaN	36.000	33.865	46.735	32.370	46.020	10.150	1.657	1.526	15.485	0.188	-0.115	-0.347	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
35	34.000	35.000	31.265	48.035	24.635	48.815	12.768	6.676	6.667	85.125	0.202	0.072	-0.137	35.000	30.290	50.440	17.745	52.455	14.095	12.706	12.672	178.603	-0.188	-0.064	0.128	35.000	34.970	55.575	34.385	56.095	12.326	0.783	0.783	9.646	0.092	0.092	NaN	38.000	33.475	54.145	31.720	56.160	12.710	2.672	2.576	32.740	-0.164	-0.190	NaN	35.000	32.045	52.845	22.165	58.630	13.230	11.449	11.405	150.879	-0.178	-0.211	-0.033	35.000	43.160	51.935	44.005	58.565	4.820	6.684	6.379	30.745	-0.475	-0.460	-0.008	35.000	41.600	52.975	38.285	65.065	6.265	12.536	12.436	77.913	-0.607	NaN	0.661	37.000	33.800	46.735	32.240	45.955	10.212	1.744	1.589	16.224	0.063	0.145	0.058	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
36	35.000	36.000	31.525	48.100	24.570	48.815	12.513	6.992	6.989	87.449	0.321	0.065	-0.252	36.000	30.355	50.440	17.745	52.455	14.032	12.770	12.734	178.675	0.062	NaN	-0.064	36.000	34.970	55.640	34.385	56.095	12.371	0.741	0.738	9.130	-0.044	NaN	0.040	39.000	33.540	54.080	31.785	56.095	12.603	2.672	2.567	32.347	-0.009	-0.092	-0.092	36.000	32.045	52.845	22.230	58.500	13.230	11.328	11.290	149.366	-0.114	-0.121	NaN	36.000	43.160	51.935	43.940	58.500	4.820	6.611	6.327	30.492	-0.053	-0.072	NaN	36.000	41.535	53.235	38.285	65.065	6.530	12.268	12.180	79.540	-0.256	NaN	0.268	38.000	33.865	46.800	32.110	45.955	10.210	1.948	1.781	18.184	0.192	0.117	-0.087	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
37	36.000	37.000	31.525	48.100	24.440	48.880	12.518	7.128	7.124	89.181	0.136	0.136	NaN	37.000	30.420	50.440	17.615	52.455	13.984	12.963	12.918	180.636	0.184	0.128	-0.064	37.000	35.165	55.445	34.385	56.160	12.140	1.058	1.058	12.844	0.320	0.044	-0.276	40.000	33.410	54.210	31.785	56.095	12.783	2.489	2.389	30.538	-0.178	NaN	0.183	37.000	32.045	52.780	22.360	58.435	13.230	11.215	11.173	147.812	-0.118	-0.145	-0.033	37.000	43.160	51.935	43.940	58.500	4.884	6.611	6.331	30.919	0.004	NaN	NaN	37.000	41.470	53.170	38.285	65.065	6.555	12.314	12.201	79.979	0.021	NaN	-0.046	39.000	33.930	46.865	32.045	45.890	10.212	2.122	1.921	19.617	0.140	0.088	-0.088	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
38	37.000	38.000	31.655	48.100	24.310	48.815	12.453	7.380	7.378	91.885	0.254	0.123	-0.129	38.000	30.550	50.375	17.550	52.455	13.905	13.165	13.126	182.520	0.208	0.064	-0.139	38.000	35.165	55.445	34.385	56.225	12.187	1.103	1.102	13.436	0.044	0.046	NaN	41.000	33.410	54.210	31.785	56.160	12.783	2.538	2.424	30.990	0.035	0.050	NaN	38.000	31.850	52.845	22.425	58.305	13.492	10.892	10.851	146.405	-0.322	-0.121	0.201	38.000	43.095	51.935	43.940	58.500	4.908	6.619	6.266	30.754	-0.065	NaN	-0.008	38.000	41.470	53.040	38.285	65.000	6.461	12.377	12.231	79.024	0.029	-0.063	-0.126	40.000	33.995	46.865	31.980	45.890	10.147	2.238	2.051	20.812	0.130	0.059	-0.059	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
39	38.000	39.000	31.590	48.165	24.245	48.750	12.578	7.368	7.368	92.675	-0.010	0.060	0.070	39.000	30.615	50.310	17.485	52.455	13.861	13.304	13.280	184.071	0.154	0.064	-0.075	39.000	34.840	55.705	34.320	56.290	12.562	0.783	0.778	9.777	-0.324	0.092	0.410	42.000	33.410	54.210	31.785	56.225	12.658	2.589	2.455	31.075	0.031	0.051	NaN	39.000	31.720	52.975	22.555	58.175	13.669	10.537	10.500	143.527	-0.351	-0.177	0.177	39.000	43.095	51.935	43.940	58.500	4.794	6.619	6.225	29.845	-0.041	NaN	NaN	39.000	41.470	53.170	38.350	65.000	6.488	12.235	12.067	78.289	-0.163	-0.017	0.126	41.000	33.800	46.930	31.915	45.825	10.340	2.185	1.919	19.841	-0.132	0.089	0.135	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
40	39.000	40.000	31.395	48.100	24.050	48.815	12.768	7.380	7.376	94.179	0.008	0.200	0.188	40.000	30.550	50.310	17.485	52.520	13.924	13.251	13.232	184.240	-0.048	0.011	0.064	40.000	34.775	55.770	34.255	56.290	12.654	0.735	0.735	9.295	-0.044	0.046	0.092	43.000	33.280	54.405	31.720	56.160	12.927	2.348	2.263	29.254	-0.192	-0.005	0.232	40.000	31.655	52.975	22.685	58.045	13.728	10.304	10.267	140.946	-0.233	-0.177	0.057	40.000	43.095	52.065	43.940	58.500	4.921	6.490	6.111	30.074	-0.114	NaN	0.129	40.000	41.535	52.780	38.285	65.000	6.106	12.645	12.441	75.966	0.373	0.017	-0.394	42.000	33.865	46.930	31.850	45.825	10.215	2.298	2.062	21.066	0.143	0.057	-0.057	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
41	40.000	41.000	31.200	48.035	23.790	48.880	12.958	7.458	7.447	96.507	0.071	0.266	0.186	41.000	30.615	50.310	17.550	52.520	13.861	13.251	13.231	183.390	-7.378E-4	-0.064	-0.064	41.000	34.905	55.705	34.255	56.290	12.514	0.874	0.874	10.943	0.140	NaN	-0.140	44.000	33.345	54.340	31.655	56.290	12.674	2.580	2.483	31.468	0.220	0.141	-0.092	41.000	31.460	53.040	22.750	57.980	13.933	10.013	9.975	138.977	-0.292	-0.089	0.202	41.000	43.095	52.130	43.940	58.500	4.985	6.426	6.054	30.175	-0.058	NaN	0.064	41.000	41.535	52.650	38.350	65.000	5.989	12.754	12.508	74.909	0.067	-0.016	-0.126	43.000	33.800	46.865	31.850	45.760	10.348	2.241	2.003	20.728	-0.059	0.032	0.089	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
42	41.000	42.000	30.745	48.100	23.660	48.880	13.344	7.128	7.117	94.965	-0.331	0.129	0.459	42.000	30.420	50.375	17.615	52.455	13.974	12.973	12.953	181.007	-0.277	-0.075	0.203	42.000	34.710	55.835	34.255	56.355	12.610	0.691	0.686	8.653	-0.188	0.049	0.226	45.000	33.150	54.535	31.655	56.355	12.854	2.355	2.251	28.929	-0.232	0.050	0.274	42.000	31.460	52.975	22.815	57.980	13.793	9.989	9.932	136.991	-0.043	-0.056	-0.033	42.000	43.095	52.000	43.875	58.370	4.717	6.418	6.071	28.637	0.018	-0.137	-0.129	42.000	41.600	52.260	38.350	64.870	5.465	13.022	12.717	69.501	0.209	-0.126	-0.394	44.000	33.865	46.995	31.785	45.695	10.083	2.453	2.129	21.463	0.126	0.090	-0.124	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
43	42.000	43.000	30.615	48.165	23.530	48.750	13.542	7.109	7.107	96.246	-0.010	0.119	0.135	43.000	30.550	50.375	17.680	52.455	13.910	13.037	13.016	181.058	0.063	-0.064	-0.128	43.000	34.645	55.835	34.190	56.355	12.707	0.691	0.686	8.712	-5.720E-4	0.043	0.043	46.000	33.215	54.470	31.395	56.615	12.601	2.813	2.706	34.104	0.456	0.366	-0.092	43.000	31.460	52.975	22.880	57.915	13.853	9.901	9.844	136.366	-0.088	-0.089	NaN	43.000	43.160	52.065	43.940	58.435	4.780	6.418	6.077	29.051	0.006	0.072	0.072	43.000	41.600	52.455	38.415	64.675	5.668	12.628	12.354	70.029	-0.363	-0.205	0.189	45.000	33.930	47.060	31.785	45.760	9.953	2.508	2.194	21.839	0.066	-0.034	-0.089	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
44	43.000	44.000	30.225	48.165	23.530	48.750	13.737	6.721	6.717	92.278	-0.390	NaN	0.389	44.000	30.550	50.375	17.745	52.455	13.720	12.973	12.951	177.678	-0.066	-0.064	NaN	44.000	34.515	55.900	34.125	56.355	12.702	0.599	0.594	7.550	-0.091	0.042	0.134	47.000	33.215	54.535	31.200	56.875	12.638	3.088	2.980	37.666	0.274	0.324	0.049	44.000	31.330	53.040	22.880	57.915	13.820	9.755	9.705	134.123	-0.139	NaN	0.145	44.000	43.160	52.000	43.940	58.500	4.680	6.547	6.279	29.389	0.202	0.065	-0.065	44.000	41.600	52.325	38.415	64.675	5.466	12.754	12.525	68.462	0.170	NaN	-0.126	46.000	33.930	47.060	31.785	45.760	9.758	2.508	2.195	21.421	9.507E-4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
45	44.000	45.000	30.095	48.165	23.465	48.750	13.799	6.656	6.651	91.780	-0.066	0.065	0.129	45.000	30.420	50.375	17.875	52.455	13.769	12.716	12.701	174.877	-0.250	-0.128	0.128	45.000	34.385	56.030	34.060	56.355	12.794	0.460	0.459	5.873	-0.135	0.046	0.184	48.000	33.215	54.470	31.005	57.005	12.728	3.363	3.236	41.190	0.256	0.226	-0.049	45.000	31.330	53.040	22.815	57.980	13.734	9.844	9.788	134.435	0.083	0.089	NaN	45.000	43.095	52.065	43.940	58.500	4.680	6.490	6.204	29.038	-0.075	NaN	0.056	45.000	41.600	52.195	38.415	64.675	5.262	12.880	12.630	66.463	0.106	NaN	-0.126	47.000	33.865	46.995	31.785	45.760	9.826	2.419	2.135	20.977	-0.060	NaN	0.089	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
46	45.000	46.000	29.705	48.165	23.465	48.750	13.993	6.267	6.262	87.622	-0.390	NaN	0.388	46.000	30.550	50.375	18.070	52.455	13.452	12.652	12.634	169.946	-0.067	-0.192	-0.128	46.000	34.385	56.030	34.125	56.355	12.650	0.416	0.411	5.205	-0.048	-0.041	NaN	49.000	33.280	54.340	30.940	57.135	12.638	3.645	3.485	44.050	0.249	0.141	-0.141	46.000	31.330	53.040	22.815	57.980	13.556	9.844	9.794	132.775	0.006	NaN	NaN	46.000	43.160	52.000	43.940	58.500	4.580	6.547	6.369	29.169	0.165	NaN	-0.057	46.000	41.600	52.390	38.480	64.675	5.360	12.675	12.533	67.178	-0.097	-0.016	0.189	48.000	33.995	47.060	31.785	45.760	9.890	2.564	2.267	22.426	0.133	NaN	-0.145	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
47	46.000	47.000	29.705	48.165	23.335	48.750	13.993	6.397	6.392	89.439	0.130	0.129	NaN	47.000	30.680	50.375	18.265	52.390	13.325	12.577	12.555	167.289	-0.079	-0.203	-0.128	47.000	34.320	56.030	34.125	56.355	12.697	0.379	0.363	4.614	-0.048	NaN	0.033	50.000	33.280	54.275	30.745	57.330	12.658	3.970	3.782	47.873	0.297	0.275	-0.050	47.000	31.200	53.170	22.750	58.110	13.728	9.788	9.740	133.713	-0.055	0.122	0.178	47.000	43.160	51.935	43.940	58.500	4.515	6.611	6.431	29.038	0.062	NaN	-0.065	47.000	41.600	52.195	38.415	64.740	5.181	12.943	12.768	66.151	0.235	0.079	-0.189	49.000	33.930	47.060	31.785	45.695	9.953	2.542	2.197	21.864	-0.071	0.035	0.055	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
48	47.000	48.000	30.030	48.165	23.205	48.815	13.860	6.856	6.848	94.915	0.456	0.136	-0.324	48.000	30.485	50.440	18.330	52.390	13.706	12.310	12.291	168.459	-0.263	-0.064	0.203	48.000	34.385	56.030	34.060	56.355	12.750	0.460	0.459	5.852	0.096	0.046	-0.046	51.000	33.345	54.210	30.615	57.460	12.678	4.244	4.042	51.249	0.260	0.183	-0.092	48.000	31.330	53.105	22.685	58.110	13.734	9.989	9.934	136.429	0.194	0.056	-0.145	48.000	42.965	51.090	44.005	58.565	3.689	7.547	6.987	25.777	0.556	0.073	-0.864	48.000	41.600	52.065	38.415	64.675	5.087	13.006	12.703	64.621	-0.065	-0.063	-0.126	50.000	33.995	46.995	31.850	45.695	9.955	2.508	2.202	21.924	0.005	-0.056	-0.022	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
49	48.000	49.000	30.095	48.165	23.075	48.815	13.799	7.050	7.044	97.200	0.196	0.129	-0.065	49.000	30.615	50.375	18.330	52.390	13.579	12.449	12.431	168.793	0.140	NaN	-0.139	49.000	34.450	55.965	34.125	56.355	12.702	0.508	0.503	6.384	0.044	-0.042	-0.092	52.000	33.410	54.210	30.550	57.460	12.712	4.329	4.158	52.855	0.115	0.043	-0.043	49.000	31.200	53.170	22.750	58.045	13.906	9.755	9.707	134.989	-0.226	-0.089	0.145	49.000	42.900	51.090	43.940	58.630	3.768	7.611	7.014	26.432	0.027	0.056	-0.009	49.000	41.600	51.870	38.480	64.675	4.971	13.180	12.813	63.696	0.110	-0.015	-0.189	51.000	33.995	46.995	31.785	45.695	10.085	2.564	2.266	22.857	0.064	0.056	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
50	49.000	50.000	30.160	48.230	22.815	48.750	13.802	7.363	7.363	101.620	0.318	0.255	-0.060	50.000	30.680	50.310	18.395	52.390	13.565	12.460	12.447	168.848	0.017	-0.064	-0.075	50.000	34.450	55.965	34.125	56.355	12.750	0.508	0.502	6.405	-2.473E-4	NaN	NaN	53.000	33.345	54.275	30.615	57.460	12.767	4.195	4.010	51.194	-0.148	-0.042	0.092	50.000	31.005	53.300	22.750	58.045	14.196	9.522	9.477	134.537	-0.230	NaN	0.234	50.000	42.965	50.895	44.005	58.565	3.580	7.740	7.097	25.409	0.083	-0.056	-0.184	50.000	41.535	51.805	38.480	64.675	4.975	13.228	12.743	63.396	-0.070	NaN	-0.048	52.000	33.930	46.930	31.785	45.630	10.215	2.508	2.201	22.481	-0.066	0.034	0.089	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
51	50.000	51.000	30.420	48.165	22.815	48.750	13.669	7.627	7.625	104.227	0.263	NaN	-0.264	51.000	30.745	50.245	18.395	52.390	13.615	12.535	12.527	170.559	0.080	NaN	-0.075	51.000	34.450	55.965	34.190	56.355	12.847	0.469	0.453	5.822	-0.049	-0.036	NaN	54.000	33.345	54.275	30.615	57.395	12.822	4.146	3.972	50.928	-0.038	-0.049	NaN	51.000	31.135	53.170	22.750	58.045	14.143	9.699	9.640	136.345	0.163	NaN	-0.178	51.000	43.030	50.960	44.005	58.630	3.661	7.732	7.077	25.908	-0.020	0.064	0.073	51.000	41.600	52.260	38.480	64.610	5.407	12.738	12.411	67.110	-0.332	-0.063	0.425	53.000	33.930	46.930	31.850	45.695	10.218	2.419	2.140	21.869	-0.061	-0.089	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
52	51.000	52.000	30.550	48.165	22.750	48.750	13.607	7.822	7.821	106.419	0.196	0.065	-0.130	52.000	30.745	50.245	18.330	52.390	13.692	12.599	12.589	172.372	0.062	0.064	NaN	52.000	34.515	55.900	34.255	56.225	12.847	0.416	0.410	5.269	-0.043	-0.142	-0.091	55.000	33.345	54.340	30.615	57.395	12.857	4.097	3.942	50.683	-0.030	NaN	0.048	52.000	31.070	53.170	22.880	57.915	14.288	9.465	9.410	134.452	-0.230	-0.178	0.056	52.000	43.030	50.960	43.940	58.500	3.742	7.595	6.935	25.950	-0.142	-0.137	NaN	52.000	41.665	51.740	38.480	64.675	5.007	13.321	12.823	64.199	0.411	0.063	-0.520	54.000	33.930	46.930	31.915	45.760	10.283	2.330	2.072	21.302	-0.069	-0.089	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
53	52.000	53.000	30.940	48.165	22.620	48.750	13.214	8.341	8.339	110.201	0.519	0.130	-0.389	53.000	30.615	50.180	18.330	52.390	13.793	12.482	12.479	172.127	-0.110	NaN	0.116	53.000	34.515	55.965	34.385	56.225	12.847	0.291	0.270	3.465	-0.140	-0.058	0.058	56.000	33.410	54.340	30.615	57.395	12.802	4.141	4.000	51.207	0.058	NaN	-0.044	53.000	31.395	53.040	22.880	57.915	13.912	9.812	9.756	135.732	0.346	NaN	-0.347	53.000	42.965	51.090	43.940	58.500	3.823	7.474	6.756	25.832	-0.179	NaN	0.120	53.000	41.665	51.805	38.415	64.675	5.007	13.274	12.798	64.076	-0.024	0.016	0.063	55.000	34.060	46.995	31.915	45.760	10.150	2.475	2.198	22.312	0.127	NaN	-0.145	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
54	53.000	54.000	31.135	48.165	22.620	48.750	13.085	8.535	8.534	111.667	0.195	NaN	-0.195	54.000	30.745	50.180	18.330	52.390	13.729	12.610	12.607	173.077	0.127	NaN	-0.128	54.000	34.580	55.965	34.515	56.160	12.847	0.206	0.178	2.286	-0.092	-0.103	-0.021	57.000	33.410	54.340	30.615	57.330	12.837	4.093	3.969	50.954	-0.031	-0.047	NaN	54.000	31.460	53.040	22.880	57.915	13.912	9.868	9.816	136.560	0.060	NaN	-0.057	54.000	42.965	50.960	43.940	58.500	3.721	7.603	6.789	25.261	0.033	NaN	-0.129	54.000	41.600	51.805	38.415	64.740	5.072	13.321	12.739	64.613	-0.059	0.063	0.016	56.000	33.865	46.930	31.980	45.760	10.348	2.219	1.941	20.090	-0.257	-0.055	0.200	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
