 	dT	T (0)	Base X (0)	Base Y (0)	Tip X (0)	Tip Y (0)	||[body,base]|| (0)	||[base,tip]||  (0)	||[base,tip]|| : [body,base] (0)	[base,tip] ? [body,base] (0)	?||[base,tip]|| : [body,base] (0)	||[tip(t-1),tip(t)]|| : [base,tip] (0)	||[base(t-1),base(t)]|| : [base,tip] (0)	T (1)	Base X (1)	Base Y (1)	Tip X (1)	Tip Y (1)	||[body,base]|| (1)	||[base,tip]||  (1)	||[base,tip]|| : [body,base] (1)	[base,tip] ? [body,base] (1)	?||[base,tip]|| : [body,base] (1)	||[tip(t-1),tip(t)]|| : [base,tip] (1)	||[base(t-1),base(t)]|| : [base,tip] (1)	T (2)	Base X (2)	Base Y (2)	Tip X (2)	Tip Y (2)	||[body,base]|| (2)	||[base,tip]||  (2)	||[base,tip]|| : [body,base] (2)	[base,tip] ? [body,base] (2)	?||[base,tip]|| : [body,base] (2)	||[tip(t-1),tip(t)]|| : [base,tip] (2)	||[base(t-1),base(t)]|| : [base,tip] (2)	T (3)	Base X (3)	Base Y (3)	Tip X (3)	Tip Y (3)	||[body,base]|| (3)	||[base,tip]||  (3)	||[base,tip]|| : [body,base] (3)	[base,tip] ? [body,base] (3)	?||[base,tip]|| : [body,base] (3)	||[tip(t-1),tip(t)]|| : [base,tip] (3)	||[base(t-1),base(t)]|| : [base,tip] (3)	T (4)	Base X (4)	Base Y (4)	Tip X (4)	Tip Y (4)	||[body,base]|| (4)	||[base,tip]||  (4)	||[base,tip]|| : [body,base] (4)	[base,tip] ? [body,base] (4)	?||[base,tip]|| : [body,base] (4)	||[tip(t-1),tip(t)]|| : [base,tip] (4)	||[base(t-1),base(t)]|| : [base,tip] (4)	T (5)	Base X (5)	Base Y (5)	Tip X (5)	Tip Y (5)	||[body,base]|| (5)	||[base,tip]||  (5)	||[base,tip]|| : [body,base] (5)	[base,tip] ? [body,base] (5)	?||[base,tip]|| : [body,base] (5)	||[tip(t-1),tip(t)]|| : [base,tip] (5)	||[base(t-1),base(t)]|| : [base,tip] (5)	T (6)	Base X (6)	Base Y (6)	Tip X (6)	Tip Y (6)	||[body,base]|| (6)	||[base,tip]||  (6)	||[base,tip]|| : [body,base] (6)	[base,tip] ? [body,base] (6)	?||[base,tip]|| : [body,base] (6)	||[tip(t-1),tip(t)]|| : [base,tip] (6)	||[base(t-1),base(t)]|| : [base,tip] (6)	T (7)	Base X (7)	Base Y (7)	Tip X (7)	Tip Y (7)	||[body,base]|| (7)	||[base,tip]||  (7)	||[base,tip]|| : [body,base] (7)	[base,tip] ? [body,base] (7)	?||[base,tip]|| : [body,base] (7)	||[tip(t-1),tip(t)]|| : [base,tip] (7)	||[base(t-1),base(t)]|| : [base,tip] (7)
64	63.000	64.000	12.285	13.975	6.240	19.240	5.275	8.016	7.598	40.078	-0.017	NaN	NaN	64.000	23.205	16.900	31.070	20.280	7.807	8.561	8.229	64.241	0.086	NaN	-0.026	64.000	14.040	18.460	10.205	26.455	7.210	8.867	8.867	63.933	0.465	-0.059	-0.523	64.000	20.085	23.725	21.515	27.560	12.123	4.093	4.067	49.302	0.018	0.084	0.061	64.000	16.575	22.555	16.185	28.015	10.611	5.474	5.473	58.077	0.129	-0.069	-0.199	64.000	12.025	18.200	6.045	27.950	8.081	11.438	11.328	91.547	-0.090	-0.089	NaN	64.000	17.680	22.750	18.850	27.495	10.803	4.887	4.796	51.807	0.067	NaN	-0.094	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
65	64.000	65.000	12.220	13.975	6.240	19.240	5.251	7.967	7.508	39.419	-0.090	NaN	0.049	65.000	23.140	16.835	31.135	20.280	7.725	8.706	8.401	64.900	0.172	0.060	-0.085	65.000	14.040	18.720	10.205	26.455	7.359	8.634	8.629	63.502	-0.238	NaN	0.233	65.000	20.085	23.855	21.645	27.820	12.202	4.261	4.226	51.570	0.160	0.290	0.121	65.000	16.575	22.490	16.250	28.210	10.478	5.729	5.729	60.029	0.256	0.191	-0.065	65.000	12.025	18.135	6.110	27.950	7.940	11.460	11.330	89.959	0.002	-0.034	-0.056	65.000	17.615	22.685	18.850	27.495	10.673	4.966	4.864	51.917	0.069	NaN	-0.079	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
66	65.000	66.000	12.155	13.975	6.240	19.240	5.395	7.919	7.453	40.214	-0.054	NaN	0.049	66.000	23.205	16.900	31.070	20.280	7.807	8.561	8.229	64.241	-0.172	-0.060	0.085	66.000	13.975	18.915	10.205	26.455	7.650	8.430	8.425	64.448	-0.204	NaN	0.203	66.000	19.955	23.790	21.645	28.015	12.156	4.550	4.500	54.705	0.274	0.181	-0.109	66.000	16.575	22.555	16.250	28.340	10.611	5.794	5.794	61.482	0.065	0.130	0.065	66.000	12.025	18.005	6.110	27.885	7.932	11.515	11.359	90.098	0.029	-0.056	-0.112	66.000	17.550	22.620	18.850	27.495	10.667	5.045	4.919	52.475	0.055	NaN	-0.080	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
67	66.000	67.000	12.350	13.910	6.240	19.240	5.287	8.108	7.609	40.230	0.155	NaN	-0.190	67.000	23.205	16.965	31.070	20.280	7.707	8.535	8.162	62.898	-0.067	NaN	0.025	67.000	13.975	18.980	10.270	26.325	7.705	8.227	8.224	63.367	-0.201	-0.145	0.058	67.000	19.890	23.920	21.710	28.015	12.176	4.481	4.389	53.442	-0.111	0.026	0.092	67.000	16.640	22.555	16.250	28.340	10.550	5.798	5.798	61.170	0.004	NaN	-0.004	67.000	12.090	18.005	6.175	27.820	7.925	11.460	11.288	89.452	-0.072	-0.089	-0.034	67.000	17.550	22.685	18.850	27.430	10.663	4.920	4.775	50.920	-0.144	-0.063	0.063	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
68	67.000	68.000	12.285	13.975	6.305	19.240	5.335	7.967	7.526	40.150	-0.083	-0.049	0.092	68.000	23.270	16.965	31.070	20.215	7.848	8.450	8.081	63.417	-0.081	-0.025	0.060	68.000	14.040	19.110	10.335	26.130	7.827	7.938	7.920	61.993	-0.304	-0.203	0.085	68.000	19.890	23.855	21.775	28.145	12.190	4.686	4.598	56.053	0.209	0.145	-0.060	68.000	16.575	22.685	16.250	28.340	10.745	5.664	5.664	60.861	-0.134	NaN	0.134	68.000	12.025	18.265	6.240	27.625	8.173	11.003	10.902	89.097	-0.386	-0.200	0.255	68.000	17.745	22.815	18.850	27.495	10.867	4.809	4.728	51.376	-0.048	0.063	0.171	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
69	68.000	69.000	11.570	14.040	6.305	19.240	5.987	7.400	6.778	40.585	-0.747	NaN	0.554	69.000	23.140	16.965	31.070	20.280	7.840	8.595	8.192	64.228	0.112	0.025	-0.120	69.000	13.650	19.955	10.400	26.000	8.791	6.863	6.840	60.130	-1.080	-0.145	0.929	69.000	19.825	23.725	21.840	28.275	12.126	4.976	4.882	59.196	0.283	0.145	-0.145	69.000	16.575	22.750	16.250	28.340	10.871	5.599	5.599	60.870	-0.065	NaN	0.065	69.000	11.960	18.395	6.500	27.365	8.324	10.501	10.415	86.697	-0.487	-0.357	0.145	69.000	17.875	22.945	18.850	27.495	11.073	4.653	4.603	50.975	-0.124	NaN	0.154	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
70	69.000	70.000	11.830	13.910	6.305	19.240	5.554	7.677	7.045	39.124	0.266	NaN	-0.277	70.000	23.075	16.900	31.070	20.215	7.807	8.655	8.288	64.706	0.096	-0.025	-0.085	70.000	13.910	19.435	10.465	25.935	8.100	7.356	7.325	59.336	0.486	-0.088	-0.581	70.000	19.890	23.855	22.035	28.470	12.234	5.089	4.989	61.030	0.107	0.259	0.145	70.000	16.640	22.620	16.315	28.340	10.667	5.729	5.728	61.102	0.129	-0.004	-0.133	70.000	11.960	18.395	6.565	27.235	8.192	10.356	10.283	84.238	-0.133	-0.145	NaN	70.000	18.005	23.075	18.850	27.430	11.158	4.436	4.412	49.230	-0.191	-0.064	0.152	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
71	70.000	71.000	12.155	13.845	6.305	19.240	5.106	7.958	7.429	37.928	0.384	NaN	-0.283	71.000	22.880	16.900	31.070	20.215	7.757	8.835	8.425	65.352	0.137	NaN	-0.181	71.000	13.585	20.280	10.530	25.870	8.956	6.370	6.324	56.636	-1.002	-0.088	0.897	71.000	19.825	23.790	22.035	28.600	12.186	5.293	5.200	63.367	0.211	0.118	-0.086	71.000	16.575	22.685	16.250	28.275	10.730	5.599	5.597	60.058	-0.131	-0.061	0.069	71.000	11.895	18.525	6.630	27.170	8.255	10.122	10.067	83.106	-0.216	-0.089	0.145	71.000	18.070	23.140	18.850	27.430	11.241	4.360	4.348	48.875	-0.064	NaN	0.076	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
72	71.000	72.000	12.415	13.780	6.305	19.240	4.961	8.194	7.687	38.135	0.259	NaN	-0.237	72.000	23.075	17.030	31.070	20.215	7.890	8.606	8.172	64.478	-0.253	NaN	0.229	72.000	13.780	20.020	10.465	25.935	8.691	6.781	6.726	58.449	0.402	0.088	-0.322	72.000	19.695	23.790	22.100	28.730	12.126	5.494	5.348	64.850	0.148	0.145	-0.057	72.000	16.575	22.685	16.315	28.340	10.735	5.661	5.661	60.768	0.064	0.062	NaN	72.000	13.130	17.160	6.565	27.170	6.500	11.971	11.947	77.656	1.880	0.036	-1.819	72.000	18.070	23.140	18.850	27.430	11.228	4.360	4.344	48.773	-0.004	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
73	72.000	73.000	12.480	13.780	6.305	19.240	4.985	8.243	7.781	38.790	0.094	NaN	-0.049	73.000	23.075	17.030	31.070	20.215	7.882	8.606	8.141	64.165	-0.032	NaN	NaN	73.000	13.910	19.760	10.595	25.805	8.485	6.894	6.847	58.102	0.122	-0.176	-0.290	73.000	19.565	23.660	22.035	28.795	12.021	5.698	5.533	66.514	0.185	0.030	-0.174	73.000	16.575	22.815	16.315	28.405	10.932	5.596	5.596	61.178	-0.065	0.065	0.130	73.000	13.130	17.095	6.565	27.170	6.539	12.025	11.992	78.420	0.045	NaN	-0.054	73.000	18.070	23.075	18.850	27.430	11.222	4.424	4.406	49.449	0.062	NaN	-0.064	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
74	73.000	74.000	12.480	13.845	6.240	19.240	4.901	8.249	7.797	38.211	0.016	0.049	0.043	74.000	23.075	17.030	31.070	20.215	7.848	8.606	8.189	64.271	0.049	NaN	NaN	74.000	14.040	19.630	10.595	25.740	8.172	7.014	6.947	56.767	0.100	-0.057	-0.177	74.000	19.500	23.920	22.035	28.925	12.149	5.610	5.416	65.796	-0.117	0.116	0.203	74.000	16.445	23.010	16.315	28.340	11.001	5.332	5.329	58.626	-0.267	-0.065	0.198	74.000	13.065	17.160	6.565	27.170	6.488	11.935	11.896	77.174	-0.097	NaN	0.090	74.000	18.200	23.855	18.850	27.430	11.888	3.634	3.622	43.053	-0.785	NaN	0.791	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
75	74.000	75.000	12.415	13.910	6.240	19.240	4.915	8.157	7.631	37.505	-0.166	NaN	0.092	75.000	22.945	17.030	31.070	20.215	7.624	8.727	8.313	63.379	0.124	NaN	-0.121	75.000	14.040	19.565	10.595	25.740	7.930	7.071	7.018	55.656	0.071	NaN	-0.057	75.000	19.370	24.050	22.100	29.120	12.059	5.758	5.503	66.366	0.088	0.203	0.053	75.000	16.445	22.945	16.250	28.340	10.741	5.399	5.398	57.975	0.068	0.002	-0.065	75.000	13.130	17.160	6.565	27.235	6.294	12.025	11.976	75.374	0.080	0.054	-0.035	75.000	18.265	24.375	18.850	27.430	12.218	3.111	3.098	37.856	-0.523	NaN	0.523	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
76	75.000	76.000	12.415	13.910	6.240	19.240	4.913	8.157	7.504	36.867	-0.127	NaN	NaN	76.000	23.075	17.095	31.070	20.215	7.594	8.582	8.219	62.412	-0.094	NaN	0.145	76.000	14.105	19.500	10.660	25.610	7.690	7.014	6.969	53.590	-0.049	-0.145	-0.089	76.000	19.305	24.310	22.165	29.250	12.099	5.708	5.379	65.082	-0.124	0.145	0.192	76.000	16.445	23.205	16.250	28.210	10.810	5.009	5.008	54.131	-0.390	-0.130	0.260	76.000	11.960	18.395	6.565	27.170	7.882	10.301	10.172	80.178	-1.804	-0.055	1.665	76.000	18.395	24.700	18.850	27.495	12.354	2.832	2.827	34.928	-0.271	0.064	0.342	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
77	76.000	77.000	12.480	13.845	6.240	19.240	4.698	8.249	7.387	34.704	-0.117	NaN	-0.092	77.000	23.010	17.095	31.005	20.150	7.436	8.559	8.245	61.313	0.026	-0.084	-0.061	77.000	14.105	19.630	10.920	25.155	7.545	6.377	6.328	47.743	-0.641	-0.524	0.113	77.000	19.435	25.090	22.295	29.250	12.646	5.048	4.628	58.525	-0.751	0.074	0.716	77.000	16.445	23.075	16.250	28.210	10.416	5.139	5.138	53.518	0.130	NaN	-0.130	77.000	11.960	18.395	6.565	27.170	7.644	10.301	10.145	77.546	-0.027	NaN	NaN	77.000	18.590	25.285	18.785	27.495	12.706	2.219	2.217	28.172	-0.610	-0.006	0.600	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
78	77.000	78.000	12.415	13.845	6.240	19.240	4.552	8.200	7.008	31.903	-0.379	NaN	0.049	78.000	22.815	17.030	31.070	20.215	7.121	8.848	8.630	61.457	0.385	0.084	-0.205	78.000	14.040	19.695	11.050	24.960	7.221	6.055	6.019	43.458	-0.309	-0.234	0.089	78.000	19.500	25.805	22.490	29.250	13.003	4.562	3.973	51.663	-0.655	0.128	0.583	78.000	16.445	23.075	16.315	28.210	10.020	5.137	5.136	51.461	-0.002	-0.002	NaN	78.000	11.960	18.395	6.630	27.170	7.267	10.267	10.059	73.101	-0.086	-0.034	NaN	78.000	18.785	26.065	18.785	27.495	13.136	1.430	1.415	18.590	-0.802	NaN	0.780	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
79	78.000	79.000	12.415	13.845	6.240	19.240	4.386	8.200	6.771	29.698	-0.237	NaN	NaN	79.000	22.555	16.965	31.070	20.215	6.835	9.114	8.938	61.089	0.307	NaN	-0.266	79.000	13.715	20.215	11.180	24.830	7.537	5.265	5.246	39.542	-0.772	-0.177	0.612	79.000	19.630	26.065	22.620	29.315	13.057	4.416	3.826	49.956	-0.147	0.136	0.279	79.000	16.445	22.880	16.250	28.210	9.561	5.334	5.334	50.992	0.198	0.002	-0.195	79.000	11.960	18.395	6.565	27.105	6.989	10.245	10.032	70.110	-0.027	-0.021	NaN	79.000	18.850	26.520	18.785	27.430	13.358	0.912	0.889	11.872	-0.526	-0.065	0.449	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
80	79.000	80.000	12.350	13.910	6.240	19.240	4.285	8.108	6.914	29.626	0.143	NaN	0.092	80.000	22.230	16.835	31.070	20.215	6.725	9.464	9.263	62.293	0.325	NaN	-0.350	80.000	13.390	20.475	11.180	24.830	7.946	4.884	4.876	38.743	-0.371	NaN	0.379	80.000	19.435	25.805	22.685	29.315	12.930	4.784	4.142	53.556	0.316	0.044	-0.323	80.000	16.380	23.075	16.315	28.210	9.882	5.135	5.135	50.746	-0.198	-8.227E-4	0.196	80.000	11.960	18.395	6.630	27.105	6.953	10.211	10.052	69.890	0.020	-0.034	NaN	80.000	18.785	26.195	18.850	27.495	13.187	1.302	1.293	17.044	0.404	0.068	-0.328	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
81	80.000	81.000	12.415	13.845	6.240	19.240	4.105	8.200	7.088	29.093	0.174	NaN	-0.092	81.000	21.905	16.575	31.070	20.215	6.491	9.861	9.678	62.817	0.415	NaN	-0.398	81.000	13.195	20.540	11.180	24.765	8.151	4.681	4.678	38.131	-0.198	-0.059	0.143	81.000	19.435	25.740	22.620	29.250	13.023	4.740	4.147	54.012	0.006	-0.092	-0.048	81.000	16.510	22.945	16.315	28.145	9.880	5.204	5.199	51.363	0.063	-0.065	-0.135	81.000	11.960	18.395	6.565	27.105	6.966	10.245	10.138	70.621	0.086	0.034	NaN	81.000	18.785	26.000	18.850	27.495	13.145	1.496	1.483	19.490	0.190	NaN	-0.195	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
82	81.000	82.000	12.545	13.780	6.240	19.240	3.879	8.341	7.056	27.374	-0.031	NaN	-0.141	82.000	21.840	16.575	31.005	20.215	6.422	9.861	9.709	62.344	0.031	-0.060	-0.060	82.000	13.065	20.670	11.180	24.830	8.177	4.567	4.567	37.345	-0.111	0.059	0.172	82.000	19.565	25.805	22.685	29.380	13.006	4.745	4.230	55.018	0.083	0.141	0.134	82.000	16.445	22.945	16.250	28.210	9.750	5.269	5.264	51.321	0.065	0.067	0.002	82.000	11.960	18.330	6.630	27.105	6.775	10.267	10.128	68.618	-0.010	-0.034	-0.056	82.000	18.785	26.260	18.850	27.560	13.285	1.302	1.290	17.141	-0.192	0.065	0.260	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
83	82.000	83.000	12.545	13.780	6.240	19.240	4.018	8.341	7.105	28.548	0.049	NaN	NaN	83.000	21.970	16.575	31.005	20.215	6.456	9.741	9.584	61.871	-0.125	NaN	0.121	83.000	13.065	20.670	11.180	24.830	8.290	4.567	4.567	37.860	1.250E-4	NaN	NaN	83.000	19.500	25.740	22.945	29.640	12.960	5.204	4.590	59.480	0.359	0.367	-0.092	83.000	16.380	23.205	16.315	28.145	10.076	4.940	4.940	49.779	-0.323	-0.066	0.261	83.000	12.025	18.330	6.630	27.105	6.867	10.301	10.168	69.827	0.041	NaN	-0.034	83.000	18.785	26.130	18.850	27.495	13.198	1.367	1.356	17.893	0.065	-0.065	-0.130	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
84	83.000	84.000	12.480	13.845	6.240	19.240	4.157	8.249	7.075	29.410	-0.030	NaN	0.092	84.000	22.100	16.705	31.070	20.215	6.581	9.632	9.438	62.108	-0.146	0.061	0.168	84.000	13.000	20.995	11.180	24.830	8.639	4.245	4.244	36.669	-0.323	NaN	0.321	84.000	19.565	25.675	23.075	29.705	12.896	5.344	4.734	61.051	0.144	0.134	-0.006	84.000	16.380	23.205	16.315	28.145	10.077	4.940	4.940	49.783	-9.465E-5	NaN	NaN	84.000	12.025	18.265	6.630	27.105	6.861	10.356	10.194	69.941	0.026	NaN	-0.055	84.000	18.785	26.065	18.915	27.495	13.122	1.436	1.431	18.784	0.076	0.006	-0.065	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
85	84.000	85.000	12.415	13.910	6.305	19.175	4.296	8.066	6.964	29.921	-0.111	-0.092	0.092	85.000	22.165	16.770	31.005	20.215	6.616	9.488	9.277	61.381	-0.161	-0.061	0.084	85.000	13.000	20.930	11.180	24.830	8.608	4.304	4.304	37.045	0.059	NaN	-0.059	85.000	19.565	25.675	23.205	29.900	12.881	5.577	4.941	63.650	0.207	0.233	NaN	85.000	16.445	23.075	16.315	28.210	9.947	5.137	5.137	51.093	0.196	0.065	-0.132	85.000	12.025	18.330	6.630	27.105	6.953	10.301	10.144	70.528	-0.050	NaN	0.055	85.000	18.785	26.130	18.850	27.560	13.176	1.431	1.422	18.729	-0.010	0.062	0.065	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
86	85.000	86.000	12.220	14.040	6.240	19.240	4.449	7.925	6.917	30.775	-0.047	0.092	0.232	86.000	22.230	16.835	31.070	20.215	6.761	9.464	9.247	62.513	-0.031	0.061	0.084	86.000	13.065	20.995	11.180	24.830	8.613	4.273	4.270	36.779	-0.033	NaN	0.030	86.000	19.435	25.740	23.270	29.965	12.930	5.706	4.969	64.245	0.027	0.092	-0.039	86.000	16.510	22.815	16.315	27.950	9.685	5.139	5.136	49.745	-3.686E-4	-0.260	-0.262	86.000	12.025	18.330	6.630	27.105	6.910	10.301	10.156	70.177	0.012	NaN	NaN	86.000	18.850	26.130	18.915	27.625	13.198	1.496	1.484	19.583	0.062	0.068	0.003	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
87	86.000	87.000	12.220	14.105	6.305	19.175	4.653	7.791	6.846	31.857	-0.071	-0.092	0.042	87.000	22.360	16.835	31.005	20.215	6.706	9.282	9.073	60.848	-0.173	-0.061	0.121	87.000	13.065	20.865	11.180	24.830	8.577	4.390	4.390	37.653	0.120	NaN	-0.117	87.000	19.435	25.675	23.400	30.095	12.825	5.938	5.147	66.016	0.179	0.184	-0.048	87.000	16.510	22.815	16.315	27.950	9.688	5.139	5.138	49.783	0.002	NaN	NaN	87.000	11.960	18.460	6.630	27.105	7.179	10.156	9.989	71.715	-0.168	NaN	0.145	87.000	18.785	26.130	18.915	27.690	13.155	1.565	1.562	20.542	0.078	0.065	-0.005	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
88	87.000	88.000	12.350	13.910	6.240	19.240	4.513	8.108	7.059	31.857	0.213	0.092	-0.226	88.000	22.425	16.900	31.070	20.215	6.869	9.259	8.999	61.816	-0.075	0.061	0.084	88.000	13.130	20.800	11.180	24.830	8.608	4.477	4.477	38.532	0.086	NaN	-0.087	88.000	19.370	25.545	23.465	30.160	12.812	6.170	5.350	68.542	0.203	0.092	-0.140	88.000	16.575	22.750	16.315	27.885	9.752	5.142	5.139	50.117	7.886E-4	-0.065	-0.068	88.000	12.025	18.395	6.630	27.105	7.185	10.245	10.103	72.590	0.114	NaN	-0.089	88.000	18.785	25.935	18.915	27.690	13.091	1.760	1.754	22.963	0.193	NaN	-0.194	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
89	88.000	89.000	12.350	13.910	6.240	19.240	4.500	8.108	7.002	31.510	-0.057	NaN	NaN	89.000	22.555	16.965	31.005	20.215	6.977	9.053	8.823	61.558	-0.175	-0.061	0.145	89.000	13.260	20.540	11.180	24.830	8.258	4.768	4.767	39.369	0.291	NaN	-0.291	89.000	19.435	25.740	23.465	30.160	12.952	5.981	5.155	66.763	-0.195	NaN	0.188	89.000	16.575	22.750	16.315	27.950	9.687	5.206	5.204	50.413	0.065	0.065	NaN	89.000	11.960	18.395	6.630	27.105	7.179	10.211	10.037	72.062	-0.066	NaN	0.034	89.000	18.850	26.065	18.850	27.495	13.165	1.430	1.412	18.590	-0.342	-0.195	0.130	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
90	89.000	90.000	12.350	13.845	6.305	19.175	4.670	8.059	6.790	31.709	-0.212	-0.092	-0.043	90.000	22.815	16.965	31.005	20.215	6.995	8.811	8.631	60.375	-0.192	NaN	0.242	90.000	13.390	20.215	11.245	24.830	7.936	5.089	5.086	40.366	0.319	-0.027	-0.350	90.000	19.435	25.805	23.270	29.965	12.913	5.658	4.817	62.200	-0.338	-0.276	0.048	90.000	16.640	22.685	16.250	27.430	9.561	4.761	4.756	45.465	-0.449	-0.513	-0.070	90.000	12.025	18.395	6.630	27.170	7.220	10.301	10.091	72.852	0.054	0.055	-0.034	90.000	18.850	26.065	18.850	27.495	13.072	1.430	1.415	18.497	0.003	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
91	90.000	91.000	12.285	13.780	6.305	19.175	4.749	8.054	6.196	29.427	-0.593	NaN	0.005	91.000	22.945	17.030	31.005	20.215	6.845	8.666	8.568	58.647	-0.063	NaN	0.145	91.000	13.390	19.955	11.180	24.830	7.337	5.353	5.329	39.098	0.243	0.027	-0.237	91.000	19.695	26.585	23.075	29.640	13.270	4.556	3.672	48.723	-1.145	-0.363	0.716	91.000	16.575	22.620	16.250	27.365	9.046	4.756	4.755	43.019	-1.745E-4	-0.065	-0.060	91.000	12.285	18.005	6.630	27.105	6.485	10.714	10.340	67.055	0.250	-0.055	-0.468	91.000	18.980	26.975	18.915	27.495	13.531	0.524	0.505	6.836	-0.910	-0.008	0.887	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
92	91.000	92.000	12.090	13.780	6.240	19.240	4.882	8.002	6.132	29.938	-0.064	0.092	0.143	92.000	22.880	17.030	31.005	20.215	6.878	8.727	8.613	59.239	0.045	NaN	-0.061	92.000	13.455	19.890	11.180	24.830	7.273	5.439	5.425	39.453	0.095	NaN	-0.086	92.000	19.695	26.520	22.945	29.510	13.284	4.416	3.594	47.743	-0.077	-0.184	-0.044	92.000	16.640	22.685	16.250	27.430	9.171	4.761	4.756	43.615	4.998E-4	0.065	0.059	92.000	12.350	17.940	6.630	27.105	6.390	10.804	10.470	66.907	0.130	NaN	-0.090	92.000	18.980	26.845	18.850	27.495	13.476	0.663	0.623	8.399	0.118	0.013	-0.127	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
93	92.000	93.000	12.155	13.715	6.240	19.240	5.018	8.094	7.244	36.352	1.112	NaN	-0.092	93.000	22.815	17.030	31.005	20.215	7.532	8.788	8.367	63.024	-0.246	NaN	-0.061	93.000	13.650	19.760	11.180	24.830	8.177	5.640	5.636	46.086	0.211	NaN	-0.202	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	93.000	16.640	22.880	16.250	27.430	10.600	4.567	4.560	48.334	-0.196	NaN	0.194	93.000	12.285	18.005	6.630	27.105	7.391	10.714	10.624	78.517	0.154	NaN	0.090	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
94	93.000	94.000	12.350	13.585	6.240	19.240	4.687	8.325	6.414	30.065	-0.830	NaN	-0.231	94.000	22.880	16.965	30.875	20.085	6.890	8.582	8.437	58.128	0.069	-0.168	0.037	94.000	13.715	19.500	11.245	24.830	7.009	5.875	5.864	41.101	0.228	-0.027	-0.263	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	94.000	16.705	22.620	16.250	27.430	9.301	4.831	4.823	44.857	0.263	NaN	-0.265	94.000	12.155	18.135	6.630	27.105	6.848	10.535	10.233	70.080	-0.391	NaN	0.179	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
