 	dT	T (0)	Base X (0)	Base Y (0)	Tip X (0)	Tip Y (0)	||[body,base]|| (0)	||[base,tip]||  (0)	||[base,tip]|| : [body,base] (0)	[base,tip] ? [body,base] (0)	?||[base,tip]|| : [body,base] (0)	||[tip(t-1),tip(t)]|| : [base,tip] (0)	||[base(t-1),base(t)]|| : [base,tip] (0)	T (1)	Base X (1)	Base Y (1)	Tip X (1)	Tip Y (1)	||[body,base]|| (1)	||[base,tip]||  (1)	||[base,tip]|| : [body,base] (1)	[base,tip] ? [body,base] (1)	?||[base,tip]|| : [body,base] (1)	||[tip(t-1),tip(t)]|| : [base,tip] (1)	||[base(t-1),base(t)]|| : [base,tip] (1)	T (2)	Base X (2)	Base Y (2)	Tip X (2)	Tip Y (2)	||[body,base]|| (2)	||[base,tip]||  (2)	||[base,tip]|| : [body,base] (2)	[base,tip] ? [body,base] (2)	?||[base,tip]|| : [body,base] (2)	||[tip(t-1),tip(t)]|| : [base,tip] (2)	||[base(t-1),base(t)]|| : [base,tip] (2)	T (3)	Base X (3)	Base Y (3)	Tip X (3)	Tip Y (3)	||[body,base]|| (3)	||[base,tip]||  (3)	||[base,tip]|| : [body,base] (3)	[base,tip] ? [body,base] (3)	?||[base,tip]|| : [body,base] (3)	||[tip(t-1),tip(t)]|| : [base,tip] (3)	||[base(t-1),base(t)]|| : [base,tip] (3)	T (4)	Base X (4)	Base Y (4)	Tip X (4)	Tip Y (4)	||[body,base]|| (4)	||[base,tip]||  (4)	||[base,tip]|| : [body,base] (4)	[base,tip] ? [body,base] (4)	?||[base,tip]|| : [body,base] (4)	||[tip(t-1),tip(t)]|| : [base,tip] (4)	||[base(t-1),base(t)]|| : [base,tip] (4)	T (5)	Base X (5)	Base Y (5)	Tip X (5)	Tip Y (5)	||[body,base]|| (5)	||[base,tip]||  (5)	||[base,tip]|| : [body,base] (5)	[base,tip] ? [body,base] (5)	?||[base,tip]|| : [body,base] (5)	||[tip(t-1),tip(t)]|| : [base,tip] (5)	||[base(t-1),base(t)]|| : [base,tip] (5)	T (6)	Base X (6)	Base Y (6)	Tip X (6)	Tip Y (6)	||[body,base]|| (6)	||[base,tip]||  (6)	||[base,tip]|| : [body,base] (6)	[base,tip] ? [body,base] (6)	?||[base,tip]|| : [body,base] (6)	||[tip(t-1),tip(t)]|| : [base,tip] (6)	||[base(t-1),base(t)]|| : [base,tip] (6)	T (7)	Base X (7)	Base Y (7)	Tip X (7)	Tip Y (7)	||[body,base]|| (7)	||[base,tip]||  (7)	||[base,tip]|| : [body,base] (7)	[base,tip] ? [body,base] (7)	?||[base,tip]|| : [body,base] (7)	||[tip(t-1),tip(t)]|| : [base,tip] (7)	||[base(t-1),base(t)]|| : [base,tip] (7)	T (8)	Base X (8)	Base Y (8)	Tip X (8)	Tip Y (8)	||[body,base]|| (8)	||[base,tip]||  (8)	||[base,tip]|| : [body,base] (8)	[base,tip] ? [body,base] (8)	?||[base,tip]|| : [body,base] (8)	||[tip(t-1),tip(t)]|| : [base,tip] (8)	||[base(t-1),base(t)]|| : [base,tip] (8)	T (9)	Base X (9)	Base Y (9)	Tip X (9)	Tip Y (9)	||[body,base]|| (9)	||[base,tip]||  (9)	||[base,tip]|| : [body,base] (9)	[base,tip] ? [body,base] (9)	?||[base,tip]|| : [body,base] (9)	||[tip(t-1),tip(t)]|| : [base,tip] (9)	||[base(t-1),base(t)]|| : [base,tip] (9)	T (10)	Base X (10)	Base Y (10)	Tip X (10)	Tip Y (10)	||[body,base]|| (10)	||[base,tip]||  (10)	||[base,tip]|| : [body,base] (10)	[base,tip] ? [body,base] (10)	?||[base,tip]|| : [body,base] (10)	||[tip(t-1),tip(t)]|| : [base,tip] (10)	||[base(t-1),base(t)]|| : [base,tip] (10)
44	43.000	44.000	40.625	33.605	44.915	26.975	32.279	7.897	7.879	254.337	-0.287	-0.199	0.090	44.000	39.000	34.125	41.275	21.840	30.906	12.494	11.378	351.647	-0.062	0.012	0.076	44.000	41.990	37.115	47.840	31.265	30.450	8.273	8.267	251.726	0.044	0.184	0.138	44.000	40.560	41.080	44.850	40.170	26.619	4.385	3.730	99.279	-0.037	0.050	0.064	44.000	34.320	41.730	28.470	38.480	21.997	6.692	-0.835	-18.379	0.002	-0.088	-0.120	44.000	42.380	46.670	50.245	43.680	24.647	8.414	8.274	203.924	0.057	NaN	-0.061	44.000	42.380	48.035	50.050	51.870	23.967	8.575	4.909	117.658	0.018	NaN	0.174	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	93.000	35.555	39.455	34.450	38.740	24.181	1.316	-0.046	-1.124	0.090	0.090	0.109	101.000	40.495	42.770	42.250	43.420	24.930	1.872	0.902	22.477	0.013	0.084	0.084	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
45	44.000	45.000	40.560	33.670	44.850	27.105	32.240	7.842	7.828	252.376	-0.051	-0.144	-0.090	45.000	39.000	34.060	41.275	21.775	31.013	12.494	11.390	353.244	0.012	0.064	0.064	45.000	42.315	36.790	47.905	31.135	30.957	7.952	7.947	246.013	-0.320	0.138	0.460	45.000	40.495	41.080	44.980	40.105	26.617	4.590	3.907	103.998	0.178	0.141	-0.064	45.000	34.320	41.730	28.405	38.415	22.050	6.781	-0.810	-17.855	0.026	0.088	NaN	45.000	42.380	46.670	50.180	43.680	24.681	8.353	8.215	202.749	-0.059	-0.061	NaN	45.000	42.250	47.970	49.920	51.805	23.915	8.575	4.857	116.162	-0.052	-0.145	-0.145	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	94.000	35.555	39.390	34.320	38.675	24.378	1.427	-0.118	-2.865	-0.071	0.145	0.033	102.000	40.495	42.705	42.250	43.420	24.937	1.895	0.865	21.577	-0.036	NaN	-0.025	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
46	45.000	46.000	40.430	33.800	44.850	27.235	32.111	7.914	7.906	253.876	0.078	-0.108	-0.180	46.000	39.000	34.125	41.210	21.775	31.013	12.546	11.406	353.751	0.016	-0.011	-0.064	46.000	41.990	37.115	48.035	30.940	30.546	8.641	8.637	263.826	0.690	0.230	-0.460	46.000	40.625	41.015	44.980	40.105	26.801	4.449	3.768	100.990	-0.139	NaN	0.141	46.000	34.385	41.730	28.470	38.415	22.141	6.781	-0.814	-18.024	-0.004	-0.057	-0.057	46.000	42.445	46.670	50.180	43.680	24.771	8.293	8.158	202.078	-0.057	NaN	0.061	46.000	42.315	47.970	49.790	51.740	24.003	8.372	4.711	113.074	-0.147	-0.145	0.058	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	95.000	35.620	39.520	34.255	38.610	24.362	1.641	-0.038	-0.917	0.080	0.090	-0.126	103.000	40.235	42.640	42.250	43.420	24.606	2.161	1.011	24.885	0.146	NaN	-0.266	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
47	46.000	47.000	40.430	33.865	44.785	27.365	32.111	7.824	7.815	250.957	-0.091	-0.144	-0.054	47.000	39.000	34.190	41.210	21.710	31.013	12.674	11.513	357.063	0.107	0.064	-0.064	47.000	42.055	37.050	48.035	30.875	30.686	8.596	8.593	263.674	-0.044	0.047	0.092	47.000	40.755	41.015	45.045	40.105	26.939	4.385	3.725	100.352	-0.043	0.064	0.127	47.000	34.515	41.795	28.470	38.480	22.218	6.894	-0.923	-20.508	-0.109	-0.031	-0.145	47.000	42.380	46.735	50.180	43.680	24.715	8.377	8.245	203.784	0.087	NaN	-0.084	47.000	42.315	48.035	49.725	51.675	24.003	8.256	4.717	113.222	0.006	-0.087	0.029	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	96.000	35.555	39.455	34.125	38.610	24.378	1.661	-0.122	-2.974	-0.084	0.112	0.089	104.000	40.040	42.640	42.185	43.355	24.642	2.261	1.141	28.117	0.130	-0.082	-0.185	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
48	47.000	48.000	40.365	34.060	44.785	27.495	31.915	7.914	7.906	252.309	0.090	-0.108	-0.198	48.000	39.000	34.190	41.210	21.710	31.013	12.674	11.513	357.063	NaN	NaN	NaN	48.000	42.120	37.050	47.970	30.745	30.730	8.601	8.601	264.299	0.008	0.051	0.044	48.000	40.755	40.950	45.175	40.040	26.984	4.513	3.815	102.938	0.090	0.140	0.013	48.000	34.515	41.795	28.405	38.415	22.218	6.983	-0.909	-20.204	0.014	0.088	NaN	48.000	42.380	46.735	50.245	43.680	24.715	8.437	8.301	205.153	0.055	0.061	NaN	48.000	42.315	48.035	49.530	51.545	24.003	8.023	4.609	110.640	-0.108	-0.232	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	97.000	35.620	39.455	34.125	38.480	24.362	1.785	-0.059	-1.437	0.063	0.071	-0.054	105.000	40.235	42.575	41.990	43.355	24.881	1.921	0.814	20.242	-0.327	-0.178	0.152	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
49	48.000	49.000	40.300	34.060	44.720	27.690	31.981	7.753	7.750	247.855	-0.156	-0.197	-0.037	49.000	39.000	34.190	41.145	21.775	31.120	12.599	11.435	355.872	-0.078	-0.075	NaN	49.000	41.990	37.245	47.970	30.680	30.594	8.880	8.880	271.680	0.279	0.048	-0.232	49.000	40.690	40.885	45.240	39.975	27.073	4.640	3.891	105.346	0.076	0.076	-0.051	49.000	34.450	41.730	28.470	38.415	22.337	6.837	-0.833	-18.615	0.076	-0.057	0.088	49.000	42.380	46.735	50.180	43.680	24.783	8.377	8.239	204.182	-0.062	-0.061	NaN	49.000	42.315	47.970	49.400	51.415	24.099	7.878	4.481	107.995	-0.128	-0.174	-0.028	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	98.000	35.490	39.455	33.930	38.415	24.218	1.875	-0.045	-1.082	0.014	0.198	0.108	106.000	40.105	42.510	41.665	43.290	24.875	1.744	0.660	16.427	-0.153	-0.320	-0.145	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
50	49.000	50.000	40.300	34.255	44.590	27.820	31.772	7.734	7.723	245.388	-0.027	-0.180	-0.162	50.000	38.935	34.125	41.210	21.775	31.083	12.558	11.465	356.358	0.029	0.012	0.052	50.000	42.055	37.180	47.970	30.550	30.638	8.885	8.884	272.187	0.004	0.097	0.092	50.000	40.950	40.885	45.175	40.040	27.215	4.309	3.633	98.865	-0.258	-0.076	0.255	50.000	34.580	41.795	28.405	38.415	22.309	7.040	-0.952	-21.243	-0.119	0.057	-0.145	50.000	42.380	46.670	50.115	43.680	24.783	8.293	8.149	201.963	-0.090	-0.061	0.023	50.000	42.315	47.970	49.270	51.350	24.067	7.733	4.415	106.255	-0.066	-0.145	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	99.000	35.555	39.520	33.865	38.350	24.256	2.055	-0.017	-0.423	0.027	0.090	-0.090	107.000	39.910	42.380	41.535	43.225	24.674	1.832	0.648	15.996	-0.012	-0.145	-0.233	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
51	50.000	51.000	40.300	34.190	44.525	27.885	31.915	7.590	7.581	241.936	-0.143	-0.090	0.054	51.000	38.935	34.255	41.145	21.840	31.067	12.610	11.466	356.214	0.001	-0.075	-0.128	51.000	42.120	37.115	48.035	30.420	30.821	8.934	8.932	275.293	0.048	0.140	0.092	51.000	41.015	40.885	45.175	40.040	27.354	4.245	3.589	98.185	-0.043	NaN	0.064	51.000	34.450	41.665	28.405	38.415	22.427	6.863	-0.929	-20.825	0.024	NaN	0.176	51.000	42.315	46.800	50.180	43.680	24.749	8.461	8.331	206.197	0.182	0.060	-0.108	51.000	42.315	47.970	49.010	51.155	24.155	7.414	4.277	103.318	-0.138	-0.319	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	100.000	35.490	39.455	33.735	38.285	24.218	2.109	-0.050	-1.217	-0.033	0.144	0.090	108.000	39.910	42.380	41.405	43.160	24.718	1.686	0.592	14.623	-0.057	-0.145	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
52	51.000	52.000	40.235	34.320	44.460	28.015	31.786	7.590	7.581	240.977	7.511E-4	-0.144	-0.144	52.000	38.870	34.320	41.145	21.840	30.993	12.686	11.575	358.728	0.108	NaN	-0.076	52.000	41.990	37.180	48.100	30.290	30.690	9.209	9.208	282.593	0.276	0.140	-0.135	52.000	41.275	40.820	45.045	40.040	27.585	3.850	3.266	90.085	-0.324	-0.127	0.268	52.000	34.385	41.600	28.405	38.415	22.457	6.775	-0.889	-19.955	0.040	NaN	0.088	52.000	42.380	46.735	50.180	43.680	24.818	8.377	8.235	204.380	-0.096	NaN	0.084	52.000	42.315	47.970	48.880	51.090	24.131	7.269	4.174	100.720	-0.103	-0.145	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	101.000	35.490	39.455	33.605	38.220	24.021	2.254	-0.077	-1.855	-0.027	0.144	NaN	109.000	39.910	42.380	41.275	43.095	24.582	1.541	0.541	13.309	-0.050	-0.145	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
53	52.000	53.000	40.300	34.320	44.460	28.080	31.863	7.500	7.489	238.628	-0.092	-0.054	0.036	53.000	38.935	34.255	41.145	21.775	31.120	12.674	11.526	358.686	-0.049	0.064	0.075	53.000	41.925	37.180	48.165	30.290	30.690	9.296	9.296	285.280	0.088	0.044	-0.044	53.000	41.535	40.755	45.045	40.105	27.865	3.570	3.000	83.604	-0.265	-0.012	0.267	53.000	34.385	41.600	28.470	38.415	22.495	6.718	-0.866	-19.490	0.022	-0.057	NaN	53.000	42.315	46.865	50.310	43.615	24.749	8.630	8.510	210.625	0.275	0.145	-0.109	53.000	42.380	48.035	48.815	51.025	24.212	7.096	4.154	100.568	-0.020	-0.086	0.086	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	102.000	35.490	39.455	33.540	38.155	23.953	2.344	-0.074	-1.775	0.003	0.090	NaN	110.000	39.910	42.445	41.145	43.030	24.718	1.367	0.528	13.059	-0.013	-0.145	0.028	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
54	53.000	54.000	40.300	34.255	44.330	28.210	31.863	7.265	7.255	231.171	-0.234	-0.180	0.054	54.000	38.935	34.255	41.210	21.775	31.067	12.686	11.557	359.024	0.031	0.012	NaN	54.000	42.120	36.920	48.230	30.290	30.965	9.016	9.016	279.180	-0.280	0.044	0.323	54.000	41.535	40.755	44.915	40.170	27.821	3.430	2.864	79.688	-0.136	-0.139	NaN	54.000	34.515	41.665	28.405	38.415	22.466	6.921	-0.983	-22.080	-0.116	0.057	-0.145	54.000	42.315	46.865	50.310	43.615	24.715	8.630	8.514	210.413	0.003	NaN	NaN	54.000	42.315	47.970	48.750	50.960	24.155	7.096	4.146	100.149	-0.008	-0.086	-0.086	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	103.000	35.555	39.520	33.345	38.025	23.742	2.668	-0.083	-1.977	-0.009	0.234	-0.090	111.000	39.845	42.380	41.080	42.965	24.564	1.367	0.512	12.582	-0.016	-0.087	-0.087	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
55	54.000	55.000	40.365	33.995	44.265	28.275	32.058	6.923	6.917	221.762	-0.338	-0.090	0.251	55.000	38.935	34.255	41.210	21.645	31.013	12.814	11.657	361.525	0.101	0.128	NaN	55.000	42.185	36.855	48.230	30.355	31.009	8.876	8.876	275.242	-0.140	-0.048	0.092	55.000	41.730	40.690	44.720	40.235	27.963	3.024	2.499	69.886	-0.365	-0.203	0.203	55.000	34.515	41.665	28.405	38.415	22.413	6.921	-0.995	-22.291	-0.012	NaN	NaN	55.000	42.250	46.865	50.310	43.550	24.626	8.715	8.604	211.884	0.091	0.025	-0.060	55.000	42.315	47.970	48.555	50.830	24.123	6.864	4.053	97.767	-0.093	-0.231	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	104.000	35.555	39.455	33.215	37.960	23.976	2.777	-0.158	-3.798	-0.075	0.145	0.035	112.000	39.845	42.380	40.950	42.965	24.473	1.250	0.417	10.199	-0.095	-0.115	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
56	55.000	56.000	40.300	34.125	44.200	28.340	31.929	6.977	6.970	222.552	0.053	-0.090	-0.144	56.000	38.935	34.320	41.210	21.580	30.976	12.942	11.773	364.689	0.116	0.064	-0.064	56.000	42.185	36.920	48.295	30.290	30.965	9.016	9.016	279.180	0.140	0.092	-0.048	56.000	41.600	40.690	44.525	40.235	27.865	2.960	2.441	68.014	-0.058	-0.193	-0.128	56.000	34.450	41.600	28.470	38.415	22.442	6.775	-0.916	-20.550	0.079	-0.057	0.088	56.000	42.315	46.735	50.310	43.615	24.728	8.582	8.436	208.618	-0.168	-0.024	0.108	56.000	42.315	47.905	48.490	50.765	24.131	6.805	3.963	95.624	-0.090	-0.086	-0.027	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	105.000	35.620	39.455	33.085	37.895	24.052	2.977	-0.233	-5.602	-0.075	0.145	-0.055	113.000	39.780	42.380	40.820	42.900	24.070	1.163	0.424	10.208	0.007	-0.145	-0.058	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
57	56.000	57.000	40.300	34.190	44.135	28.470	31.915	6.887	6.878	219.527	-0.092	-0.144	-0.054	57.000	39.000	34.255	41.210	21.580	31.104	12.866	11.671	362.999	-0.103	NaN	0.075	57.000	42.120	36.985	48.295	30.225	30.917	9.156	9.156	283.071	0.140	0.048	-0.092	57.000	41.470	40.755	44.395	40.300	27.773	2.960	2.441	67.794	1.646E-4	-0.138	-0.138	57.000	34.255	41.340	28.470	38.480	22.578	6.453	-0.993	-22.409	-0.077	-0.029	0.290	57.000	42.315	46.800	50.310	43.615	24.749	8.606	8.476	209.780	0.040	NaN	-0.024	57.000	42.315	47.905	48.425	50.765	24.187	6.746	3.914	94.657	-0.049	-0.059	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	106.000	35.620	39.520	33.020	37.765	24.038	3.137	-0.125	-3.017	0.107	0.127	-0.036	114.000	39.845	42.380	40.755	42.900	24.022	1.048	0.326	7.825	-0.098	-0.056	0.056	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
58	57.000	58.000	40.300	34.060	44.135	28.535	31.824	6.726	6.722	213.924	-0.156	-0.053	0.107	58.000	39.000	34.385	41.210	21.580	30.800	12.994	11.754	362.015	0.083	NaN	-0.128	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	58.000	41.730	40.690	44.330	40.300	27.827	2.629	2.172	60.443	-0.269	-0.064	0.267	58.000	33.800	40.820	28.535	38.480	22.553	5.762	-0.964	-21.750	0.028	-0.059	0.627	58.000	42.315	46.800	50.310	43.615	24.592	8.606	8.484	208.639	0.008	NaN	NaN	58.000	42.315	47.905	48.360	50.765	24.035	6.687	3.888	93.453	-0.025	-0.059	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	107.000	35.620	39.455	32.890	37.635	23.961	3.281	-0.136	-3.253	-0.010	0.180	0.036	115.000	39.845	42.380	40.690	42.835	24.324	0.960	0.302	7.339	-0.024	-0.088	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
59	58.000	59.000	40.235	34.125	44.070	28.665	31.824	6.672	6.670	212.264	-0.052	-0.144	-0.091	59.000	38.935	34.385	41.210	21.645	30.853	12.942	11.744	362.353	-0.009	-0.064	-0.011	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	59.000	41.340	40.755	44.395	40.235	27.590	3.099	2.581	71.195	0.408	0.075	-0.395	59.000	33.865	40.820	28.470	38.480	22.679	5.881	-1.055	-23.922	-0.090	0.060	-0.060	59.000	42.315	46.800	50.310	43.615	24.681	8.606	8.483	209.366	-0.001	NaN	NaN	59.000	42.315	47.905	48.230	50.635	24.123	6.515	3.832	92.451	-0.056	-0.173	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	108.000	35.685	39.520	32.760	37.505	24.000	3.552	-0.101	-2.417	0.035	0.181	-0.090	116.000	39.650	42.250	40.625	42.835	23.912	1.137	0.310	7.402	0.008	-0.056	-0.234	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
60	59.000	60.000	40.365	33.995	44.005	28.730	31.902	6.401	6.396	204.055	-0.274	-0.090	0.181	60.000	39.000	34.320	41.210	21.775	30.837	12.738	11.532	355.601	-0.213	-0.128	0.075	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	60.000	41.730	40.755	44.395	40.235	27.787	2.715	2.315	64.334	-0.265	NaN	0.383	60.000	33.800	40.885	28.470	38.480	22.481	5.847	-0.979	-22.000	0.076	NaN	0.033	60.000	42.315	46.800	50.375	43.615	24.614	8.666	8.545	210.321	0.062	0.060	NaN	60.000	42.315	47.905	48.230	50.635	24.060	6.515	3.857	92.806	0.025	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	109.000	35.620	39.455	32.630	37.440	23.871	3.606	-0.129	-3.080	-0.028	0.144	0.090	117.000	39.715	42.380	40.495	42.770	23.823	0.872	0.304	7.250	-0.005	-0.145	0.116	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
61	60.000	61.000	40.625	33.735	43.940	28.860	32.162	5.895	5.888	189.377	-0.508	-0.144	0.361	61.000	39.065	33.995	41.210	21.775	31.034	12.407	11.238	348.774	-0.293	NaN	0.331	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	61.000	41.535	40.755	44.395	40.235	27.555	2.907	2.457	67.701	0.142	NaN	-0.192	61.000	34.060	41.080	28.470	38.480	22.360	6.165	-1.070	-23.922	-0.091	NaN	-0.318	61.000	42.315	46.800	50.375	43.615	24.547	8.666	8.551	209.906	0.006	NaN	NaN	61.000	42.380	47.970	48.165	50.635	24.024	6.369	3.818	91.721	-0.039	-0.059	0.086	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	110.000	35.685	39.520	32.500	37.310	24.052	3.877	-0.091	-2.180	0.038	0.181	-0.090	118.000	39.715	42.315	40.365	42.705	23.544	0.758	0.207	4.867	-0.098	-0.145	-0.033	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
62	61.000	62.000	40.625	33.605	43.875	28.860	32.214	5.751	5.746	185.089	-0.143	-0.037	0.107	62.000	39.065	33.930	41.145	21.905	31.034	12.204	11.041	342.660	-0.197	-0.139	0.064	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	62.000	41.470	40.755	44.395	40.235	27.463	2.971	2.505	68.796	0.048	NaN	-0.064	62.000	34.060	41.015	28.470	38.480	22.360	6.138	-1.123	-25.113	-0.053	NaN	0.027	62.000	42.250	46.865	50.440	43.550	24.424	8.835	8.734	213.320	0.183	0.085	-0.085	62.000	42.315	47.970	48.165	50.570	23.936	6.402	3.912	93.626	0.094	-0.026	-0.059	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	111.000	35.620	39.455	32.370	37.180	23.968	3.967	-0.020	-0.486	0.070	0.181	0.091	119.000	39.715	42.380	40.235	42.640	23.319	0.581	0.204	4.766	-0.002	-0.145	0.029	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
63	62.000	63.000	40.690	33.540	43.875	28.925	32.253	5.607	5.602	180.691	-0.143	-0.053	0.090	63.000	39.130	33.995	41.080	22.100	30.965	12.054	10.839	335.621	-0.203	-0.203	-0.054	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	63.000	41.145	40.885	44.395	40.235	27.092	3.314	2.827	76.599	0.322	NaN	-0.344	63.000	33.995	41.015	28.535	38.480	22.269	6.020	-1.044	-23.259	0.079	-0.059	0.059	63.000	42.250	46.800	50.505	43.485	24.424	8.896	8.790	214.685	0.056	0.085	0.024	63.000	42.315	47.970	48.100	50.570	23.905	6.342	3.866	92.426	-0.045	-0.059	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	112.000	35.685	39.585	32.240	37.115	23.809	4.239	0.006	0.148	0.026	0.144	-0.129	120.000	39.650	42.315	40.235	42.640	23.725	0.669	0.201	4.774	-0.003	NaN	-0.088	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
64	63.000	64.000	40.755	33.410	43.875	28.925	32.253	5.463	5.459	176.081	-0.143	NaN	0.144	64.000	39.065	33.930	41.080	22.165	30.837	11.936	10.781	332.469	-0.057	-0.064	0.053	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	64.000	40.820	41.080	44.330	40.235	26.585	3.610	3.149	83.714	0.322	-0.063	-0.362	64.000	33.605	40.885	29.185	38.870	22.012	4.858	-0.795	-17.496	0.250	-0.753	0.409	64.000	42.185	46.930	50.505	43.485	24.180	9.005	8.920	215.695	0.130	NaN	-0.110	64.000	42.380	47.970	48.100	50.570	23.844	6.283	3.833	91.395	-0.033	NaN	0.059	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	113.000	35.750	39.585	32.175	37.050	23.441	4.383	-0.066	-1.546	-0.072	0.091	-0.053	121.000	39.585	42.315	40.170	42.640	23.678	0.669	0.200	4.736	-0.001	-0.057	-0.057	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
