dT	T (0)	dT (0)	Base Mean (0)	Base Local Background (0)	Body Mean (0)	Proj Mean (0)	Tip Mean (0)	Tip Th Mean (0)	Tip Local Background (0)	Length (0)	dL (0)	DCTM (0)	DCBM (0)	T (1)	dT (1)	Base Mean (1)	Base Local Background (1)	Body Mean (1)	Proj Mean (1)	Tip Mean (1)	Tip Th Mean (1)	Tip Local Background (1)	Length (1)	dL (1)	DCTM (1)	DCBM (1)	T (2)	dT (2)	Base Mean (2)	Base Local Background (2)	Body Mean (2)	Proj Mean (2)	Tip Mean (2)	Tip Th Mean (2)	Tip Local Background (2)	Length (2)	dL (2)	DCTM (2)	DCBM (2)	T (3)	dT (3)	Base Mean (3)	Base Local Background (3)	Body Mean (3)	Proj Mean (3)	Tip Mean (3)	Tip Th Mean (3)	Tip Local Background (3)	Length (3)	dL (3)	DCTM (3)	DCBM (3)	T (4)	dT (4)	Base Mean (4)	Base Local Background (4)	Body Mean (4)	Proj Mean (4)	Tip Mean (4)	Tip Th Mean (4)	Tip Local Background (4)	Length (4)	dL (4)	DCTM (4)	DCBM (4)	T (5)	dT (5)	Base Mean (5)	Base Local Background (5)	Body Mean (5)	Proj Mean (5)	Tip Mean (5)	Tip Th Mean (5)	Tip Local Background (5)	Length (5)	dL (5)	DCTM (5)	DCBM (5)	T (6)	dT (6)	Base Mean (6)	Base Local Background (6)	Body Mean (6)	Proj Mean (6)	Tip Mean (6)	Tip Th Mean (6)	Tip Local Background (6)	Length (6)	dL (6)	DCTM (6)	DCBM (6)	T (7)	dT (7)	Base Mean (7)	Base Local Background (7)	Body Mean (7)	Proj Mean (7)	Tip Mean (7)	Tip Th Mean (7)	Tip Local Background (7)	Length (7)	dL (7)	DCTM (7)	DCBM (7)
0.000	1.000	0.000	558.032	405.370	1281.583	245.576	180.133	212.077	140.895	10.093	0.000	NaN	NaN	1.000	0.000	461.259	159.602	1281.583	279.023	183.821	211.133	113.514	8.472	0.000	NaN	NaN	1.000	0.000	535.037	596.522	1281.583	374.593	222.774	266.211	176.878	4.481	0.000	NaN	NaN	1.000	0.000	591.154	227.558	1281.583	373.264	229.969	266.000	244.376	2.341	0.000	NaN	NaN	1.000	0.000	678.258	779.120	1281.583	329.099	201.200	222.500	181.297	4.833	0.000	NaN	NaN	1.000	0.000	467.393	299.280	1281.583	240.291	177.400	198.750	152.912	9.800	0.000	NaN	NaN	1.000	0.000	587.069	452.700	1281.583	279.537	177.714	206.727	138.091	6.949	0.000	NaN	NaN	76.000	0.000	468.136	207.367	1069.722	295.111	295.111	334.750	191.684	0.305	0.305	NaN	NaN
1.000	2.000	1.000	625.172	399.407	1254.801	256.969	166.000	192.333	137.826	10.138	0.046	0.092	0.049	2.000	1.000	452.621	278.438	1254.801	282.263	186.448	205.950	132.367	8.786	0.314	0.145	-0.145	2.000	1.000	535.034	317.330	1254.801	354.234	216.200	256.111	152.706	4.507	0.027	0.145	0.145	2.000	1.000	607.033	332.147	1254.801	338.041	228.533	258.733	186.722	2.008	-0.333	0.000	0.350	2.000	1.000	629.536	427.750	1254.801	320.307	194.903	224.133	156.580	4.833	0.000	0.067	-0.061	2.000	1.000	469.926	313.314	1254.801	237.774	180.100	228.667	132.237	9.957	0.157	0.127	-0.054	2.000	1.000	600.778	473.595	1254.801	278.408	167.387	190.375	141.765	6.987	0.038	-0.074	-0.064	77.000	1.000	398.231	227.202	1054.741	284.000	284.000	360.714	206.368	0.440	0.135	0.058	0.087
2.000	3.000	2.000	559.194	400.978	1258.761	252.970	170.821	183.696	136.280	10.093	-0.046	0.092	0.092	3.000	2.000	458.172	249.883	1258.761	283.644	196.433	228.688	131.871	8.943	0.157	0.145	0.000	3.000	2.000	578.034	312.618	1258.761	358.896	235.469	291.471	146.762	4.645	0.138	0.291	0.145	3.000	2.000	647.290	351.086	1258.761	345.000	216.567	256.000	176.858	2.192	0.184	0.061	-0.061	3.000	2.000	746.276	434.181	1258.761	333.113	195.516	224.750	150.727	5.120	0.287	0.130	-0.133	3.000	2.000	495.269	314.171	1258.761	241.648	172.286	202.417	134.662	10.029	0.073	0.107	-0.037	3.000	2.000	587.600	407.375	1258.761	270.927	171.357	193.750	137.986	7.014	0.027	0.075	-0.010	78.000	2.000	386.957	217.819	1055.820	261.667	261.667	323.800	201.102	0.362	-0.078	0.065	0.065
3.000	4.000	3.000	552.968	391.958	1247.617	254.748	179.143	213.727	138.287	9.955	-0.138	-0.049	0.092	4.000	3.000	477.897	268.022	1247.617	280.436	191.000	216.750	136.377	9.192	0.249	0.059	-0.145	4.000	3.000	509.710	296.598	1247.617	335.656	229.765	301.333	154.662	4.488	-0.157	0.203	0.407	4.000	3.000	691.824	441.856	1247.617	376.985	241.375	290.333	176.650	2.544	0.352	0.000	-0.328	4.000	3.000	647.429	419.588	1247.617	317.656	198.032	224.688	149.947	5.158	0.038	0.130	0.132	4.000	3.000	531.207	312.506	1247.617	248.953	171.464	204.500	136.538	9.957	-0.073	-0.000	0.144	4.000	3.000	628.862	420.277	1247.617	277.891	171.464	200.800	139.476	7.144	0.130	0.000	-0.075	79.000	3.000	356.655	229.576	1044.698	256.000	258.000	338.267	197.480	0.657	0.294	0.138	-0.046
4.000	5.000	4.000	553.138	385.268	1241.947	253.541	174.312	209.118	136.162	9.917	-0.038	0.049	0.098	5.000	4.000	469.034	274.570	1241.947	286.944	198.567	234.125	134.390	9.394	0.203	0.114	-0.086	5.000	4.000	519.594	301.569	1241.947	345.473	243.062	324.400	149.461	4.902	0.414	0.264	-0.145	5.000	4.000	714.242	436.930	1241.947	415.881	223.548	267.182	180.223	2.758	0.214	0.062	-0.124	5.000	4.000	549.094	384.750	1241.947	302.845	205.367	243.909	152.049	4.955	-0.203	-0.000	0.192	5.000	4.000	564.000	318.065	1241.947	249.013	170.714	201.889	131.671	9.957	0.000	0.108	0.144	5.000	4.000	623.962	505.544	1241.947	271.350	171.600	190.000	139.878	7.293	0.149	0.000	-0.128	80.000	4.000	336.852	253.623	1034.650	248.781	252.345	308.250	209.160	0.644	-0.012	-0.058	-0.087
5.000	6.000	5.000	571.069	383.221	1243.959	255.492	183.871	229.786	139.856	9.752	-0.165	-0.092	0.043	6.000	5.000	466.516	308.072	1243.959	277.293	200.821	224.500	134.607	9.930	0.536	0.118	-0.350	6.000	5.000	536.656	323.687	1243.959	366.399	255.367	320.812	147.862	5.300	0.398	0.291	-0.058	6.000	5.000	733.886	450.500	1243.959	394.458	216.714	246.800	179.319	2.999	0.241	0.000	-0.288	6.000	5.000	505.793	339.089	1243.959	301.407	192.714	227.000	150.261	4.733	-0.222	0.130	0.256	6.000	5.000	606.943	345.540	1243.959	251.955	173.143	204.818	129.938	10.140	0.184	0.181	-0.000	6.000	5.000	664.852	443.744	1243.959	270.138	169.806	195.545	141.349	7.274	-0.019	-0.075	-0.075	81.000	5.000	332.037	233.207	1020.082	236.045	235.905	309.417	209.519	0.594	-0.050	-0.123	-0.041
6.000	7.000	6.000	548.963	391.042	1240.357	247.656	179.857	221.273	141.383	9.687	-0.065	-0.000	0.049	7.000	6.000	450.806	294.365	1240.357	272.700	199.964	228.429	139.611	10.217	0.287	0.059	-0.205	7.000	6.000	553.000	343.165	1240.357	367.005	243.226	303.800	153.338	5.641	0.341	0.233	-0.145	7.000	6.000	679.529	421.380	1240.357	366.575	217.188	259.167	172.881	3.117	0.119	0.000	0.000	7.000	6.000	581.931	371.366	1240.357	296.456	194.700	219.412	143.869	5.066	0.333	0.199	-0.130	7.000	6.000	616.824	377.000	1240.357	250.387	176.000	208.267	133.041	10.308	0.168	0.090	0.036	7.000	6.000	629.621	413.169	1240.357	272.187	164.893	184.833	136.579	7.263	-0.011	0.075	0.128	82.000	6.000	362.345	216.519	1012.317	265.375	267.000	340.214	178.066	0.725	0.131	0.208	0.052
7.000	8.000	7.000	519.074	381.576	1231.463	246.034	176.129	218.923	142.691	9.557	-0.130	-0.092	-0.000	8.000	7.000	455.926	267.301	1231.463	266.632	183.613	210.947	133.544	10.439	0.222	0.145	-0.119	8.000	7.000	547.233	349.021	1231.463	350.692	219.214	261.824	149.978	5.909	0.268	0.176	-0.057	8.000	7.000	602.444	346.143	1231.463	327.632	214.000	236.824	176.308	2.612	-0.506	-0.062	0.305	8.000	7.000	567.567	343.872	1231.463	278.667	192.500	225.083	146.826	5.085	0.019	0.061	0.195	8.000	7.000	538.194	366.247	1231.463	254.927	175.107	200.375	137.218	10.171	-0.138	0.019	0.070	8.000	7.000	657.000	420.078	1231.463	277.495	177.370	199.333	137.815	7.328	0.065	0.000	-0.076	83.000	7.000	391.452	236.962	1009.100	264.471	223.226	259.250	174.399	0.925	0.200	0.200	-0.110
8.000	9.000	8.000	532.963	391.806	1230.680	261.086	174.467	207.176	146.872	9.557	0.000	-0.135	-0.135	9.000	8.000	459.586	268.105	1230.680	275.275	212.276	235.048	130.403	10.791	0.352	0.172	-0.119	9.000	8.000	561.900	349.522	1230.680	337.811	195.800	236.929	145.262	6.222	0.314	0.233	-0.057	9.000	8.000	556.034	359.116	1230.680	318.313	218.100	240.294	171.007	2.685	0.073	0.000	-0.021	9.000	8.000	559.500	359.796	1230.680	289.378	189.719	239.000	148.613	4.966	-0.119	0.065	0.003	9.000	8.000	566.900	373.215	1230.680	257.977	173.643	195.765	137.090	10.217	0.046	-0.000	-0.036	9.000	8.000	638.077	438.200	1230.680	270.826	179.333	213.900	142.408	7.328	0.000	-0.064	-0.013	84.000	8.000	454.032	275.032	995.390	296.124	235.200	290.727	185.630	1.017	0.092	-0.023	-0.154
9.000	10.000	9.000	521.774	327.816	1236.144	256.418	172.414	203.333	142.222	9.270	-0.287	-0.000	0.237	10.000	9.000	429.312	227.980	1236.144	268.071	193.452	212.773	136.553	10.577	-0.214	0.119	0.350	10.000	9.000	511.194	323.660	1236.144	324.142	192.393	224.154	139.106	6.268	0.046	0.291	0.291	10.000	9.000	600.966	387.844	1236.144	329.769	221.464	258.733	172.433	2.888	0.203	0.000	-0.206	10.000	9.000	560.345	346.456	1236.144	292.928	198.419	235.273	146.907	5.012	0.046	0.065	0.132	10.000	9.000	486.267	294.516	1236.144	251.455	172.621	196.133	130.236	10.071	-0.146	0.145	0.359	10.000	9.000	640.846	422.797	1236.144	266.796	166.786	188.786	138.414	7.382	0.054	0.064	-0.013	85.000	9.000	467.387	247.989	994.713	311.884	246.323	312.133	164.528	1.220	0.203	0.132	0.041
10.000	11.000	10.000	527.057	328.615	1229.382	252.136	163.833	196.077	142.669	9.178	-0.092	-0.092	0.092	11.000	10.000	413.724	239.464	1229.382	272.971	197.233	225.765	136.870	10.439	-0.138	0.027	0.118	11.000	10.000	526.182	317.656	1229.382	333.917	194.033	229.933	142.918	6.490	0.222	0.145	-0.058	11.000	10.000	622.667	396.376	1229.382	333.869	208.625	241.000	168.300	3.156	0.268	0.062	-0.206	11.000	10.000	582.500	346.929	1229.382	284.257	190.355	217.118	144.613	5.104	0.092	0.130	0.062	11.000	10.000	488.036	280.253	1229.382	248.272	164.036	185.733	135.655	9.730	-0.341	0.055	0.269	11.000	10.000	658.586	425.851	1229.382	271.869	181.036	200.250	137.273	7.436	0.054	0.000	-0.014	86.000	10.000	503.029	261.043	988.920	327.614	229.968	290.143	161.377	1.699	0.479	0.196	-0.275
11.000	12.000	11.000	528.267	345.320	1224.405	254.568	174.346	185.619	139.289	8.994	-0.184	0.043	0.086	12.000	11.000	421.290	243.551	1224.405	271.524	188.000	222.857	134.396	10.623	0.184	0.145	0.000	12.000	11.000	465.879	300.366	1224.405	315.685	194.517	227.867	149.259	6.242	-0.249	-0.000	0.233	12.000	11.000	554.179	403.570	1224.405	334.900	209.071	235.684	164.708	3.385	0.230	0.083	-0.144	12.000	11.000	527.778	302.714	1224.405	278.895	189.067	219.000	145.413	4.798	-0.306	0.130	0.327	12.000	11.000	487.259	282.682	1224.405	256.388	174.679	202.909	134.055	9.565	-0.165	-0.000	0.212	12.000	11.000	507.581	351.107	1224.405	252.236	173.600	195.733	139.238	7.168	-0.268	0.000	0.317	87.000	11.000	516.656	259.568	982.133	320.368	227.097	276.733	153.860	1.909	0.211	0.283	0.050
12.000	13.000	12.000	538.379	385.122	1236.253	257.851	166.250	209.714	139.342	9.216	0.222	0.049	-0.141	13.000	12.000	432.931	224.833	1236.253	275.533	188.793	205.700	136.863	10.439	-0.184	0.000	0.145	13.000	12.000	451.000	311.469	1236.253	307.814	196.276	230.357	148.099	6.234	-0.008	0.029	-0.087	13.000	12.000	557.517	395.815	1236.253	337.950	215.719	243.900	163.100	3.466	0.081	0.060	0.043	13.000	12.000	574.741	347.436	1236.253	284.964	178.300	197.158	143.893	4.993	0.195	0.130	-0.065	13.000	12.000	457.152	318.667	1236.253	263.066	169.724	195.923	139.146	9.703	0.138	-0.055	-0.089	13.000	12.000	513.760	321.421	1236.253	259.846	171.464	185.158	139.500	6.892	-0.276	0.000	0.154	88.000	12.000	462.966	250.562	980.521	289.464	206.483	242.588	146.847	2.066	0.157	0.325	0.091
13.000	14.000	13.000	565.704	398.518	1235.242	257.013	169.321	193.000	141.680	9.292	0.076	-0.049	-0.098	14.000	13.000	421.519	241.714	1235.242	271.992	183.296	205.438	137.029	10.374	-0.065	0.000	0.000	14.000	13.000	466.286	331.052	1235.242	313.085	188.964	211.588	153.007	6.280	0.046	-0.087	-0.145	14.000	13.000	554.214	381.046	1235.242	352.265	220.429	255.000	180.580	3.290	-0.176	-0.117	-0.028	14.000	13.000	599.519	393.705	1235.242	289.918	193.935	218.133	146.573	5.096	0.103	-0.000	-0.130	14.000	13.000	527.879	316.390	1235.242	270.191	183.138	215.938	132.889	9.860	0.157	0.089	-0.055	14.000	13.000	542.815	347.790	1235.242	260.090	173.464	202.273	138.772	6.930	0.038	0.000	-0.051	89.000	13.000	512.706	260.645	971.793	308.776	209.759	255.909	144.979	2.683	0.617	0.275	-0.275
14.000	15.000	14.000	523.107	349.652	1245.053	257.019	165.286	187.125	138.836	9.200	-0.092	-0.000	0.141	15.000	14.000	446.448	280.774	1245.053	286.264	194.207	236.000	134.853	10.688	0.314	0.000	-0.231	15.000	14.000	431.903	313.531	1245.053	314.864	183.893	220.667	145.601	6.287	0.008	-0.000	0.116	15.000	14.000	591.448	399.671	1245.053	372.575	220.500	260.294	175.302	3.298	0.008	-0.115	-0.030	15.000	14.000	552.562	364.182	1245.053	283.922	183.214	197.333	147.549	5.288	0.192	0.064	-0.000	15.000	14.000	522.567	347.192	1245.053	265.284	173.633	201.462	138.858	9.933	0.073	-0.000	-0.124	15.000	14.000	526.690	359.319	1245.053	256.080	174.893	195.533	138.404	6.938	0.008	0.000	0.012	90.000	14.000	507.121	250.127	967.571	305.496	211.300	258.000	147.904	2.748	0.065	0.142	0.091
15.000	16.000	15.000	515.600	357.427	1235.452	264.621	162.185	192.909	135.500	9.265	0.065	0.049	0.049	16.000	15.000	452.034	326.772	1235.452	278.362	191.103	213.211	142.699	10.975	0.287	-0.086	-0.350	16.000	15.000	497.000	403.225	1235.452	328.780	198.812	235.933	150.174	6.712	0.425	-0.058	-0.552	16.000	15.000	583.774	360.697	1235.452	365.128	210.400	233.350	165.497	3.317	0.019	0.145	0.145	16.000	15.000	465.138	326.574	1235.452	289.280	177.300	201.000	141.066	5.223	-0.065	0.130	0.195	16.000	15.000	623.700	418.469	1235.452	282.384	188.400	230.769	132.869	10.496	0.563	0.055	-0.469	16.000	15.000	512.821	368.854	1235.452	266.046	172.536	201.091	137.517	6.968	0.030	0.000	-0.053	91.000	15.000	483.250	255.040	963.745	289.082	200.185	240.091	146.120	2.913	0.165	0.142	0.000
16.000	17.000	16.000	541.828	369.824	1234.621	275.212	168.345	192.875	138.789	9.295	0.030	-0.049	-0.049	17.000	16.000	415.548	235.011	1234.621	269.925	180.172	205.667	137.179	10.707	-0.268	0.059	0.350	17.000	16.000	469.103	359.568	1234.621	322.723	197.900	241.111	146.069	6.823	0.111	0.058	0.028	17.000	16.000	514.517	293.308	1234.621	303.421	220.129	247.389	172.527	2.422	-0.896	-0.087	0.610	17.000	16.000	383.613	282.398	1234.621	273.689	193.375	223.688	141.642	4.982	-0.241	0.130	0.390	17.000	16.000	602.500	400.086	1234.621	271.752	184.379	223.714	134.867	10.744	0.249	0.090	-0.145	17.000	16.000	619.185	471.371	1234.621	273.322	166.536	194.182	139.586	7.190	0.222	0.000	-0.256	92.000	16.000	494.943	241.856	963.273	290.172	189.828	220.118	142.757	3.173	0.260	0.183	0.000
17.000	18.000	17.000	591.690	368.609	1242.319	282.121	160.321	178.125	137.020	9.276	-0.019	-0.000	-0.000	18.000	17.000	395.000	264.343	1242.319	269.834	183.250	219.750	135.910	10.891	0.184	0.000	-0.205	18.000	17.000	463.067	310.389	1242.319	313.636	185.931	216.750	144.303	6.858	0.035	0.176	0.114	18.000	17.000	546.656	299.589	1242.319	324.245	216.656	244.913	169.253	2.395	-0.027	0.000	0.086	18.000	17.000	524.296	329.529	1242.319	289.017	198.882	224.611	142.425	5.567	0.585	0.130	-0.456	18.000	17.000	592.367	396.122	1242.319	269.246	181.207	205.286	135.083	10.974	0.230	0.090	-0.145	18.000	17.000	637.923	521.615	1242.319	282.690	169.786	188.353	138.264	7.374	0.184	0.000	-0.203	93.000	17.000	511.206	252.691	976.296	292.169	185.250	215.357	142.189	3.318	0.146	0.183	0.000
18.000	19.000	18.000	524.222	334.857	1246.413	286.231	172.778	187.476	134.993	8.924	-0.352	-0.000	0.281	19.000	18.000	409.345	248.141	1246.413	269.442	174.926	203.091	132.141	10.975	0.084	0.145	0.026	19.000	18.000	468.233	332.533	1246.413	324.895	200.467	226.944	138.264	7.145	0.287	0.115	-0.145	19.000	18.000	546.448	319.778	1246.413	328.228	210.848	238.789	178.282	2.311	-0.084	-0.059	0.000	19.000	18.000	496.828	312.043	1246.413	284.044	195.806	229.357	140.707	5.732	0.165	0.260	0.195	19.000	18.000	550.567	344.066	1246.413	267.729	187.345	232.500	137.923	10.817	-0.157	-0.000	0.145	19.000	18.000	681.758	507.089	1246.413	287.875	175.167	202.200	140.574	7.588	0.214	-0.064	-0.216	94.000	18.000	492.943	274.495	962.959	290.088	190.429	235.000	141.014	3.594	0.276	0.092	-0.183
19.000	20.000	19.000	524.241	351.140	1243.650	289.259	172.241	197.364	138.531	8.951	0.027	-0.000	-0.049	20.000	19.000	366.552	234.112	1243.650	266.508	172.481	212.833	130.497	10.772	-0.203	0.119	0.290	20.000	19.000	464.933	351.108	1243.650	305.876	195.133	232.286	136.517	7.543	0.398	0.291	-0.058	20.000	19.000	539.759	320.187	1243.650	314.177	205.964	235.647	169.021	2.330	0.019	0.087	0.000	20.000	19.000	430.207	298.333	1243.650	265.853	191.355	209.400	149.187	5.391	-0.341	0.000	0.194	20.000	19.000	537.179	349.953	1243.650	257.800	174.069	201.714	141.507	10.790	-0.027	-0.000	-0.035	20.000	19.000	658.933	515.127	1243.650	284.925	172.143	198.000	136.014	7.653	0.065	0.064	-0.064	95.000	19.000	507.757	406.453	970.199	296.879	182.679	216.000	152.236	4.590	0.995	-0.131	-1.117
20.000	21.000	20.000	520.310	332.522	1250.120	289.441	163.643	189.600	138.966	8.859	-0.092	-0.000	0.092	21.000	20.000	387.444	255.584	1250.120	257.344	173.000	206.167	133.579	10.948	0.176	0.060	-0.086	21.000	20.000	495.500	369.753	1250.120	301.171	182.586	211.067	140.147	7.995	0.452	0.175	-0.261	21.000	20.000	570.188	325.417	1250.120	320.768	207.400	241.722	159.741	2.617	0.287	0.145	-0.059	21.000	20.000	348.774	258.276	1250.120	249.313	197.323	225.706	136.613	5.372	-0.019	0.260	0.325	21.000	20.000	477.321	359.023	1250.120	245.221	169.931	187.222	136.755	10.744	-0.046	-0.055	0.013	21.000	20.000	577.731	364.759	1250.120	275.403	169.607	201.900	139.269	7.282	-0.371	0.000	0.331	96.000	20.000	518.344	363.347	966.483	288.347	193.100	237.750	143.167	4.792	0.203	0.000	-0.286
21.000	22.000	21.000	577.200	370.438	1244.782	302.853	169.429	202.455	136.408	9.043	0.184	-0.000	-0.141	22.000	21.000	365.759	242.419	1244.782	251.403	165.926	185.267	131.462	11.021	0.073	0.086	0.000	22.000	21.000	512.621	361.700	1244.782	296.099	183.483	200.300	134.048	8.301	0.306	0.291	0.030	22.000	21.000	593.226	362.830	1244.782	318.043	200.200	228.000	163.091	2.838	0.222	0.059	-0.145	22.000	21.000	570.692	352.262	1244.782	267.084	192.903	217.722	136.647	6.282	0.910	0.261	-0.653	22.000	21.000	442.600	336.494	1244.782	238.903	176.000	205.500	136.899	10.633	-0.111	-0.055	0.055	22.000	21.000	573.200	368.299	1244.782	270.689	171.321	200.714	140.597	7.060	-0.222	0.000	0.203	97.000	21.000	523.312	401.135	966.537	289.213	200.310	254.636	161.106	4.884	0.092	-0.234	-0.325
22.000	23.000	22.000	606.387	361.581	1256.530	306.836	166.724	185.438	138.544	9.028	-0.016	-0.000	0.092	23.000	22.000	367.333	352.302	1256.530	245.900	162.536	182.077	133.793	11.381	0.360	0.000	-0.317	23.000	22.000	518.586	394.092	1256.530	300.102	174.357	194.944	133.483	8.660	0.360	0.203	-0.145	23.000	22.000	584.034	370.835	1256.530	323.868	217.567	272.182	158.601	3.003	0.165	0.116	-0.058	23.000	22.000	538.259	314.212	1256.530	261.495	186.484	218.385	138.573	6.347	0.065	0.195	0.130	23.000	22.000	430.120	302.558	1256.530	233.436	172.889	194.615	130.364	10.855	0.222	0.200	-0.000	23.000	22.000	600.310	342.314	1256.530	275.205	180.367	206.133	141.404	6.903	-0.157	-0.064	0.139	98.000	22.000	495.906	405.211	970.786	281.963	184.613	219.438	156.436	4.976	0.092	-0.182	-0.223
23.000	24.000	23.000	506.469	322.560	1241.592	273.476	161.107	177.737	136.714	8.541	-0.487	-0.000	0.561	24.000	23.000	397.815	247.096	1241.592	242.117	162.593	185.667	129.283	11.427	0.046	0.000	-0.027	24.000	23.000	587.138	484.802	1241.592	285.486	179.793	202.188	136.667	9.047	0.387	0.088	-0.263	24.000	23.000	608.862	352.108	1241.592	366.118	213.357	245.722	163.236	3.179	0.176	0.117	-0.087	24.000	23.000	509.296	285.634	1241.592	248.486	186.567	211.188	140.576	6.155	-0.192	0.130	0.259	24.000	23.000	393.000	295.169	1241.592	225.238	171.214	189.667	138.312	10.771	-0.084	-0.089	-0.055	24.000	23.000	550.593	326.178	1241.592	275.040	184.893	210.882	152.179	6.402	-0.501	-0.203	0.256	99.000	23.000	557.312	377.000	968.583	293.355	190.833	220.188	150.786	5.171	0.195	-0.038	-0.248
24.000	25.000	24.000	488.419	304.957	1240.319	265.548	165.259	181.529	134.612	8.468	-0.073	-0.000	0.092	25.000	24.000	360.852	243.912	1240.319	241.856	171.609	184.400	134.928	11.343	-0.084	-0.027	0.032	25.000	24.000	584.586	448.864	1240.319	293.162	185.286	216.312	132.130	9.380	0.333	0.261	-0.058	25.000	24.000	648.517	361.474	1240.319	410.732	207.467	264.333	161.524	3.263	0.084	0.087	0.028	25.000	24.000	437.074	275.258	1240.319	240.622	181.500	209.000	135.607	5.960	-0.195	0.195	0.260	25.000	24.000	396.034	277.247	1240.319	222.006	168.036	188.235	132.766	10.798	0.027	0.035	0.055	25.000	24.000	519.448	305.563	1240.319	273.282	175.786	201.733	142.396	6.199	-0.203	0.000	0.192	100.000	24.000	489.862	355.852	966.611	280.179	195.964	233.933	149.868	5.106	-0.065	-0.012	0.000
25.000	26.000	25.000	547.800	384.670	1236.160	285.634	158.222	179.357	138.199	8.947	0.479	-0.140	-0.513	26.000	25.000	358.481	216.305	1236.160	241.068	158.583	173.818	131.007	11.350	0.008	0.145	0.059	26.000	25.000	613.267	421.382	1236.160	284.145	172.821	195.333	134.034	9.621	0.241	0.175	-0.029	26.000	25.000	546.036	261.181	1236.160	302.410	220.000	273.000	166.154	1.886	-1.378	-0.027	1.280	26.000	25.000	376.429	260.420	1236.160	235.476	182.467	205.667	137.219	5.903	-0.057	0.130	0.259	26.000	25.000	427.464	324.404	1236.160	226.484	181.536	209.333	130.931	11.150	0.352	0.055	-0.234	26.000	25.000	527.370	308.060	1236.160	268.257	174.571	189.375	141.986	5.966	-0.233	0.000	0.203	101.000	25.000	507.469	318.105	963.606	277.594	193.679	225.706	147.224	5.003	-0.103	0.000	0.102
26.000	27.000	26.000	559.567	374.374	1237.003	285.775	157.519	174.118	134.959	9.112	0.165	-0.042	-0.141	27.000	26.000	399.357	253.494	1237.003	240.299	152.481	160.857	131.133	11.656	0.306	0.000	-0.204	27.000	26.000	610.200	470.056	1237.003	280.537	178.759	208.125	134.667	9.851	0.230	0.117	-0.116	27.000	26.000	515.586	318.649	1237.003	294.779	211.633	247.462	172.599	2.100	0.214	0.000	-0.232	27.000	26.000	432.240	287.506	1237.003	228.679	172.800	200.583	140.174	5.933	0.030	3.980E-18	0.000	27.000	26.000	401.815	303.563	1237.003	220.781	172.074	182.773	135.671	11.242	0.092	0.055	-0.090	27.000	26.000	529.067	334.449	1237.003	265.097	175.214	192.471	141.628	5.874	-0.092	-0.064	0.064	102.000	26.000	523.167	358.614	974.184	267.248	173.207	196.778	149.493	4.984	-0.019	-0.091	0.009
27.000	28.000	27.000	538.222	392.852	1231.182	272.194	158.630	183.667	132.568	9.119	0.008	-0.000	-0.135	28.000	27.000	377.520	209.753	1231.182	235.983	162.556	177.200	126.144	11.369	-0.287	0.087	0.322	28.000	27.000	671.643	547.419	1231.182	280.207	170.333	191.133	135.007	10.157	0.306	0.087	-0.261	28.000	27.000	526.655	345.663	1231.182	306.595	209.600	235.550	169.276	2.295	0.195	-0.026	-0.205	28.000	27.000	358.185	231.884	1231.182	220.385	167.200	194.667	136.878	5.597	-0.336	0.065	0.389	28.000	27.000	426.963	277.849	1231.182	222.188	179.607	195.167	135.821	11.196	-0.046	-0.055	-0.000	28.000	27.000	496.115	301.826	1231.182	256.420	180.393	196.556	138.938	5.607	-0.268	0.000	0.203	103.000	27.000	553.848	366.184	971.600	277.853	187.759	233.000	141.566	5.122	0.138	0.000	-0.183
28.000	29.000	28.000	543.556	403.141	1237.210	261.958	160.852	180.077	133.089	9.108	-0.011	-0.049	-0.275	29.000	28.000	361.724	193.789	1237.210	227.019	159.250	168.667	134.893	10.888	-0.482	-0.145	0.321	29.000	28.000	645.185	529.814	1237.210	280.747	175.571	203.933	135.372	10.379	0.222	0.087	-0.088	29.000	28.000	536.923	340.289	1237.210	311.159	216.071	243.875	162.204	2.433	0.138	0.145	0.000	29.000	28.000	370.821	234.093	1237.210	226.028	169.367	187.938	135.722	5.548	-0.049	0.065	0.260	29.000	28.000	442.071	312.135	1237.210	214.464	163.607	179.357	141.574	11.196	0.000	-0.124	-0.179	29.000	28.000	541.519	311.203	1237.210	257.721	168.000	179.800	141.281	5.450	-0.157	0.000	0.139	104.000	28.000	559.342	380.059	959.200	271.839	185.677	216.526	144.325	5.417	0.295	0.000	-0.133
29.000	30.000	29.000	494.296	349.181	1225.522	265.132	155.346	171.714	130.953	9.043	-0.065	0.049	0.092	30.000	29.000	387.966	198.091	1225.522	232.462	163.207	183.526	139.007	10.593	-0.295	-0.204	0.087	30.000	29.000	635.037	475.457	1225.522	268.289	163.333	182.824	138.524	10.425	0.046	-0.029	-0.058	30.000	29.000	569.379	348.434	1225.522	316.383	207.844	232.389	170.395	2.460	0.027	-0.024	0.000	30.000	29.000	403.519	249.510	1225.522	228.654	175.357	210.000	139.223	5.307	-0.241	-0.065	0.129	30.000	29.000	410.250	297.880	1225.522	217.266	169.893	196.867	138.155	11.039	-0.157	-0.145	-0.000	30.000	29.000	528.185	352.190	1225.522	241.384	164.259	180.333	138.837	5.385	-0.065	0.000	0.139	105.000	29.000	471.531	282.640	960.563	251.078	188.793	212.500	140.683	4.827	-0.590	0.092	0.458
