dT	T (0)	dT (0)	Base Mean (0)	Base Local Background (0)	Body Mean (0)	Proj Mean (0)	Tip Mean (0)	Tip Th Mean (0)	Tip Local Background (0)	Length (0)	dL (0)	DCTM (0)	DCBM (0)	T (1)	dT (1)	Base Mean (1)	Base Local Background (1)	Body Mean (1)	Proj Mean (1)	Tip Mean (1)	Tip Th Mean (1)	Tip Local Background (1)	Length (1)	dL (1)	DCTM (1)	DCBM (1)	T (2)	dT (2)	Base Mean (2)	Base Local Background (2)	Body Mean (2)	Proj Mean (2)	Tip Mean (2)	Tip Th Mean (2)	Tip Local Background (2)	Length (2)	dL (2)	DCTM (2)	DCBM (2)	T (3)	dT (3)	Base Mean (3)	Base Local Background (3)	Body Mean (3)	Proj Mean (3)	Tip Mean (3)	Tip Th Mean (3)	Tip Local Background (3)	Length (3)	dL (3)	DCTM (3)	DCBM (3)	T (4)	dT (4)	Base Mean (4)	Base Local Background (4)	Body Mean (4)	Proj Mean (4)	Tip Mean (4)	Tip Th Mean (4)	Tip Local Background (4)	Length (4)	dL (4)	DCTM (4)	DCBM (4)	T (5)	dT (5)	Base Mean (5)	Base Local Background (5)	Body Mean (5)	Proj Mean (5)	Tip Mean (5)	Tip Th Mean (5)	Tip Local Background (5)	Length (5)	dL (5)	DCTM (5)	DCBM (5)	T (6)	dT (6)	Base Mean (6)	Base Local Background (6)	Body Mean (6)	Proj Mean (6)	Tip Mean (6)	Tip Th Mean (6)	Tip Local Background (6)	Length (6)	dL (6)	DCTM (6)	DCBM (6)	T (7)	dT (7)	Base Mean (7)	Base Local Background (7)	Body Mean (7)	Proj Mean (7)	Tip Mean (7)	Tip Th Mean (7)	Tip Local Background (7)	Length (7)	dL (7)	DCTM (7)	DCBM (7)	T (8)	dT (8)	Base Mean (8)	Base Local Background (8)	Body Mean (8)	Proj Mean (8)	Tip Mean (8)	Tip Th Mean (8)	Tip Local Background (8)	Length (8)	dL (8)	DCTM (8)	DCBM (8)	T (9)	dT (9)	Base Mean (9)	Base Local Background (9)	Body Mean (9)	Proj Mean (9)	Tip Mean (9)	Tip Th Mean (9)	Tip Local Background (9)	Length (9)	dL (9)	DCTM (9)	DCBM (9)	T (10)	dT (10)	Base Mean (10)	Base Local Background (10)	Body Mean (10)	Proj Mean (10)	Tip Mean (10)	Tip Th Mean (10)	Tip Local Background (10)	Length (10)	dL (10)	DCTM (10)	DCBM (10)
85.000	86.000	85.000	346.419	261.145	729.022	174.953	149.208	161.538	116.188	10.367	0.176	0.053	-0.143	86.000	85.000	262.320	207.368	729.022	159.357	141.769	152.167	115.959	12.174	-0.084	0.000	0.064	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	86.000	85.000	325.467	274.619	729.022	206.891	154.074	193.333	125.429	4.704	0.019	0.063	-0.014	86.000	85.000	346.444	291.705	729.022	199.065	141.375	146.600	124.068	5.307	-0.138	-0.021	-0.021	86.000	85.000	248.607	180.791	729.022	156.750	143.259	155.944	115.285	9.363	-0.019	-0.060	-0.060	86.000	85.000	225.350	171.500	729.022	149.225	129.120	141.545	115.303	6.819	-0.111	0.027	0.086	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
86.000	87.000	86.000	339.759	240.346	727.923	172.953	142.667	148.765	113.851	10.486	0.119	0.221	0.104	87.000	86.000	252.600	189.222	727.923	155.051	142.250	150.933	117.451	12.025	-0.149	0.000	0.203	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	87.000	86.000	354.333	293.511	727.923	205.076	147.519	165.091	125.537	4.872	0.168	0.064	-0.115	87.000	86.000	362.194	299.014	727.923	200.088	138.269	151.467	121.685	5.509	0.203	0.022	-0.061	87.000	86.000	239.500	184.088	727.923	157.851	142.519	156.143	115.127	9.363	0.000	0.000	0.000	87.000	86.000	236.522	174.511	727.923	154.490	129.080	134.545	114.007	7.022	0.203	0.000	-0.145	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
87.000	88.000	87.000	314.120	244.234	732.008	171.046	140.208	145.714	114.014	10.597	0.111	0.105	-0.053	88.000	87.000	242.880	193.213	732.008	156.026	144.654	158.429	115.658	11.860	-0.165	0.000	0.064	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	88.000	87.000	366.556	298.726	732.008	206.173	146.667	159.235	121.827	5.029	0.157	0.140	0.000	88.000	87.000	337.267	287.580	732.008	196.917	138.000	147.500	122.397	5.536	0.027	-0.000	-0.000	88.000	87.000	240.517	181.067	732.008	158.049	142.630	146.654	117.205	9.317	-0.046	-0.084	0.000	88.000	87.000	235.846	173.656	732.008	152.395	132.217	144.692	114.040	7.048	0.027	0.000	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
88.000	89.000	88.000	331.069	259.101	731.259	172.495	135.304	145.471	116.074	10.957	0.360	0.091	-0.182	89.000	88.000	251.633	194.410	731.259	156.144	137.423	150.231	116.260	12.109	0.249	0.064	-0.064	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	89.000	88.000	366.200	290.027	731.259	203.213	150.708	161.429	122.939	5.048	0.019	0.128	0.140	89.000	88.000	352.424	295.762	731.259	199.873	144.154	158.545	121.789	5.547	0.011	-0.061	-0.061	89.000	88.000	236.107	179.360	731.259	159.140	139.000	147.500	117.090	9.271	-0.046	0.024	0.000	89.000	88.000	234.240	173.602	731.259	153.294	127.208	132.905	113.007	7.048	0.000	0.059	0.059	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
89.000	90.000	89.000	315.038	241.838	733.702	170.026	150.087	153.292	115.282	10.964	0.008	0.091	0.052	90.000	89.000	242.815	190.202	733.702	155.143	143.111	154.643	116.778	11.960	-0.149	-0.064	0.064	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	90.000	89.000	386.038	306.924	733.702	206.065	140.280	147.900	125.047	5.132	0.084	0.000	-0.076	90.000	89.000	337.519	285.347	733.702	201.421	149.792	155.565	123.743	5.372	-0.176	0.061	0.099	90.000	89.000	229.607	181.637	733.702	159.444	149.815	162.450	116.503	9.076	-0.195	-0.145	0.060	90.000	89.000	231.560	172.558	733.702	153.285	133.792	144.333	113.075	7.048	0.000	0.000	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
90.000	91.000	90.000	321.217	246.062	730.675	169.370	143.885	151.737	113.687	11.259	0.295	0.273	-0.052	91.000	90.000	243.966	184.316	730.675	157.723	139.846	150.533	115.533	11.933	-0.027	0.000	0.011	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	91.000	90.000	306.793	253.971	730.675	190.232	142.593	157.000	126.238	4.658	-0.474	-0.064	0.395	91.000	90.000	337.379	283.556	730.675	194.828	142.500	154.312	127.687	5.268	-0.103	-0.084	0.037	91.000	90.000	243.250	183.682	730.675	159.812	142.963	156.929	117.087	9.160	0.084	-0.023	-0.061	91.000	90.000	236.429	173.472	730.675	154.353	135.696	138.684	114.646	7.002	-0.046	-0.086	-0.027	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
91.000	92.000	91.000	322.296	245.493	732.513	170.847	138.360	149.316	115.034	11.443	0.184	0.091	-0.039	92.000	91.000	256.857	197.096	732.513	159.346	143.852	155.889	116.171	12.009	0.076	0.000	-0.128	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	92.000	91.000	322.593	268.226	732.513	192.972	141.654	152.600	123.626	4.872	0.214	0.078	-0.078	92.000	91.000	331.536	278.325	732.513	199.217	146.640	156.733	124.459	5.177	-0.092	-0.060	-0.000	92.000	91.000	246.059	186.968	732.513	159.861	136.808	157.000	118.709	9.271	0.111	-0.060	-0.084	92.000	91.000	242.643	176.333	732.513	152.095	127.682	137.833	113.917	7.002	0.000	0.000	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
92.000	93.000	92.000	333.483	241.411	733.078	172.964	138.615	154.214	113.660	11.684	0.241	0.182	-0.014	93.000	92.000	243.733	181.229	733.078	154.926	137.393	147.300	116.173	11.868	-0.141	0.011	0.256	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	93.000	92.000	328.778	264.912	733.078	191.681	136.259	144.375	122.658	4.991	0.119	0.127	0.000	93.000	92.000	334.781	282.791	733.078	192.615	139.769	151.750	124.054	5.287	0.111	0.060	-0.024	93.000	92.000	230.517	182.185	733.078	157.515	133.478	149.800	115.350	9.095	-0.176	0.024	0.084	93.000	92.000	225.200	177.022	733.078	150.941	128.478	137.923	114.750	6.957	-0.046	0.000	0.027	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
93.000	94.000	93.000	296.400	234.090	734.758	170.404	139.792	168.600	113.596	11.665	-0.019	0.182	0.129	94.000	93.000	255.400	193.367	734.758	156.367	133.731	144.062	113.497	12.071	0.203	0.064	-0.128	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	94.000	93.000	334.815	268.122	734.758	196.508	147.231	161.700	120.933	5.075	0.084	0.078	0.000	94.000	93.000	340.759	275.407	734.758	203.227	148.259	163.000	129.467	4.771	-0.517	-0.458	-0.024	94.000	93.000	232.130	176.814	734.758	156.493	135.409	139.722	115.207	8.865	-0.230	-0.023	0.084	94.000	93.000	236.040	169.652	734.758	153.457	128.652	137.429	112.569	7.048	0.092	0.086	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
94.000	95.000	94.000	303.407	236.079	732.357	173.871	145.760	158.688	112.973	12.106	0.441	0.312	-0.039	95.000	94.000	245.552	184.535	732.357	156.213	138.786	146.455	115.437	11.941	-0.130	-0.064	0.064	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	95.000	94.000	370.037	290.611	732.357	201.221	143.458	165.400	121.722	5.270	0.195	0.063	-0.190	95.000	94.000	348.806	288.765	732.357	207.523	145.192	154.381	127.361	4.882	0.111	-0.000	-0.085	95.000	94.000	236.964	180.308	732.357	158.798	136.083	145.333	116.060	9.003	0.138	0.000	-0.024	95.000	94.000	227.348	172.126	732.357	152.958	131.304	136.444	112.090	7.002	-0.046	0.000	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
95.000	96.000	95.000	297.708	228.958	731.926	176.857	142.885	152.091	114.933	12.133	0.027	0.182	0.052	96.000	95.000	264.719	195.119	731.926	155.353	136.231	168.600	115.381	12.063	0.122	-0.011	-0.128	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	96.000	95.000	371.448	284.337	731.926	199.319	145.417	155.000	121.361	5.297	0.027	0.063	0.063	96.000	95.000	333.739	275.383	731.926	205.788	154.000	159.261	126.653	4.641	-0.241	-0.060	0.145	96.000	95.000	237.286	181.242	731.926	158.898	132.120	142.538	115.342	8.957	-0.046	-0.060	0.000	96.000	95.000	223.739	172.562	731.926	149.896	125.520	132.294	112.776	6.957	-0.046	-0.059	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
96.000	97.000	96.000	306.542	236.761	729.869	180.395	139.880	148.238	117.013	12.289	0.157	0.091	0.000	97.000	96.000	261.200	194.980	729.869	155.837	130.269	146.500	114.074	12.052	-0.011	0.011	0.064	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	97.000	96.000	343.276	279.909	729.869	192.924	147.000	158.167	123.130	5.205	-0.092	0.000	0.077	97.000	96.000	326.185	270.712	729.869	201.524	138.333	146.000	128.033	4.614	-0.027	-0.000	-0.000	97.000	96.000	241.912	187.703	729.869	161.675	129.240	141.300	114.403	9.179	0.222	0.000	-0.145	97.000	96.000	236.536	170.011	729.869	155.320	129.320	140.846	114.401	6.892	-0.065	-0.145	-0.028	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
97.000	98.000	97.000	277.000	188.989	724.469	167.197	136.417	144.833	113.932	11.559	-0.731	0.183	0.853	98.000	97.000	268.633	191.417	724.469	156.712	133.538	143.667	113.828	12.071	0.019	0.064	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	98.000	97.000	346.720	283.035	724.469	195.928	143.926	152.000	120.526	5.381	0.176	0.064	-0.064	98.000	97.000	342.560	286.197	724.469	207.821	144.208	154.600	124.014	4.641	0.027	-0.000	-0.060	98.000	97.000	228.036	181.697	724.469	161.592	135.320	147.273	114.200	8.892	-0.287	-0.060	0.084	98.000	97.000	249.692	174.830	724.469	155.352	134.045	144.000	113.940	6.846	-0.046	-0.026	-0.033	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
98.000	99.000	98.000	282.562	210.944	726.018	168.128	133.720	145.143	114.805	11.697	0.138	0.000	-0.142	99.000	98.000	254.679	190.225	726.018	152.729	136.792	151.727	113.849	11.822	-0.249	-0.011	0.128	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	99.000	98.000	378.556	306.076	726.018	203.806	152.538	158.238	122.315	5.565	0.184	0.000	-0.204	99.000	98.000	346.345	296.756	726.018	203.274	143.815	153.812	125.607	4.779	0.138	-0.000	-0.025	99.000	98.000	230.808	176.766	726.018	157.592	137.500	144.467	112.707	8.911	0.019	0.060	0.000	99.000	98.000	249.172	171.570	726.018	154.086	134.174	144.000	114.000	6.892	0.046	0.000	-0.027	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
99.000	100.000	99.000	285.714	213.627	722.880	171.905	136.130	145.000	116.220	11.911	0.214	0.000	-0.142	100.000	99.000	254.538	189.148	722.880	152.326	132.423	145.357	115.459	11.711	-0.111	-0.064	0.075	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	100.000	99.000	362.690	282.729	722.880	198.667	137.074	147.286	120.442	5.611	0.046	0.141	0.127	100.000	99.000	342.957	289.115	722.880	203.659	148.815	158.875	127.762	4.557	-0.222	-0.060	0.060	100.000	99.000	232.783	177.739	722.880	158.302	132.696	136.708	113.816	8.865	-0.046	-0.023	0.023	100.000	99.000	231.520	171.213	722.880	152.913	134.174	139.824	114.436	6.773	-0.119	0.000	0.112	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
100.000	101.000	100.000	265.138	184.515	725.973	161.489	139.880	147.955	114.698	11.367	-0.544	0.183	0.741	101.000	100.000	259.080	177.828	725.973	154.425	134.000	142.706	113.570	11.489	-0.222	0.000	0.181	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	101.000	100.000	384.571	311.233	725.973	200.803	138.692	153.214	119.622	5.898	0.287	0.078	-0.142	101.000	100.000	348.250	298.917	725.973	202.378	147.080	158.308	128.360	4.668	0.111	-0.000	-0.060	101.000	100.000	216.609	174.198	725.973	156.449	137.167	141.909	114.074	8.773	-0.092	0.024	0.061	101.000	100.000	231.962	170.398	725.973	151.477	129.364	136.500	114.579	6.754	-0.019	0.000	-0.027	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
101.000	102.000	101.000	268.481	184.862	724.494	163.157	135.792	144.706	116.473	11.432	0.065	0.091	0.000	102.000	101.000	251.040	169.945	724.494	151.786	131.000	137.714	116.810	11.210	-0.279	0.000	0.267	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	102.000	101.000	369.560	305.483	724.494	195.833	134.538	141.667	119.560	5.898	0.000	0.063	0.000	102.000	101.000	333.222	284.624	724.494	200.067	146.720	155.211	126.607	4.649	-0.019	0.060	0.060	102.000	101.000	232.400	178.833	724.494	158.358	138.870	149.286	115.733	8.846	0.073	0.000	-0.024	102.000	101.000	230.957	168.247	724.494	152.506	132.550	138.812	113.542	6.689	-0.065	0.027	0.086	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
102.000	103.000	102.000	264.429	188.269	723.555	164.332	143.773	154.789	114.801	11.662	0.230	0.183	-0.051	103.000	102.000	256.107	171.869	723.555	151.460	127.115	140.273	114.034	11.034	-0.176	0.000	0.203	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	103.000	102.000	311.548	269.842	723.555	180.391	140.269	153.462	120.507	5.646	-0.252	-0.063	0.252	103.000	102.000	336.462	281.425	723.555	196.927	143.577	157.727	124.880	4.695	0.046	-0.000	-0.000	103.000	102.000	233.696	180.753	723.555	154.800	134.000	142.786	114.887	8.865	0.019	0.000	-0.037	103.000	102.000	218.957	173.700	723.555	151.460	131.577	141.167	113.307	6.605	-0.084	-0.086	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
103.000	104.000	103.000	271.071	192.466	726.196	163.881	138.348	146.368	116.121	11.846	0.184	0.143	-0.051	104.000	103.000	256.923	173.907	726.196	153.234	136.000	148.923	113.313	10.839	-0.195	-0.064	0.128	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	104.000	103.000	301.407	259.235	726.196	180.520	143.885	152.312	121.080	5.527	-0.119	-0.063	-0.063	104.000	103.000	353.036	296.788	726.196	205.714	146.407	161.812	125.376	4.695	0.000	-0.060	-0.060	104.000	103.000	238.000	179.282	726.196	155.862	131.739	144.364	115.347	8.754	-0.111	-0.145	0.000	104.000	103.000	239.250	175.097	726.196	150.338	132.565	147.857	114.257	6.846	0.241	0.059	-0.113	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
104.000	105.000	104.000	285.107	206.100	727.417	163.145	136.480	143.900	114.450	11.945	0.100	0.040	-0.183	105.000	104.000	265.080	193.319	727.417	153.098	130.880	137.190	113.358	10.969	0.130	0.064	-0.075	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	105.000	104.000	317.320	269.580	727.417	186.203	140.708	152.769	123.833	5.546	0.019	-0.142	-0.142	105.000	104.000	348.645	289.689	727.417	199.066	142.464	158.750	124.887	4.798	0.103	0.085	-0.000	105.000	104.000	251.115	179.978	727.417	157.578	134.375	140.909	116.804	8.513	-0.241	-0.229	0.037	105.000	104.000	232.423	173.589	727.417	151.318	129.143	139.067	115.685	6.716	-0.130	-0.059	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
105.000	106.000	105.000	308.000	205.215	728.792	165.899	133.042	144.389	113.376	12.091	0.146	0.142	0.051	106.000	105.000	266.600	193.607	728.792	154.264	139.192	146.143	113.517	11.034	0.065	0.000	-0.064	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	106.000	105.000	366.000	306.835	728.792	192.789	143.200	157.000	122.760	5.722	0.176	-0.078	-0.253	106.000	105.000	342.750	297.562	728.792	202.779	145.654	157.118	124.259	4.844	0.046	-0.025	-0.060	106.000	105.000	249.519	179.764	728.792	158.498	137.174	143.471	118.230	8.402	-0.111	-0.121	-0.061	106.000	105.000	238.522	170.648	728.792	154.127	132.000	136.222	113.685	6.735	0.019	0.059	0.027	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
