 	dT	T (0)	Base X (0)	Base Y (0)	Tip X (0)	Tip Y (0)	||[body,base]|| (0)	||[base,tip]||  (0)	||[base,tip]|| : [body,base] (0)	[base,tip] ? [body,base] (0)	?||[base,tip]|| : [body,base] (0)	||[tip(t-1),tip(t)]|| : [base,tip] (0)	||[base(t-1),base(t)]|| : [base,tip] (0)	T (1)	Base X (1)	Base Y (1)	Tip X (1)	Tip Y (1)	||[body,base]|| (1)	||[base,tip]||  (1)	||[base,tip]|| : [body,base] (1)	[base,tip] ? [body,base] (1)	?||[base,tip]|| : [body,base] (1)	||[tip(t-1),tip(t)]|| : [base,tip] (1)	||[base(t-1),base(t)]|| : [base,tip] (1)	T (2)	Base X (2)	Base Y (2)	Tip X (2)	Tip Y (2)	||[body,base]|| (2)	||[base,tip]||  (2)	||[base,tip]|| : [body,base] (2)	[base,tip] ? [body,base] (2)	?||[base,tip]|| : [body,base] (2)	||[tip(t-1),tip(t)]|| : [base,tip] (2)	||[base(t-1),base(t)]|| : [base,tip] (2)	T (3)	Base X (3)	Base Y (3)	Tip X (3)	Tip Y (3)	||[body,base]|| (3)	||[base,tip]||  (3)	||[base,tip]|| : [body,base] (3)	[base,tip] ? [body,base] (3)	?||[base,tip]|| : [body,base] (3)	||[tip(t-1),tip(t)]|| : [base,tip] (3)	||[base(t-1),base(t)]|| : [base,tip] (3)	T (4)	Base X (4)	Base Y (4)	Tip X (4)	Tip Y (4)	||[body,base]|| (4)	||[base,tip]||  (4)	||[base,tip]|| : [body,base] (4)	[base,tip] ? [body,base] (4)	?||[base,tip]|| : [body,base] (4)	||[tip(t-1),tip(t)]|| : [base,tip] (4)	||[base(t-1),base(t)]|| : [base,tip] (4)	T (5)	Base X (5)	Base Y (5)	Tip X (5)	Tip Y (5)	||[body,base]|| (5)	||[base,tip]||  (5)	||[base,tip]|| : [body,base] (5)	[base,tip] ? [body,base] (5)	?||[base,tip]|| : [body,base] (5)	||[tip(t-1),tip(t)]|| : [base,tip] (5)	||[base(t-1),base(t)]|| : [base,tip] (5)	T (6)	Base X (6)	Base Y (6)	Tip X (6)	Tip Y (6)	||[body,base]|| (6)	||[base,tip]||  (6)	||[base,tip]|| : [body,base] (6)	[base,tip] ? [body,base] (6)	?||[base,tip]|| : [body,base] (6)	||[tip(t-1),tip(t)]|| : [base,tip] (6)	||[base(t-1),base(t)]|| : [base,tip] (6)	T (7)	Base X (7)	Base Y (7)	Tip X (7)	Tip Y (7)	||[body,base]|| (7)	||[base,tip]||  (7)	||[base,tip]|| : [body,base] (7)	[base,tip] ? [body,base] (7)	?||[base,tip]|| : [body,base] (7)	||[tip(t-1),tip(t)]|| : [base,tip] (7)	||[base(t-1),base(t)]|| : [base,tip] (7)
1	0.000	1.000	33.930	41.730	33.215	43.485	20.775	1.895	1.895	39.369	NaN	NaN	NaN	1.000	40.950	40.105	41.080	43.940	17.577	3.837	3.822	67.178	NaN	NaN	NaN	1.000	36.335	44.655	36.335	47.580	22.796	2.925	2.836	64.643	NaN	NaN	NaN	28.000	34.970	44.980	33.410	48.165	22.662	3.547	3.499	79.286	NaN	NaN	NaN	33.000	36.010	45.630	35.945	46.735	23.348	1.107	1.087	25.371	NaN	NaN	NaN	35.000	37.830	42.445	37.895	42.965	19.899	0.524	0.497	9.882	NaN	NaN	NaN	69.000	35.360	45.240	34.580	47.840	23.054	2.714	2.714	62.581	NaN	NaN	NaN	73.000	43.225	38.350	43.290	38.610	15.083	0.268	0.265	3.997	NaN	NaN	NaN
2	1.000	2.000	33.865	41.860	33.085	43.615	20.441	1.921	1.920	39.254	0.025	0.172	0.145	2.000	40.950	40.235	41.080	43.940	17.188	3.707	3.692	63.451	-0.130	NaN	0.130	2.000	36.270	45.760	36.270	47.905	23.379	2.145	2.081	48.659	-0.754	0.325	1.105	29.000	35.035	44.590	33.345	48.295	22.270	4.072	4.035	89.866	0.537	0.145	-0.382	34.000	35.945	45.890	35.945	46.800	23.490	0.910	0.881	20.703	-0.205	0.065	0.260	36.000	37.895	42.315	37.830	42.900	19.772	0.589	0.586	11.589	0.090	-0.057	-0.136	70.000	35.295	45.240	34.645	48.035	22.700	2.870	2.863	64.989	0.149	0.175	0.015	74.000	42.835	38.025	43.355	38.610	14.792	0.783	0.620	9.172	0.355	0.043	-0.502
3	2.000	3.000	33.865	41.795	33.020	43.810	20.322	2.185	2.185	44.401	0.265	0.205	-0.060	3.000	40.885	40.560	41.080	43.940	17.451	3.386	3.362	58.677	-0.329	NaN	0.321	3.000	36.270	45.825	36.205	48.035	23.379	2.211	2.160	50.501	0.079	0.132	0.065	30.000	35.100	44.720	33.345	48.295	23.080	3.983	3.923	90.533	-0.113	NaN	0.088	35.000	36.010	45.565	35.945	46.735	23.348	1.172	1.150	26.841	0.268	-0.065	-0.328	37.000	37.895	42.120	37.895	43.030	19.504	0.910	0.892	17.390	0.305	0.130	-0.195	71.000	35.425	45.305	34.710	48.035	22.849	2.822	2.821	64.448	-0.042	-0.016	0.030	75.000	42.380	37.830	43.355	39.000	14.377	1.523	1.209	17.377	0.589	0.300	-0.441
4	3.000	4.000	33.800	41.860	32.955	44.005	20.467	2.305	2.304	47.159	0.119	0.205	0.084	4.000	40.885	40.300	41.080	43.940	17.256	3.645	3.622	62.496	0.259	NaN	-0.260	4.000	36.205	45.760	36.205	48.230	23.395	2.470	2.395	56.032	0.235	0.195	-0.065	31.000	34.905	44.915	33.280	48.295	22.762	3.750	3.707	84.373	-0.216	0.028	0.260	36.000	36.075	45.565	36.010	46.670	23.348	1.107	1.087	25.371	-0.063	-0.069	-0.004	38.000	37.960	41.925	37.895	43.030	19.427	1.107	1.096	21.294	0.204	NaN	-0.198	72.000	35.425	45.305	34.775	47.905	22.893	2.680	2.678	61.305	-0.143	-0.142	NaN	76.000	42.510	37.960	43.420	39.195	14.575	1.534	1.274	18.573	0.066	0.196	0.182
5	4.000	5.000	33.735	42.055	32.890	44.265	20.527	2.366	2.364	48.524	0.060	0.266	0.205	5.000	40.950	39.715	41.080	43.940	16.535	4.227	4.211	69.636	0.590	NaN	-0.583	5.000	36.205	46.020	36.140	48.490	23.505	2.471	2.413	56.721	0.018	0.262	0.260	32.000	34.970	44.850	34.905	45.045	22.882	0.206	0.206	4.702	-3.501	-3.597	-0.082	37.000	36.010	45.630	36.010	46.670	23.348	1.040	1.008	23.525	-0.079	NaN	0.065	39.000	37.895	41.860	37.895	43.095	19.390	1.235	1.209	23.440	0.113	0.065	-0.065	73.000	35.425	45.305	34.840	47.710	22.875	2.475	2.473	56.564	-0.205	-0.205	NaN	77.000	42.315	37.765	43.355	39.195	14.244	1.768	1.467	20.897	0.193	-0.038	-0.272
6	5.000	6.000	33.800	42.185	32.955	44.460	20.680	2.427	2.424	50.138	0.060	0.160	0.099	6.000	40.950	40.820	41.080	43.940	17.703	3.123	3.109	55.043	-1.102	NaN	1.104	6.000	36.205	45.890	36.075	48.685	23.442	2.798	2.744	64.321	0.331	0.198	-0.130	33.000	35.295	44.200	32.955	48.360	22.165	4.773	4.663	103.360	4.458	3.845	-0.726	38.000	36.010	45.370	36.010	46.670	23.222	1.300	1.259	29.237	0.251	NaN	-0.260	40.000	37.895	41.860	37.830	43.160	19.326	1.302	1.286	24.847	0.077	0.068	NaN	74.000	35.425	45.305	34.840	47.515	22.937	2.286	2.286	52.424	-0.187	-0.189	NaN	78.000	42.250	37.765	43.290	39.130	13.979	1.716	1.389	19.414	-0.078	-0.091	-0.039
7	6.000	7.000	33.670	42.640	33.020	44.590	21.125	2.055	2.050	43.306	-0.374	0.103	0.473	7.000	41.015	40.170	41.080	43.940	17.048	3.771	3.763	64.152	0.654	NaN	-0.649	7.000	36.205	45.825	35.945	48.945	23.364	3.131	3.092	72.231	0.348	0.270	-0.065	34.000	35.035	44.720	32.695	48.425	22.614	4.382	4.235	95.772	-0.428	0.194	0.578	39.000	36.010	45.240	36.010	46.865	23.113	1.625	1.572	36.335	0.313	0.195	-0.130	41.000	37.895	41.600	37.895	43.290	19.135	1.690	1.653	31.637	0.368	0.130	-0.260	75.000	35.360	45.760	34.905	47.320	23.205	1.625	1.625	37.708	-0.661	-0.205	0.455	79.000	42.185	37.765	43.225	39.195	14.042	1.768	1.449	20.348	0.060	0.014	-0.038
8	7.000	8.000	33.475	42.965	32.890	44.785	21.535	1.912	1.905	41.029	-0.145	0.225	0.369	8.000	41.015	40.170	41.080	43.940	17.110	3.771	3.764	64.402	9.126E-4	NaN	NaN	8.000	36.270	45.695	35.750	49.270	23.270	3.613	3.597	83.706	0.506	0.350	-0.138	35.000	35.230	44.200	32.695	48.490	22.246	4.983	4.847	107.826	0.612	0.056	-0.547	40.000	36.075	45.500	36.010	46.930	23.285	1.431	1.401	32.630	-0.171	0.065	0.257	42.000	37.895	41.600	37.830	43.420	19.186	1.821	1.795	34.442	0.142	0.132	NaN	76.000	35.425	46.020	35.100	47.125	23.518	1.152	1.152	27.086	-0.473	-0.242	0.231	80.000	42.250	37.830	43.160	39.260	14.239	1.695	1.450	20.652	0.001	0.020	0.090
9	8.000	9.000	33.345	43.290	32.825	45.045	21.800	1.830	1.821	39.690	-0.085	0.268	0.349	9.000	41.015	39.975	41.080	43.940	16.848	3.966	3.960	66.709	0.196	NaN	-0.195	9.000	36.205	45.890	35.685	49.595	23.396	3.741	3.724	87.128	0.127	0.331	0.202	36.000	35.035	44.135	32.565	48.555	22.262	5.063	4.964	110.518	0.117	0.120	0.038	41.000	36.075	45.305	36.010	47.125	23.159	1.821	1.779	41.190	0.377	0.195	-0.195	43.000	37.895	41.275	37.830	43.355	18.841	2.081	2.051	38.642	0.256	-0.065	-0.325	77.000	35.360	46.410	35.100	47.060	23.768	0.700	0.696	16.545	-0.456	-0.060	0.386	81.000	42.705	38.610	43.030	39.065	15.039	0.559	0.473	7.106	-0.978	-0.234	0.899
10	9.000	10.000	33.215	43.355	32.630	45.175	21.945	1.912	1.905	41.815	0.085	0.183	0.102	10.000	41.015	39.845	41.080	44.005	16.780	4.161	4.155	69.725	0.196	0.065	-0.130	10.000	36.205	45.695	35.620	49.855	23.254	4.201	4.182	97.255	0.458	0.267	-0.193	37.000	35.165	44.135	32.500	48.620	22.141	5.217	5.077	112.415	0.113	0.089	-0.066	42.000	36.075	45.240	36.075	47.190	23.143	1.950	1.890	43.729	0.111	0.065	-0.065	44.000	37.895	41.470	37.830	43.355	19.109	1.886	1.860	35.536	-0.191	NaN	0.195	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	82.000	42.250	37.960	43.030	39.065	14.369	1.353	1.122	16.127	0.650	NaN	-0.793
11	10.000	11.000	33.345	42.965	32.500	45.435	21.620	2.611	2.605	56.319	0.700	0.288	-0.411	11.000	40.950	39.975	41.080	44.005	16.980	4.032	4.021	68.276	-0.134	NaN	0.128	11.000	36.270	45.565	35.425	50.115	23.191	4.628	4.622	107.184	0.440	0.291	-0.140	38.000	35.165	43.875	32.435	48.815	22.017	5.644	5.533	121.815	0.456	0.202	-0.228	43.000	36.140	45.175	36.010	47.125	23.032	1.954	1.924	44.320	0.035	-0.061	-0.069	45.000	37.960	41.535	37.765	43.420	19.096	1.895	1.886	36.022	0.027	0.071	0.058	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	83.000	42.705	38.545	42.965	39.000	15.032	0.524	0.467	7.018	-0.656	-0.089	0.734
12	11.000	12.000	33.345	42.965	32.370	45.630	21.620	2.838	2.835	61.292	0.230	0.228	NaN	12.000	40.950	39.845	41.080	44.005	16.850	4.162	4.151	69.941	0.130	NaN	-0.130	12.000	36.205	45.630	35.230	50.180	23.270	4.653	4.652	108.245	0.030	0.104	0.077	39.000	34.905	44.005	32.435	48.945	22.240	5.523	5.465	121.536	-0.068	0.116	0.233	44.000	36.140	45.110	36.075	47.125	23.048	2.016	1.971	45.419	0.046	-0.002	-0.065	46.000	37.960	41.340	37.895	43.485	18.931	2.146	2.112	39.990	0.226	0.061	-0.195	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	84.000	42.250	37.960	43.030	39.130	14.434	1.406	1.187	17.137	0.720	0.144	-0.739
13	12.000	13.000	33.345	42.965	32.240	45.695	21.645	2.945	2.945	63.743	0.110	0.109	NaN	13.000	40.950	39.910	41.080	43.940	16.918	4.032	4.020	68.006	-0.131	-0.065	0.065	13.000	36.205	45.630	34.905	50.570	23.285	5.108	5.107	118.925	0.456	0.460	NaN	40.000	34.905	44.135	32.305	49.140	22.302	5.640	5.566	124.139	0.102	0.233	0.115	45.000	36.140	45.305	36.075	47.060	23.174	1.756	1.719	39.833	-0.252	-0.065	0.195	47.000	37.960	41.730	37.895	43.485	19.313	1.756	1.732	33.449	-0.380	NaN	0.390	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	85.000	42.250	38.025	42.965	39.195	14.434	1.371	1.186	17.115	-0.001	0.022	0.055
14	13.000	14.000	32.955	43.810	32.240	45.890	22.475	2.199	2.196	49.352	-0.749	0.184	0.926	14.000	40.950	39.780	41.080	43.940	16.778	4.162	4.154	69.696	0.134	NaN	-0.130	14.000	36.140	45.630	34.645	50.765	23.239	5.348	5.341	124.122	0.234	0.260	0.018	41.000	34.255	45.045	32.240	49.270	23.433	4.681	4.650	108.971	-0.916	0.145	1.101	46.000	36.075	45.240	36.075	46.995	23.159	1.755	1.699	39.356	-0.019	-0.065	-0.065	48.000	37.960	41.795	37.895	43.550	19.390	1.756	1.731	33.568	-7.636E-4	0.065	0.065	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	86.000	42.575	38.610	42.900	39.195	15.159	0.669	0.598	9.071	-0.587	-0.032	0.669
15	14.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	15.000	40.950	39.455	41.080	43.940	16.388	4.487	4.479	73.397	0.325	NaN	-0.325	15.000	36.140	45.695	34.450	50.765	23.239	5.344	5.322	123.691	-0.019	0.062	0.062	42.000	34.515	44.460	32.110	49.465	22.836	5.553	5.511	125.842	0.860	0.232	-0.640	47.000	36.075	45.240	36.010	46.995	23.159	1.756	1.716	39.732	0.016	0.002	NaN	49.000	37.960	41.730	37.895	43.550	19.313	1.821	1.796	34.679	0.064	NaN	-0.065	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	87.000	42.575	38.805	42.835	39.390	15.224	0.640	0.596	9.067	-0.003	0.152	0.178
16	15.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16.000	40.950	39.520	41.080	43.940	16.518	4.422	4.414	72.907	-0.065	NaN	0.065	16.000	36.075	45.630	34.125	51.155	23.254	5.859	5.827	135.496	0.504	0.476	-0.040	43.000	34.515	44.525	31.980	49.595	22.857	5.668	5.609	128.195	0.098	0.174	0.058	48.000	36.010	45.305	36.010	46.995	23.255	1.690	1.634	38.008	-0.081	NaN	0.065	50.000	38.025	42.315	37.960	43.615	19.886	1.302	1.288	25.604	-0.508	0.062	0.581	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	88.000	42.770	39.325	42.900	39.520	15.821	0.234	0.202	3.198	-0.393	0.144	0.541
17	16.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17.000	40.950	39.390	41.080	43.940	16.323	4.552	4.544	74.166	0.130	NaN	-0.130	17.000	36.075	45.695	33.735	51.480	23.254	6.240	6.170	143.481	0.343	0.448	0.060	44.000	34.580	44.005	31.915	49.725	22.425	6.310	6.271	140.633	0.663	0.145	-0.499	49.000	36.075	45.240	36.010	46.930	23.159	1.691	1.653	38.274	0.018	-0.065	-0.067	51.000	37.960	41.470	37.960	43.745	19.276	2.275	2.225	42.884	0.937	0.130	-0.845	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	89.000	42.705	39.130	42.965	39.585	15.684	0.524	0.467	7.330	0.265	0.089	-0.202
18	17.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18.000	40.885	39.650	41.080	43.940	16.653	4.294	4.279	71.259	-0.264	NaN	0.257	18.000	36.140	45.500	33.670	51.415	23.128	6.410	6.328	146.354	0.158	-0.035	-0.205	45.000	34.515	44.265	31.785	49.855	22.631	6.221	6.169	139.602	-0.103	0.174	0.262	50.000	36.010	45.240	36.010	46.930	23.192	1.690	1.634	37.898	-0.019	NaN	-1.194E-17	52.000	38.025	42.120	37.895	43.810	19.835	1.695	1.682	33.361	-0.543	0.070	0.643	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	90.000	42.640	39.065	42.900	39.650	15.616	0.640	0.596	9.312	0.129	0.033	-0.086
19	18.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	19.000	40.885	39.780	41.080	43.940	16.783	4.165	4.149	69.636	-0.130	NaN	0.130	19.000	36.140	45.500	33.345	51.545	23.128	6.660	6.530	151.031	0.202	0.254	NaN	46.000	34.515	44.200	31.850	49.920	22.611	6.310	6.275	141.897	0.107	0.031	-0.059	51.000	36.075	44.915	36.010	46.995	23.066	2.081	2.027	46.758	0.393	0.065	-0.327	53.000	37.895	41.665	37.895	43.875	19.367	2.210	2.158	41.802	0.477	0.065	-0.455	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	91.000	42.835	39.260	43.030	39.585	15.882	0.379	0.335	5.319	-0.261	0.011	0.268
20	19.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	20.000	40.885	39.585	41.080	43.940	16.590	4.359	4.343	72.045	0.193	NaN	-0.195	20.000	36.075	45.500	33.085	51.610	23.159	6.802	6.647	153.934	0.117	0.173	0.029	47.000	34.320	44.720	31.785	50.050	23.166	5.902	5.865	135.868	-0.411	0.145	0.553	52.000	36.075	45.045	36.010	47.060	23.129	2.016	1.965	45.440	-0.062	0.065	0.130	54.000	37.960	41.665	37.830	43.940	19.340	2.279	2.252	43.556	0.094	0.069	-0.004	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	92.000	42.705	39.065	42.965	39.650	15.616	0.640	0.596	9.312	0.261	0.033	-0.231
21	20.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	21.000	40.950	39.715	41.080	43.940	16.783	4.227	4.217	70.769	-0.126	NaN	0.132	21.000	36.075	45.435	33.020	51.740	23.159	7.006	6.852	158.678	0.205	0.145	-0.058	48.000	34.450	44.525	31.785	50.115	22.961	6.193	6.153	141.280	0.288	0.059	-0.232	53.000	36.075	45.110	36.010	47.060	23.146	1.951	1.901	43.991	-0.064	NaN	0.065	55.000	38.025	42.185	37.895	44.005	19.631	1.825	1.810	35.524	-0.443	0.060	0.514	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	93.000	42.770	39.065	42.965	39.650	15.425	0.617	0.594	9.164	-0.002	NaN	0.021
22	21.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	22.000	40.950	39.585	41.080	43.940	16.655	4.357	4.345	72.374	0.129	NaN	-0.130	22.000	36.075	45.500	32.630	52.000	23.237	7.356	7.138	165.865	0.286	0.412	0.057	49.000	34.580	44.330	31.785	50.310	22.713	6.601	6.560	149.007	0.407	0.177	-0.232	54.000	36.075	45.110	36.010	47.125	23.129	2.016	1.965	45.440	0.064	0.065	NaN	56.000	38.025	41.535	37.895	44.005	18.918	2.473	2.445	46.255	0.636	NaN	-0.649	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	94.000	43.095	39.455	43.225	39.715	15.978	0.291	0.270	4.310	-0.324	0.174	0.494
23	22.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	23.000	40.885	40.235	41.080	43.940	17.308	3.710	3.692	63.907	-0.653	NaN	0.646	23.000	36.075	45.435	32.500	52.260	23.174	7.705	7.486	173.479	0.348	0.291	-0.058	50.000	34.450	44.590	31.785	50.440	23.022	6.428	6.398	147.305	-0.162	0.118	0.290	55.000	36.075	45.435	36.010	47.190	23.238	1.756	1.715	39.850	-0.250	0.065	0.325	57.000	38.025	41.665	37.895	44.070	18.931	2.409	2.380	45.060	-0.065	0.065	0.130	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	95.000	42.965	39.065	43.225	39.585	15.449	0.581	0.538	8.315	0.268	-0.116	-0.407
24	23.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	24.000	40.820	39.650	41.080	43.940	16.726	4.298	4.271	71.445	0.579	NaN	-0.588	24.000	36.075	45.370	32.630	52.585	23.111	7.995	7.834	181.054	0.348	0.237	-0.059	51.000	34.515	44.395	31.720	50.635	23.022	6.837	6.809	156.769	0.411	0.205	-0.205	56.000	36.010	45.565	36.010	47.255	23.301	1.690	1.636	38.118	-0.079	0.065	0.130	58.000	38.025	41.405	37.895	44.135	18.550	2.733	2.696	50.016	0.316	0.065	-0.260	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	96.000	42.835	39.000	43.160	39.520	15.360	0.613	0.536	8.230	-0.002	-0.090	-0.124
25	24.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	25.000	40.820	39.650	41.080	44.005	17.051	4.363	4.337	73.946	0.065	0.065	NaN	25.000	36.205	44.850	32.565	52.650	22.891	8.608	8.443	193.268	0.609	0.086	-0.526	52.000	34.515	44.525	31.655	50.700	23.084	6.805	6.768	156.241	-0.041	0.086	0.118	57.000	36.010	45.825	35.945	47.320	23.443	1.496	1.463	34.299	-0.173	0.068	0.260	59.000	38.090	41.470	37.830	44.200	18.472	2.742	2.724	50.328	0.028	0.071	0.059	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	97.000	42.575	38.805	43.030	39.715	14.961	1.017	0.927	13.871	0.391	0.116	-0.291
26	25.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	26.000	40.820	40.040	41.080	44.005	17.567	3.974	3.950	69.383	-0.387	NaN	0.389	26.000	36.270	44.590	32.565	52.715	22.734	8.930	8.767	199.310	0.324	0.059	-0.264	53.000	34.840	44.005	31.655	50.830	22.446	7.532	7.487	168.045	0.718	0.118	-0.609	58.000	36.010	46.150	35.945	47.320	23.632	1.172	1.149	27.154	-0.314	NaN	0.324	60.000	38.090	41.990	37.830	44.395	18.981	2.419	2.408	45.706	-0.317	0.194	0.517	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	98.000	42.120	37.960	43.290	39.585	14.431	2.002	1.635	23.601	0.708	0.046	-0.952
27	26.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	27.000	40.820	39.910	41.145	43.940	16.655	4.043	4.012	66.827	0.063	-0.060	-0.130	27.000	35.620	46.020	32.240	52.715	23.506	7.500	7.330	172.304	-1.437	0.146	1.569	54.000	34.515	44.460	31.655	50.700	22.961	6.864	6.831	156.849	-0.655	-0.118	0.549	59.000	36.010	46.345	35.945	47.320	23.695	0.977	0.960	22.756	-0.189	NaN	0.195	61.000	38.090	41.795	37.765	44.590	18.918	2.814	2.803	53.024	0.395	0.201	-0.194	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	99.000	43.030	39.130	43.225	39.260	15.695	0.234	0.142	2.227	-1.494	-0.234	1.406
28	27.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	28.000	40.820	39.975	41.080	43.940	16.718	3.974	3.952	66.066	-0.060	-0.004	0.065	28.000	35.555	46.085	32.240	52.845	23.569	7.529	7.376	173.838	0.046	0.117	0.087	55.000	34.515	44.460	31.720	50.635	22.755	6.778	6.749	153.566	-0.083	-0.086	NaN	60.000	36.010	46.410	36.010	47.515	23.758	1.105	1.070	25.426	0.110	0.195	0.065	62.000	38.025	41.665	37.700	44.720	18.804	3.072	3.056	57.464	0.253	0.136	-0.122	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
29	28.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	29.000	40.820	39.845	41.080	43.940	16.588	4.103	4.082	67.706	0.130	NaN	-0.130	29.000	35.620	45.955	32.240	52.910	23.427	7.733	7.579	177.547	0.203	0.058	-0.145	56.000	34.450	44.460	31.720	50.505	22.694	6.633	6.605	149.895	-0.144	-0.118	0.027	61.000	36.010	46.150	36.010	47.580	23.632	1.430	1.384	32.718	0.314	0.065	-0.260	63.000	38.090	41.730	37.700	44.850	18.650	3.144	3.134	58.457	0.078	0.129	0.056	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
30	29.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	30.000	40.755	39.845	41.080	43.940	17.308	4.108	4.076	70.549	-0.005	NaN	-0.005	30.000	36.335	44.330	32.240	52.910	22.387	9.507	9.297	208.124	1.718	NaN	-1.775	57.000	34.580	44.460	31.720	50.440	22.550	6.629	6.585	148.500	-0.020	-0.059	-0.056	62.000	36.010	46.085	35.880	47.710	23.569	1.630	1.606	37.843	0.221	0.140	-0.065	64.000	38.090	41.665	37.700	45.045	18.409	3.402	3.387	62.353	0.253	0.194	-0.065	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	102.000	43.225	38.545	43.290	38.545	15.250	0.065	0.005	0.072	0.005	NaN	NaN
31	30.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	31.000	40.950	40.755	41.080	43.875	17.625	3.123	3.114	54.883	-0.962	-0.065	0.917	31.000	35.685	45.695	32.240	52.845	23.301	7.937	7.786	181.422	-1.511	-0.059	1.512	58.000	34.515	44.460	31.720	50.375	22.448	6.542	6.506	146.050	-0.079	-0.059	0.028	63.000	35.945	46.475	35.815	47.970	23.758	1.501	1.480	35.169	-0.125	0.265	0.394	65.000	38.090	41.600	37.635	45.240	18.586	3.668	3.657	67.963	0.270	0.202	-0.064	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	103.000	42.445	37.895	43.355	39.130	14.564	1.534	1.255	18.277	1.250	0.510	-0.986
