dT	T (0)	dT (0)	Base Mean (0)	Base Local Background (0)	Body Mean (0)	Proj Mean (0)	Tip Mean (0)	Tip Th Mean (0)	Tip Local Background (0)	Length (0)	dL (0)	DCTM (0)	DCBM (0)	T (1)	dT (1)	Base Mean (1)	Base Local Background (1)	Body Mean (1)	Proj Mean (1)	Tip Mean (1)	Tip Th Mean (1)	Tip Local Background (1)	Length (1)	dL (1)	DCTM (1)	DCBM (1)	T (2)	dT (2)	Base Mean (2)	Base Local Background (2)	Body Mean (2)	Proj Mean (2)	Tip Mean (2)	Tip Th Mean (2)	Tip Local Background (2)	Length (2)	dL (2)	DCTM (2)	DCBM (2)	T (3)	dT (3)	Base Mean (3)	Base Local Background (3)	Body Mean (3)	Proj Mean (3)	Tip Mean (3)	Tip Th Mean (3)	Tip Local Background (3)	Length (3)	dL (3)	DCTM (3)	DCBM (3)	T (4)	dT (4)	Base Mean (4)	Base Local Background (4)	Body Mean (4)	Proj Mean (4)	Tip Mean (4)	Tip Th Mean (4)	Tip Local Background (4)	Length (4)	dL (4)	DCTM (4)	DCBM (4)	T (5)	dT (5)	Base Mean (5)	Base Local Background (5)	Body Mean (5)	Proj Mean (5)	Tip Mean (5)	Tip Th Mean (5)	Tip Local Background (5)	Length (5)	dL (5)	DCTM (5)	DCBM (5)	T (6)	dT (6)	Base Mean (6)	Base Local Background (6)	Body Mean (6)	Proj Mean (6)	Tip Mean (6)	Tip Th Mean (6)	Tip Local Background (6)	Length (6)	dL (6)	DCTM (6)	DCBM (6)
35.000	36.000	35.000	249.226	175.973	654.788	174.107	142.600	154.267	121.159	7.823	-0.054	-0.195	-0.262	36.000	35.000	258.667	182.505	654.788	221.629	159.848	179.188	116.136	8.111	8.111	0.206	0.576	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	36.000	35.000	312.724	191.854	654.788	195.295	146.933	175.727	111.113	15.663	0.398	0.322	-0.059	36.000	35.000	209.969	154.131	654.788	164.355	133.870	143.538	117.434	18.673	-0.046	0.000	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	121.000	35.000	295.656	198.024	640.827	200.478	170.156	191.500	125.027	5.570	0.176	-0.020	-0.144
36.000	37.000	36.000	250.310	178.798	657.923	173.609	145.806	151.217	123.020	7.739	-0.084	-0.196	-0.130	37.000	36.000	292.419	183.041	657.923	212.208	156.167	169.750	118.450	8.298	0.187	0.206	0.021	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	37.000	36.000	307.207	194.980	657.923	193.073	143.367	156.450	110.600	15.969	0.306	0.291	0.000	37.000	36.000	215.000	146.701	657.923	165.186	134.769	142.929	114.967	18.627	-0.046	0.000	0.123	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
37.000	38.000	37.000	237.448	180.916	652.169	174.181	147.633	154.182	117.336	7.785	0.046	0.066	0.001	38.000	37.000	284.879	192.656	652.169	208.735	150.188	169.077	118.830	8.455	0.157	0.186	0.020	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	38.000	37.000	317.593	199.500	652.169	194.398	143.429	156.529	112.117	16.191	0.222	0.204	-0.059	38.000	37.000	214.214	146.699	652.169	165.018	135.208	145.769	112.041	18.619	-0.008	0.112	0.033	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
38.000	39.000	38.000	234.655	191.038	650.884	176.339	150.300	167.100	118.572	7.972	0.187	-0.065	-0.260	39.000	38.000	251.069	180.245	650.884	204.314	145.250	154.895	117.603	8.179	-0.276	0.205	0.430	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	39.000	38.000	301.207	210.846	650.884	195.355	156.893	161.840	116.207	16.486	0.295	0.114	-0.118	39.000	38.000	203.074	151.031	650.884	162.754	139.731	149.500	111.338	18.687	0.068	0.112	0.121	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
39.000	40.000	39.000	250.310	193.630	649.388	178.372	149.667	163.533	119.429	8.156	0.184	0.000	-0.130	40.000	39.000	242.242	162.303	649.388	194.222	145.778	156.150	118.486	7.364	-0.815	0.081	0.884	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	40.000	39.000	293.931	203.011	649.388	199.209	149.964	159.304	115.245	16.708	0.222	0.145	-0.059	40.000	39.000	203.731	152.837	649.388	162.983	133.680	138.000	110.649	18.855	0.168	0.226	-0.032	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
40.000	41.000	40.000	267.033	195.981	643.875	185.220	154.267	169.000	122.318	8.221	0.065	0.000	-0.064	41.000	40.000	247.839	164.885	643.875	189.409	144.700	156.158	123.345	7.031	-0.333	-0.143	0.143	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	41.000	40.000	297.724	203.936	643.875	198.452	148.444	160.562	111.062	17.125	0.417	0.323	-0.059	41.000	40.000	194.800	148.629	643.875	161.841	137.778	149.143	110.292	19.150	0.295	0.315	0.057	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
41.000	42.000	41.000	309.192	223.900	648.195	184.471	142.581	158.158	118.500	8.508	0.287	0.066	-0.196	42.000	41.000	249.774	171.307	648.195	191.370	144.786	155.611	118.692	7.448	0.417	0.081	-0.330	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	42.000	41.000	272.931	181.394	648.195	196.660	157.179	165.667	111.189	16.968	-0.157	0.323	0.468	42.000	41.000	205.393	149.078	648.195	161.867	130.833	141.000	113.020	19.394	0.244	0.170	-0.057	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
42.000	43.000	42.000	264.862	208.274	647.093	187.069	149.645	169.769	119.667	8.240	-0.268	-0.065	0.130	43.000	42.000	243.690	169.610	647.093	189.934	148.367	165.176	122.705	7.253	-0.195	-0.062	0.124	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	43.000	42.000	282.419	186.971	647.093	200.187	148.107	162.118	113.667	17.439	0.471	0.231	-0.145	43.000	42.000	220.333	153.400	647.093	163.167	140.917	152.846	111.304	19.643	0.249	0.145	-0.088	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
43.000	44.000	43.000	258.897	202.000	646.943	190.786	152.344	164.579	121.053	8.164	-0.076	0.000	0.129	44.000	43.000	237.517	167.858	646.943	190.900	152.071	170.071	123.475	7.410	0.157	-0.062	-0.206	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	44.000	43.000	290.111	185.054	646.943	202.089	151.714	176.333	110.824	17.745	0.306	0.383	0.000	44.000	43.000	203.407	152.815	646.943	163.373	133.593	144.235	112.416	19.716	0.073	0.177	0.089	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
44.000	45.000	44.000	257.276	202.716	645.466	189.694	150.900	166.600	121.217	8.199	0.035	0.000	0.065	45.000	44.000	246.138	179.030	645.466	191.653	142.889	155.684	119.789	7.900	0.490	0.082	-0.391	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	45.000	44.000	282.903	190.442	645.466	199.435	150.100	175.000	109.293	18.300	0.555	0.409	0.000	45.000	44.000	198.536	148.350	645.466	163.663	139.259	144.130	113.824	19.700	-0.016	0.000	0.032	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
45.000	46.000	45.000	258.241	205.108	646.842	190.525	150.188	161.182	121.600	8.218	0.019	0.000	0.000	46.000	45.000	239.690	173.038	646.842	186.426	143.034	174.286	115.778	8.011	0.111	0.144	0.062	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	46.000	45.000	294.613	195.261	646.842	199.577	151.433	169.471	110.450	18.847	0.547	0.358	-0.145	46.000	45.000	202.600	153.366	646.842	163.125	138.778	145.364	114.993	19.616	-0.084	0.000	-0.032	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
46.000	47.000	46.000	253.241	201.000	645.804	188.760	144.806	155.667	118.667	8.317	0.100	0.065	0.000	47.000	46.000	228.387	171.138	645.804	186.868	139.893	157.417	125.741	7.816	-0.195	-0.226	-0.020	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	47.000	46.000	268.857	172.398	645.804	191.793	151.645	160.957	111.627	17.794	-1.053	0.227	1.220	47.000	46.000	214.393	159.500	645.804	163.575	142.308	157.182	116.480	19.811	0.195	0.000	-0.145	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
47.000	48.000	47.000	247.065	194.958	653.418	191.098	150.967	169.533	121.363	8.207	-0.111	-0.065	0.128	48.000	47.000	242.258	185.755	653.418	188.503	134.536	142.174	119.514	8.325	0.509	-0.000	-0.473	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	48.000	47.000	283.848	171.170	653.418	194.412	153.839	161.952	113.000	18.173	0.379	0.196	-0.037	48.000	47.000	200.208	146.306	653.418	164.405	135.375	144.308	114.178	19.581	-0.230	0.114	0.265	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
48.000	49.000	48.000	263.065	201.811	649.621	194.224	150.613	167.111	118.907	8.344	0.138	0.065	-0.132	49.000	48.000	248.621	175.419	649.621	188.804	145.000	156.889	117.898	8.233	-0.092	-0.000	0.062	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	49.000	48.000	259.700	166.531	649.621	183.329	152.645	169.533	113.153	16.696	-1.477	0.262	1.710	49.000	48.000	198.071	151.959	649.621	161.555	146.963	166.692	115.013	19.738	0.157	-0.025	-0.088	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
49.000	50.000	49.000	250.968	200.194	652.039	193.134	148.828	163.400	120.685	8.134	-0.211	0.000	0.197	50.000	49.000	259.774	181.030	652.039	191.940	151.207	166.500	117.384	8.658	0.425	0.124	-0.268	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	50.000	49.000	264.273	163.172	652.039	180.110	148.774	161.800	113.653	16.577	-0.119	0.101	0.267	50.000	49.000	205.071	157.041	652.039	163.197	140.885	151.357	117.946	19.819	0.081	-0.024	-0.089	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
50.000	51.000	50.000	268.276	212.284	655.684	194.689	154.613	170.312	121.920	8.218	0.084	-0.065	-0.195	51.000	50.000	285.345	194.511	655.684	197.104	150.821	180.375	119.465	8.769	0.111	0.020	-0.082	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	51.000	50.000	274.333	168.372	655.684	181.873	158.226	169.000	122.720	16.301	-0.276	-0.100	0.022	51.000	50.000	204.741	152.124	655.684	162.024	144.250	161.909	115.020	19.773	-0.046	0.089	0.089	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
51.000	52.000	51.000	267.516	215.823	655.946	194.927	151.067	172.583	120.486	8.310	0.092	0.000	0.000	52.000	51.000	281.069	184.876	655.946	189.230	139.621	150.227	112.690	9.010	0.241	0.329	0.123	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	52.000	51.000	256.970	169.364	655.946	183.228	145.194	167.900	120.437	16.550	0.249	0.000	-0.167	52.000	51.000	197.857	153.196	655.946	161.492	144.111	151.636	116.007	19.949	0.176	0.089	-0.057	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
52.000	53.000	52.000	261.069	199.617	657.586	193.049	145.867	157.850	120.533	8.134	-0.176	0.065	0.131	53.000	52.000	273.710	192.959	657.586	191.412	138.966	152.471	113.901	9.453	0.444	0.267	-0.144	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	53.000	52.000	275.061	164.020	657.586	181.766	149.484	171.667	118.872	16.320	-0.230	-0.061	0.083	53.000	52.000	204.296	147.144	657.586	161.273	146.458	157.000	116.090	19.838	-0.111	0.057	0.089	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
53.000	54.000	53.000	267.370	206.129	655.433	194.907	149.533	174.400	122.697	8.183	0.049	-0.065	-0.195	54.000	53.000	277.323	188.596	655.433	187.004	140.862	148.652	114.979	9.675	0.222	0.229	-0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	54.000	53.000	265.448	167.710	655.433	183.344	158.176	176.579	118.344	16.247	-0.073	-0.038	0.000	54.000	53.000	206.880	153.923	655.433	162.155	155.111	163.700	117.075	19.838	0.000	0.000	0.057	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
54.000	55.000	54.000	268.517	207.733	661.300	193.484	152.774	162.955	121.613	8.237	0.054	0.000	0.000	55.000	54.000	301.125	200.175	661.300	191.150	146.533	164.500	118.783	10.000	0.325	0.020	-0.267	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	55.000	54.000	271.258	170.109	661.300	187.094	165.031	183.474	123.076	16.266	0.019	-0.061	-0.122	55.000	54.000	205.357	153.949	661.300	160.842	163.333	181.429	117.879	20.014	0.176	0.000	-0.057	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
55.000	56.000	55.000	275.111	209.022	661.734	197.846	155.143	168.000	128.757	8.187	-0.049	-0.196	-0.130	56.000	55.000	301.688	202.784	661.734	193.157	142.929	156.889	115.791	10.157	0.157	0.186	0.062	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	56.000	55.000	279.724	182.293	661.734	187.372	154.613	162.304	122.811	16.507	0.241	-0.023	-0.312	56.000	55.000	220.250	158.074	661.734	161.515	149.871	161.111	128.199	19.789	-0.225	-0.290	-0.089	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
56.000	57.000	56.000	275.724	206.404	667.844	199.590	150.581	170.308	122.293	8.222	0.035	-0.064	0.065	57.000	56.000	336.433	223.412	667.844	198.645	147.469	161.750	113.385	10.823	0.666	0.248	-0.369	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	57.000	56.000	258.207	173.989	667.844	185.001	151.034	160.818	119.493	16.526	0.019	0.000	0.022	57.000	56.000	219.481	169.129	667.844	164.154	158.806	172.350	119.780	19.770	-0.019	-0.056	-0.089	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
57.000	58.000	57.000	281.259	208.791	665.566	197.831	142.207	146.286	120.940	8.303	0.081	0.000	-0.065	58.000	57.000	303.788	197.858	665.566	191.157	151.897	157.250	124.469	10.360	-0.463	0.062	0.492	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	58.000	57.000	268.207	174.979	665.566	185.029	145.968	156.087	117.331	16.732	0.206	0.039	-0.205	58.000	57.000	223.593	155.922	665.566	164.516	165.071	179.875	121.517	19.613	-0.157	-0.056	0.089	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
58.000	59.000	58.000	315.893	223.080	666.696	201.576	151.179	162.385	119.304	8.433	0.130	-0.002	-0.133	59.000	58.000	289.844	188.058	666.696	190.645	143.967	158.368	126.884	10.314	-0.046	0.081	0.143	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	59.000	58.000	269.133	169.634	666.696	186.880	149.655	170.769	114.783	17.065	0.333	0.184	-0.144	59.000	58.000	219.136	161.494	666.696	166.098	149.407	160.238	119.578	19.670	0.057	0.057	0.032	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
59.000	60.000	59.000	314.926	230.500	664.610	207.171	143.833	157.200	119.040	8.444	0.011	0.000	0.001	60.000	59.000	288.290	191.753	664.610	194.671	147.621	161.412	124.417	10.482	0.168	0.143	-0.062	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	60.000	59.000	272.828	169.990	664.610	185.532	146.774	169.000	117.007	17.084	0.019	0.000	0.000	60.000	59.000	223.296	166.591	664.610	166.432	148.926	178.143	118.538	19.743	0.073	0.000	-0.121	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
60.000	61.000	60.000	299.630	216.193	661.753	205.835	151.357	161.500	119.224	8.295	-0.149	0.000	0.131	61.000	60.000	234.065	160.283	661.753	182.602	147.207	153.636	122.514	9.297	-1.186	0.088	1.214	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	61.000	60.000	277.300	169.426	661.753	185.107	156.107	174.769	116.028	17.241	0.157	0.083	-0.144	61.000	60.000	223.286	157.152	661.753	166.459	150.815	158.000	119.705	19.678	-0.065	-0.056	0.089	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
61.000	62.000	61.000	307.200	233.860	663.190	207.162	150.733	162.467	122.311	8.363	0.068	0.000	-0.131	62.000	61.000	289.500	184.972	663.190	192.134	156.156	166.714	133.823	10.103	0.807	-0.081	-0.759	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	62.000	61.000	277.103	172.407	663.190	187.245	154.969	164.615	116.516	17.336	0.095	0.040	0.000	62.000	61.000	215.704	154.379	663.190	167.279	148.100	156.960	119.583	19.540	-0.138	0.000	0.089	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
62.000	63.000	62.000	309.964	231.750	664.365	208.786	145.741	158.222	121.253	8.490	0.127	0.000	-0.065	63.000	62.000	300.312	189.091	664.365	193.442	164.781	174.500	131.280	10.520	0.417	0.187	-0.224	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	63.000	62.000	279.414	172.000	664.365	189.039	153.567	170.857	117.116	17.447	0.111	0.123	0.000	63.000	62.000	211.704	160.088	664.365	167.197	151.357	163.800	119.762	19.510	-0.030	0.000	-0.032	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
63.000	64.000	63.000	284.516	218.527	666.605	207.267	145.821	151.333	119.282	8.295	-0.195	0.000	0.261	64.000	63.000	298.966	205.889	666.605	198.967	151.212	164.778	131.769	11.140	0.620	0.125	-0.554	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	64.000	63.000	280.000	174.097	666.605	189.701	145.970	164.462	113.981	17.688	0.241	0.163	0.000	64.000	63.000	210.857	160.711	666.605	168.309	148.367	168.545	118.868	19.713	0.203	0.000	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
64.000	65.000	64.000	298.125	216.043	668.200	202.733	146.333	165.800	120.272	8.303	0.008	-0.065	-0.001	65.000	64.000	303.033	206.484	668.200	200.522	148.935	155.094	123.714	11.584	0.444	0.200	-0.080	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	65.000	64.000	284.517	177.933	668.200	190.811	144.000	156.133	116.318	18.075	0.387	0.144	-0.144	65.000	64.000	210.185	151.922	668.200	169.481	156.926	164.474	120.904	19.426	-0.287	0.000	0.145	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
65.000	66.000	65.000	313.519	223.886	666.282	203.172	149.750	161.750	119.838	8.203	-0.100	0.000	-0.064	66.000	65.000	278.333	186.673	666.282	188.838	147.545	155.652	127.660	10.772	-0.812	0.063	0.788	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	66.000	65.000	278.034	179.935	666.282	187.479	150.370	164.083	118.903	18.305	0.230	0.146	0.000	66.000	65.000	209.107	162.573	666.282	170.199	149.759	162.625	121.765	19.564	0.138	0.000	-0.089	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
66.000	67.000	66.000	277.310	217.151	668.696	198.378	135.815	144.294	118.430	8.192	-0.011	0.065	0.130	67.000	66.000	256.345	179.041	668.696	185.290	144.917	159.182	136.174	10.402	-0.371	-0.093	0.205	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	67.000	66.000	296.379	176.047	668.696	188.862	144.533	150.870	121.886	18.324	0.019	0.040	0.000	67.000	66.000	209.259	158.315	668.696	169.440	146.615	156.000	117.528	19.575	0.011	0.024	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
