 	dT	T (0)	Base X (0)	Base Y (0)	Tip X (0)	Tip Y (0)	||[body,base]|| (0)	||[base,tip]||  (0)	||[base,tip]|| : [body,base] (0)	[base,tip] ? [body,base] (0)	?||[base,tip]|| : [body,base] (0)	||[tip(t-1),tip(t)]|| : [base,tip] (0)	||[base(t-1),base(t)]|| : [base,tip] (0)	T (1)	Base X (1)	Base Y (1)	Tip X (1)	Tip Y (1)	||[body,base]|| (1)	||[base,tip]||  (1)	||[base,tip]|| : [body,base] (1)	[base,tip] ? [body,base] (1)	?||[base,tip]|| : [body,base] (1)	||[tip(t-1),tip(t)]|| : [base,tip] (1)	||[base(t-1),base(t)]|| : [base,tip] (1)	T (2)	Base X (2)	Base Y (2)	Tip X (2)	Tip Y (2)	||[body,base]|| (2)	||[base,tip]||  (2)	||[base,tip]|| : [body,base] (2)	[base,tip] ? [body,base] (2)	?||[base,tip]|| : [body,base] (2)	||[tip(t-1),tip(t)]|| : [base,tip] (2)	||[base(t-1),base(t)]|| : [base,tip] (2)	T (3)	Base X (3)	Base Y (3)	Tip X (3)	Tip Y (3)	||[body,base]|| (3)	||[base,tip]||  (3)	||[base,tip]|| : [body,base] (3)	[base,tip] ? [body,base] (3)	?||[base,tip]|| : [body,base] (3)	||[tip(t-1),tip(t)]|| : [base,tip] (3)	||[base(t-1),base(t)]|| : [base,tip] (3)	T (4)	Base X (4)	Base Y (4)	Tip X (4)	Tip Y (4)	||[body,base]|| (4)	||[base,tip]||  (4)	||[base,tip]|| : [body,base] (4)	[base,tip] ? [body,base] (4)	?||[base,tip]|| : [body,base] (4)	||[tip(t-1),tip(t)]|| : [base,tip] (4)	||[base(t-1),base(t)]|| : [base,tip] (4)	T (5)	Base X (5)	Base Y (5)	Tip X (5)	Tip Y (5)	||[body,base]|| (5)	||[base,tip]||  (5)	||[base,tip]|| : [body,base] (5)	[base,tip] ? [body,base] (5)	?||[base,tip]|| : [body,base] (5)	||[tip(t-1),tip(t)]|| : [base,tip] (5)	||[base(t-1),base(t)]|| : [base,tip] (5)	T (6)	Base X (6)	Base Y (6)	Tip X (6)	Tip Y (6)	||[body,base]|| (6)	||[base,tip]||  (6)	||[base,tip]|| : [body,base] (6)	[base,tip] ? [body,base] (6)	?||[base,tip]|| : [body,base] (6)	||[tip(t-1),tip(t)]|| : [base,tip] (6)	||[base(t-1),base(t)]|| : [base,tip] (6)
93	92.000	93.000	25.285	14.430	27.690	7.670	18.184	7.175	6.734	122.453	-0.056	-0.061	NaN	93.000	25.220	22.880	33.865	12.090	12.821	13.826	12.451	159.637	-0.216	0.051	0.223	93.000	16.185	28.860	15.665	28.405	2.576	0.691	-0.592	-1.525	-0.235	0.098	-0.135	93.000	18.590	33.215	24.505	41.080	6.895	9.841	9.725	67.051	0.127	0.052	-0.104	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
94	93.000	94.000	25.155	14.755	27.755	7.930	18.085	7.303	6.898	124.743	0.164	-0.220	-0.350	94.000	25.220	22.945	33.865	11.960	12.995	13.979	12.564	163.267	0.113	0.102	-0.051	94.000	16.055	28.600	15.665	28.405	2.535	0.436	-0.390	-0.989	0.202	NaN	0.233	94.000	18.590	33.215	24.375	41.015	6.856	9.711	9.529	65.327	-0.196	-0.130	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
95	94.000	95.000	25.155	14.755	27.755	8.060	18.127	7.182	6.792	123.112	-0.106	-0.121	NaN	95.000	25.025	23.075	33.865	11.960	12.821	14.202	12.767	163.689	0.203	NaN	-0.223	95.000	15.990	28.665	15.730	28.275	2.536	0.469	-0.270	-0.684	0.120	0.072	-0.018	95.000	18.590	33.215	24.375	40.950	6.904	9.659	9.473	65.403	-0.056	-0.052	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
96	95.000	96.000	25.090	14.885	27.690	8.190	18.077	7.182	6.786	122.677	-0.005	-0.145	-0.145	96.000	24.960	23.205	33.865	11.960	12.794	14.344	12.852	164.429	0.086	NaN	-0.142	96.000	15.925	28.535	15.600	28.405	2.538	0.350	-0.318	-0.807	-0.048	0.072	0.109	96.000	18.590	33.215	24.505	41.015	6.910	9.789	9.588	66.248	0.115	0.130	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
97	96.000	97.000	25.090	14.885	27.690	8.255	18.119	7.122	6.730	121.950	-0.056	-0.061	NaN	97.000	25.090	22.945	33.930	11.960	13.082	14.100	12.753	166.837	-0.099	0.041	0.284	97.000	15.860	28.600	15.665	28.405	2.536	0.276	-0.190	-0.482	0.128	-0.046	-1.650E-15	97.000	18.525	33.150	24.570	41.145	6.867	10.023	9.799	67.292	0.211	0.143	-0.091	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
98	97.000	98.000	25.155	14.755	27.755	8.385	18.296	6.880	6.520	119.289	-0.210	-0.096	0.145	98.000	24.960	23.075	33.930	11.895	12.998	14.334	12.872	167.302	0.118	0.051	-0.183	98.000	15.860	28.535	15.665	28.405	2.666	0.234	-0.192	-0.511	-0.002	NaN	0.036	98.000	18.525	33.215	24.505	41.015	7.050	9.829	9.627	67.870	-0.173	-0.143	0.052	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
99	98.000	99.000	25.155	14.690	27.820	8.450	18.338	6.785	6.459	118.439	-0.061	-0.034	0.060	99.000	25.025	23.010	33.995	11.830	13.116	14.334	12.845	168.468	-0.027	0.091	0.091	99.000	15.925	28.665	15.795	28.470	2.798	0.234	-0.139	-0.389	0.053	-0.126	-0.144	99.000	18.590	33.345	24.505	41.015	7.277	9.686	9.508	69.189	-0.118	NaN	0.143	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
100	99.000	100.000	25.155	14.625	27.820	8.515	18.430	6.666	6.360	117.210	-0.099	-0.060	0.060	100.000	25.740	22.230	33.995	11.700	14.157	13.380	12.081	171.024	-0.764	0.102	1.055	100.000	15.795	28.535	15.665	28.470	2.730	0.145	-0.130	-0.355	0.009	0.116	0.174	100.000	18.525	33.150	24.115	40.625	7.149	9.334	9.095	65.019	-0.414	-0.546	-0.195	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
101	100.000	101.000	25.155	14.625	27.690	8.580	18.430	6.555	6.225	114.734	-0.134	-0.110	NaN	101.000	25.740	22.230	33.995	11.570	14.157	13.483	12.139	171.843	0.058	0.103	NaN	101.000	15.795	28.470	15.665	28.340	2.731	0.184	-0.127	-0.346	0.003	0.092	0.046	101.000	18.460	33.085	24.440	40.950	7.058	9.880	9.642	68.048	0.547	0.455	-0.091	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
102	101.000	102.000	25.025	14.950	27.690	8.645	18.155	6.845	6.509	118.173	0.284	-0.060	-0.350	102.000	25.545	22.360	33.995	11.505	13.924	13.756	12.449	173.348	0.311	0.051	-0.222	102.000	15.730	28.340	15.600	28.275	2.620	0.145	-0.121	-0.317	0.006	0.087	0.116	102.000	18.525	33.085	20.280	36.790	6.974	4.100	3.706	25.844	-5.936	-5.540	0.028	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
103	102.000	103.000	25.025	14.885	27.690	8.905	18.161	6.547	6.273	113.931	-0.236	-0.237	0.059	103.000	25.415	22.425	34.060	11.505	13.721	13.928	12.665	173.783	0.216	0.040	-0.132	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	103.000	18.330	32.955	24.505	41.015	6.691	10.154	9.906	66.286	6.201	5.923	-0.222	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
104	103.000	104.000	24.895	14.950	27.625	9.230	18.028	6.338	6.123	110.391	-0.150	-0.321	-0.115	104.000	25.675	22.230	34.125	11.440	14.041	13.705	12.455	174.890	-0.210	0.091	0.314	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	104.000	18.460	33.215	24.505	41.015	6.959	9.868	9.674	67.317	-0.233	NaN	0.285	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
105	104.000	105.000	24.700	15.340	27.430	9.490	17.753	6.456	6.224	110.501	0.101	-0.318	-0.436	105.000	25.610	22.360	34.060	11.440	14.014	13.808	12.551	175.887	0.096	-0.040	-0.143	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	105.000	18.720	33.800	24.375	40.950	7.411	9.116	8.981	66.565	-0.692	-0.132	0.620	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
106	105.000	106.000	24.765	15.275	27.365	9.685	17.753	6.165	5.942	105.490	-0.282	-0.204	0.086	106.000	25.480	22.555	34.125	11.440	13.721	14.081	12.754	175.000	0.203	0.040	-0.234	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	106.000	18.460	33.280	24.440	41.015	6.867	9.777	9.580	65.787	0.599	0.091	-0.570	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
107	106.000	107.000	24.570	15.730	27.365	9.815	17.478	6.542	6.318	110.429	0.376	-0.118	-0.495	107.000	25.610	22.360	33.865	12.090	14.048	13.176	12.152	170.707	-0.602	-0.670	0.233	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	107.000	18.460	33.215	24.440	41.015	6.659	9.829	9.542	63.544	-0.038	NaN	-0.052	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
108	107.000	108.000	24.570	15.600	27.300	9.945	17.485	6.279	6.086	106.419	-0.232	-0.145	0.117	108.000	25.480	22.555	34.060	11.505	13.753	13.990	12.753	175.397	0.601	0.582	-0.234	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	108.000	18.720	33.930	24.310	40.885	7.315	8.923	8.820	64.516	-0.723	-0.183	0.720	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
109	108.000	109.000	24.570	15.665	27.235	10.075	17.352	6.193	6.000	104.108	-0.086	-0.145	-0.059	109.000	25.350	22.620	33.995	11.570	13.493	14.030	12.838	173.221	0.085	-0.091	-0.131	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	109.000	18.590	33.540	24.375	40.885	6.861	9.350	9.201	63.126	0.381	0.040	-0.387	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
110	109.000	110.000	24.505	15.795	27.235	10.140	17.228	6.279	6.104	105.164	0.105	-0.059	-0.145	110.000	25.415	22.620	33.995	11.505	13.498	14.041	12.872	173.749	0.035	0.051	0.040	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	110.000	18.590	33.540	24.440	41.080	6.677	9.543	9.376	62.606	0.175	0.194	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
111	110.000	111.000	24.505	15.925	27.235	10.205	17.136	6.338	6.155	105.481	0.051	-0.059	-0.117	111.000	25.350	22.685	34.060	11.505	13.384	14.172	13.043	174.577	0.171	0.040	-0.091	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	111.000	18.525	33.345	24.375	40.950	6.409	9.595	9.387	60.156	0.011	-0.143	-0.194	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
112	111.000	112.000	24.505	15.990	27.170	10.270	17.004	6.310	6.120	104.058	-0.036	-0.086	-0.059	112.000	25.220	22.750	34.125	11.375	13.126	14.446	13.338	175.071	0.295	0.142	-0.131	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	112.000	18.460	33.410	24.505	41.080	6.305	9.766	9.627	60.696	0.240	0.183	0.011	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
113	112.000	113.000	24.505	16.055	27.105	10.400	16.912	6.224	6.029	101.966	-0.091	-0.145	-0.059	113.000	25.285	22.685	34.060	11.375	13.158	14.315	13.217	173.901	-0.121	-0.040	0.091	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	113.000	18.395	33.345	24.505	41.080	6.165	9.857	9.729	59.978	0.102	NaN	-0.091	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
114	113.000	114.000	24.440	16.185	27.105	10.335	16.872	6.428	6.226	105.046	0.197	0.059	-0.145	114.000	25.285	22.685	34.060	11.375	13.222	14.315	13.263	175.371	0.047	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	114.000	18.395	33.215	24.375	40.950	5.993	9.777	9.574	57.376	-0.154	-0.182	-0.103	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
115	114.000	115.000	24.310	16.575	27.105	10.400	16.597	6.778	6.564	108.942	0.338	-0.059	-0.409	115.000	25.155	22.750	34.060	11.310	13.121	14.497	13.526	177.471	0.263	0.051	-0.131	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	115.000	18.265	33.215	24.375	40.950	5.718	9.857	9.666	55.267	0.092	NaN	-0.081	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
116	115.000	116.000	24.375	16.380	27.170	10.400	16.648	6.601	6.416	106.808	-0.148	0.028	0.204	116.000	25.285	22.620	34.060	11.310	13.176	14.315	13.335	175.701	-0.192	NaN	0.182	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	116.000	18.265	33.150	24.505	41.015	5.711	10.040	9.879	56.421	0.213	0.132	-0.051	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
117	116.000	117.000	24.310	16.510	27.105	10.270	16.597	6.837	6.614	109.782	0.199	0.092	-0.145	117.000	25.285	22.685	34.060	11.375	13.232	14.315	13.321	176.271	-0.013	-0.051	-0.051	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	117.000	18.265	33.020	24.375	41.015	5.634	10.062	9.795	55.191	-0.084	-0.079	-0.103	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
118	117.000	118.000	24.115	17.290	27.170	10.270	16.181	7.656	7.385	119.500	0.771	0.026	-0.793	118.000	25.220	22.620	34.060	11.440	13.396	14.253	13.496	180.796	0.175	-0.051	0.011	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	118.000	18.265	33.020	24.505	41.080	5.305	10.193	9.787	51.917	-0.008	0.131	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
119	118.000	119.000	24.115	16.900	27.105	10.465	16.323	7.096	6.892	112.495	-0.493	-0.204	0.354	119.000	25.155	22.620	33.995	11.570	13.256	14.151	13.350	176.977	-0.146	-0.142	-0.041	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	119.000	18.330	33.150	24.505	41.080	5.644	10.051	9.767	55.128	-0.020	NaN	0.143	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
120	119.000	120.000	24.050	17.160	27.040	10.530	16.222	7.273	7.035	114.117	0.143	-0.086	-0.264	120.000	25.220	22.620	33.930	11.635	13.436	14.019	13.220	177.619	-0.130	-0.091	0.040	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	120.000	18.395	33.215	24.505	41.080	5.707	9.959	9.619	54.895	-0.148	NaN	0.091	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
121	120.000	121.000	23.985	17.615	27.105	10.465	16.071	7.801	7.505	120.607	0.470	0.086	-0.443	121.000	25.155	22.620	33.930	11.830	13.576	13.908	13.242	179.770	0.022	-0.151	-0.041	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	121.000	18.460	33.215	24.375	40.950	5.661	9.737	9.242	52.318	-0.377	-0.182	0.039	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
