dT	T (0)	dT (0)	Base Mean (0)	Base Local Background (0)	Body Mean (0)	Proj Mean (0)	Tip Mean (0)	Tip Th Mean (0)	Tip Local Background (0)	Length (0)	dL (0)	DCTM (0)	DCBM (0)	T (1)	dT (1)	Base Mean (1)	Base Local Background (1)	Body Mean (1)	Proj Mean (1)	Tip Mean (1)	Tip Th Mean (1)	Tip Local Background (1)	Length (1)	dL (1)	DCTM (1)	DCBM (1)	T (2)	dT (2)	Base Mean (2)	Base Local Background (2)	Body Mean (2)	Proj Mean (2)	Tip Mean (2)	Tip Th Mean (2)	Tip Local Background (2)	Length (2)	dL (2)	DCTM (2)	DCBM (2)	T (3)	dT (3)	Base Mean (3)	Base Local Background (3)	Body Mean (3)	Proj Mean (3)	Tip Mean (3)	Tip Th Mean (3)	Tip Local Background (3)	Length (3)	dL (3)	DCTM (3)	DCBM (3)	T (4)	dT (4)	Base Mean (4)	Base Local Background (4)	Body Mean (4)	Proj Mean (4)	Tip Mean (4)	Tip Th Mean (4)	Tip Local Background (4)	Length (4)	dL (4)	DCTM (4)	DCBM (4)	T (5)	dT (5)	Base Mean (5)	Base Local Background (5)	Body Mean (5)	Proj Mean (5)	Tip Mean (5)	Tip Th Mean (5)	Tip Local Background (5)	Length (5)	dL (5)	DCTM (5)	DCBM (5)	T (6)	dT (6)	Base Mean (6)	Base Local Background (6)	Body Mean (6)	Proj Mean (6)	Tip Mean (6)	Tip Th Mean (6)	Tip Local Background (6)	Length (6)	dL (6)	DCTM (6)	DCBM (6)	T (7)	dT (7)	Base Mean (7)	Base Local Background (7)	Body Mean (7)	Proj Mean (7)	Tip Mean (7)	Tip Th Mean (7)	Tip Local Background (7)	Length (7)	dL (7)	DCTM (7)	DCBM (7)	T (8)	dT (8)	Base Mean (8)	Base Local Background (8)	Body Mean (8)	Proj Mean (8)	Tip Mean (8)	Tip Th Mean (8)	Tip Local Background (8)	Length (8)	dL (8)	DCTM (8)	DCBM (8)
52.000	53.000	52.000	206.667	176.872	463.891	142.724	133.312	145.385	111.380	8.849	0.455	0.130	-0.389	53.000	52.000	188.280	162.256	463.891	138.617	121.433	129.667	110.426	13.460	-0.130	-0.000	0.116	53.000	52.000	153.800	145.495	463.891	140.903	141.034	146.833	137.124	0.552	-0.013	-0.058	0.058	56.000	52.000	207.548	175.385	467.804	150.074	132.258	143.750	115.536	4.475	0.046	-0.000	-0.044	53.000	52.000	204.351	161.149	463.891	145.401	119.385	127.056	112.224	10.805	0.452	-0.000	-0.347	53.000	52.000	213.308	174.632	463.891	147.192	120.385	128.733	111.148	8.062	-0.192	0.000	0.120	53.000	52.000	227.857	193.741	463.891	141.602	123.217	130.467	108.549	14.357	-0.065	0.016	0.063	55.000	52.000	229.750	169.922	467.905	156.360	134.185	144.944	120.667	2.946	0.203	-0.000	-0.145	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
53.000	54.000	53.000	199.750	175.412	466.684	143.654	138.606	150.188	113.405	9.117	0.268	-0.000	-0.195	54.000	53.000	194.233	165.697	466.684	139.280	123.333	126.640	110.135	13.590	0.130	-0.000	-0.128	54.000	53.000	150.333	142.952	466.684	149.263	149.263	155.045	137.597	0.483	-0.069	-0.103	-0.021	57.000	53.000	208.900	177.989	471.057	152.036	136.321	147.500	117.566	4.391	-0.084	-0.047	-0.000	54.000	53.000	201.556	162.825	466.684	146.617	119.654	127.214	109.918	10.870	0.065	-0.000	-0.057	54.000	53.000	221.808	184.042	466.684	151.036	120.958	127.071	110.442	8.154	0.092	0.000	-0.129	54.000	53.000	231.345	196.157	466.684	143.072	123.250	129.000	108.377	14.468	0.111	0.063	0.016	56.000	53.000	206.400	166.500	467.804	153.109	137.250	141.565	122.241	2.502	-0.444	-0.055	0.200	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
54.000	55.000	54.000	192.690	163.354	467.905	144.480	133.333	142.625	113.140	9.273	0.157	0.130	-0.011	55.000	54.000	199.741	164.217	467.905	138.820	121.407	130.357	110.108	13.644	0.054	-0.000	-0.012	55.000	54.000	153.958	145.760	467.905	148.350	148.667	161.091	140.851	0.503	0.020	-0.000	-0.036	58.000	54.000	215.786	176.427	472.705	151.491	138.407	144.917	117.731	4.391	0.000	-0.000	-0.048	55.000	54.000	201.133	158.122	467.905	145.824	120.630	138.875	110.568	10.678	-0.192	-0.032	0.145	55.000	54.000	221.276	186.268	467.905	149.997	122.962	129.867	112.483	8.254	0.100	-0.064	0.000	55.000	54.000	222.000	189.427	467.905	141.456	124.643	134.643	108.424	14.338	-0.130	-0.063	0.126	57.000	54.000	212.273	169.375	471.057	151.143	132.484	144.316	120.604	2.529	0.027	0.056	-0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
55.000	56.000	55.000	209.179	172.439	467.804	144.250	133.733	139.000	111.900	9.644	0.371	0.065	-0.319	56.000	55.000	189.481	163.570	467.804	139.039	122.111	126.182	109.432	13.590	-0.054	-0.000	-0.000	56.000	55.000	159.231	147.027	467.804	149.706	150.357	166.286	141.509	0.552	0.049	-0.184	-0.138	59.000	55.000	213.767	177.562	471.552	150.027	134.034	144.706	118.163	4.567	0.176	0.049	-0.049	56.000	55.000	199.032	161.879	467.804	146.384	122.115	129.389	111.633	10.686	0.008	-0.057	-0.114	56.000	55.000	217.643	181.883	467.804	150.193	123.741	133.154	110.447	8.135	-0.119	0.064	0.129	56.000	55.000	205.290	178.638	467.804	141.094	128.417	140.500	109.493	14.040	-0.298	-0.016	0.252	58.000	55.000	194.077	163.494	472.705	152.714	139.448	170.000	121.862	2.410	-0.119	-0.090	0.110	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
56.000	57.000	56.000	213.222	179.570	471.057	145.168	125.567	139.385	114.235	9.904	0.260	0.065	-0.199	57.000	56.000	185.033	161.279	471.057	139.832	129.500	136.824	110.682	13.479	-0.111	-0.064	-0.000	57.000	56.000	167.036	151.709	471.057	154.310	153.000	163.565	144.786	0.598	0.046	-0.087	-0.203	60.000	56.000	213.286	176.626	472.604	149.869	134.607	146.118	117.814	4.448	-0.119	-0.000	0.092	57.000	56.000	195.886	164.587	471.057	143.889	117.593	127.562	110.788	11.065	0.379	0.089	-0.177	57.000	56.000	235.581	188.975	471.057	151.251	124.917	130.556	111.767	8.173	0.038	0.000	-0.064	57.000	56.000	211.519	191.830	471.057	141.401	125.917	132.643	108.604	14.411	0.371	0.221	-0.126	59.000	56.000	215.656	167.551	471.552	155.864	138.655	151.077	126.243	2.559	0.149	-0.177	-0.202	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
57.000	58.000	57.000	210.483	174.344	472.705	145.639	130.900	139.600	115.026	9.996	0.092	-0.065	-0.065	58.000	57.000	187.379	160.365	472.705	138.846	121.926	138.250	111.953	13.506	0.027	-0.000	-0.012	58.000	57.000	172.357	154.300	472.705	152.614	150.133	175.200	141.326	0.649	0.051	0.091	-0.041	61.000	57.000	210.097	179.147	471.836	150.648	127.115	137.800	118.392	4.605	0.157	0.006	-0.086	58.000	57.000	203.581	168.782	472.705	145.151	124.556	133.235	109.290	11.176	0.111	-0.032	-0.202	58.000	57.000	223.679	184.831	472.705	149.610	124.423	133.538	113.000	8.162	-0.011	-0.064	0.000	58.000	57.000	225.714	193.232	472.705	142.270	128.148	133.143	108.265	14.598	0.187	0.047	-0.142	60.000	57.000	203.448	154.976	472.604	156.564	138.214	151.929	128.986	1.940	-0.620	-0.145	0.290	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
58.000	59.000	58.000	198.556	167.117	471.552	145.649	127.464	135.375	115.601	9.969	-0.027	-0.000	-0.065	59.000	58.000	176.071	156.208	471.552	139.583	123.750	136.625	110.142	13.322	-0.184	-0.000	0.215	59.000	58.000	173.885	150.767	471.552	154.688	151.742	165.176	138.281	0.649	0.000	0.091	0.091	62.000	58.000	209.000	172.315	472.539	149.952	123.792	134.364	115.197	4.670	0.065	0.092	0.042	59.000	58.000	203.483	171.738	471.552	145.855	120.889	126.440	111.345	11.268	0.092	-0.000	-0.145	59.000	58.000	231.786	181.946	471.552	150.719	125.958	132.733	110.442	8.154	-0.008	0.064	0.000	59.000	58.000	194.161	169.150	471.552	138.073	123.292	126.714	109.648	14.197	-0.401	0.159	0.519	61.000	58.000	200.600	160.221	471.836	159.543	134.423	146.000	129.444	1.829	-0.111	-0.113	-0.024	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
59.000	60.000	59.000	221.071	169.463	472.604	145.988	120.966	135.000	112.611	10.283	0.314	0.134	-0.121	60.000	59.000	183.966	160.408	472.604	139.012	122.667	127.682	110.264	13.452	0.130	-0.000	-0.192	60.000	59.000	167.593	152.326	472.604	149.708	147.364	162.357	140.219	0.630	-0.019	0.087	0.058	63.000	59.000	206.964	170.976	472.871	152.163	123.160	131.263	114.069	4.586	-0.084	0.092	0.141	60.000	59.000	216.438	171.878	472.604	145.909	125.852	140.250	112.214	11.306	0.038	-0.145	-0.088	60.000	59.000	189.926	157.471	472.604	140.145	121.500	141.400	113.459	7.025	-1.129	-0.065	0.927	60.000	59.000	213.129	183.919	472.604	139.633	127.897	141.000	110.932	14.483	0.287	-0.126	-0.315	62.000	59.000	196.444	155.842	472.539	155.561	137.269	143.900	128.301	1.580	-0.249	-0.144	0.109	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
60.000	61.000	60.000	197.148	159.337	471.836	143.484	125.867	139.500	111.579	10.256	-0.027	0.125	0.190	61.000	60.000	182.074	158.125	471.836	137.227	117.926	127.167	108.952	13.360	-0.092	0.064	0.150	61.000	60.000	168.367	151.635	471.836	154.653	152.800	164.750	138.259	0.714	0.084	-0.051	-0.041	64.000	60.000	179.222	160.109	474.800	147.228	128.292	137.600	115.418	4.330	-0.257	0.141	0.416	61.000	60.000	209.828	175.737	471.836	146.984	131.393	138.800	113.667	11.149	-0.157	-0.176	-0.057	61.000	60.000	223.806	186.545	471.836	150.156	120.083	126.071	111.607	8.043	1.018	0.000	-0.863	61.000	60.000	208.871	177.833	471.836	138.699	129.100	140.737	110.723	14.235	-0.249	-0.079	0.126	63.000	60.000	201.522	156.620	472.871	155.285	136.111	143.560	130.583	1.358	-0.222	-0.062	0.091	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
61.000	62.000	61.000	206.357	165.629	472.539	144.844	127.065	136.091	110.428	10.367	0.111	0.127	0.006	62.000	61.000	172.323	155.072	472.539	136.741	125.429	138.750	109.642	13.222	-0.138	-0.064	0.128	62.000	61.000	179.036	150.653	472.539	155.350	153.633	168.364	138.734	0.625	-0.090	-0.033	-0.000	65.000	61.000	210.733	168.643	475.139	151.793	126.692	138.846	113.462	4.697	0.368	0.183	-0.183	62.000	61.000	213.765	172.519	472.539	146.061	134.357	147.357	114.896	11.122	-0.027	-0.145	-0.057	62.000	61.000	189.704	157.352	472.539	139.584	125.304	135.308	109.393	7.128	-0.915	0.129	0.862	62.000	61.000	222.679	190.670	472.539	140.876	133.724	145.824	113.395	14.292	0.057	-0.142	-0.205	64.000	61.000	222.630	168.500	474.800	162.525	145.111	159.636	130.353	1.469	0.111	-0.091	-0.143	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
62.000	63.000	62.000	191.414	161.242	472.871	143.137	125.182	144.000	110.987	10.164	-0.203	0.065	0.321	63.000	62.000	181.296	155.217	472.871	136.764	119.815	129.636	109.520	13.241	0.019	0.064	-0.054	63.000	62.000	190.387	161.360	472.871	167.934	163.167	180.000	142.326	0.852	0.228	-0.000	-0.181	66.000	62.000	210.194	172.348	477.144	149.967	128.462	135.115	114.707	4.919	0.222	0.092	-0.092	63.000	62.000	217.438	177.827	472.871	146.604	125.966	131.955	117.103	10.984	-0.138	-0.176	-0.057	63.000	62.000	185.600	156.256	472.871	139.746	123.292	130.250	110.804	7.266	0.138	0.000	0.007	63.000	62.000	224.296	187.000	472.871	140.366	128.923	141.909	111.952	14.254	-0.038	-0.000	-0.000	65.000	62.000	213.462	166.589	475.139	163.074	138.308	149.000	132.112	1.431	-0.038	-0.000	0.036	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
63.000	64.000	63.000	219.481	177.012	474.800	144.718	128.750	136.190	112.816	10.616	0.452	0.003	-0.451	64.000	63.000	198.821	160.586	474.800	138.507	126.111	136.188	109.649	13.287	0.046	-0.064	-0.075	64.000	63.000	200.500	156.174	474.800	164.349	159.033	170.737	140.536	0.787	-0.065	0.089	0.121	67.000	63.000	206.538	172.424	474.774	149.167	125.615	133.000	111.767	4.835	-0.084	0.141	0.092	64.000	63.000	193.310	168.301	474.800	144.291	129.345	140.067	112.360	10.551	-0.433	-0.088	0.291	64.000	63.000	232.286	185.623	474.800	149.775	123.577	129.765	110.711	8.135	0.869	-0.064	-0.872	64.000	63.000	203.862	179.753	474.800	139.738	124.958	136.462	110.372	14.235	-0.019	0.063	0.063	66.000	63.000	220.931	166.225	477.144	163.678	144.069	154.048	132.618	1.358	-0.073	-0.090	-0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
64.000	65.000	64.000	213.800	171.365	475.139	145.953	130.345	140.200	112.378	10.424	-0.192	0.004	0.061	65.000	64.000	189.607	164.308	475.139	137.735	121.393	145.000	111.574	13.268	-0.019	-0.000	0.011	65.000	64.000	197.500	162.325	475.139	166.824	160.290	174.857	140.179	0.990	0.203	0.090	-0.090	68.000	64.000	207.000	173.211	472.926	148.616	127.500	138.923	112.869	4.946	0.111	0.050	0.042	65.000	64.000	218.065	177.767	475.139	146.101	129.607	136.762	112.021	10.754	0.203	-0.088	-0.203	65.000	64.000	236.355	188.918	475.139	148.097	122.038	131.308	112.027	8.219	0.084	0.000	-0.064	65.000	64.000	234.286	190.407	475.139	139.689	124.185	131.188	111.671	14.430	0.195	-0.063	-0.189	67.000	64.000	227.393	166.843	474.774	164.524	145.111	152.400	130.952	1.423	0.065	0.091	0.053	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
65.000	66.000	65.000	215.286	173.304	477.144	142.839	129.161	139.688	113.837	10.451	0.027	-0.072	-0.065	66.000	65.000	190.966	157.407	477.144	137.894	122.393	129.059	109.554	13.268	0.000	-0.000	-0.011	66.000	65.000	195.933	164.830	477.144	163.095	153.343	169.136	143.783	0.952	-0.038	-0.000	0.052	69.000	65.000	211.821	171.220	474.170	149.647	131.346	138.500	113.221	4.862	-0.084	0.042	0.092	66.000	65.000	211.733	179.615	477.144	145.226	127.379	137.000	116.691	10.433	-0.322	-0.291	-0.000	66.000	65.000	230.655	182.479	477.144	148.648	118.692	128.105	111.128	8.200	-0.019	0.009	0.000	66.000	65.000	247.600	202.500	477.144	141.982	120.292	128.143	108.760	14.560	0.130	0.063	-0.126	68.000	65.000	211.700	164.747	472.926	164.008	143.852	149.783	130.545	1.396	-0.027	-0.000	0.035	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
66.000	67.000	66.000	224.846	173.129	474.774	144.055	129.429	137.417	110.993	10.665	0.214	0.130	-0.130	67.000	66.000	190.964	157.603	474.774	137.321	124.812	136.083	108.845	13.249	-0.019	-0.000	0.075	67.000	66.000	183.250	156.505	474.774	161.446	157.400	172.111	142.312	0.760	-0.192	-0.000	0.141	70.000	66.000	228.852	179.488	477.069	150.270	124.240	131.529	113.163	5.176	0.314	0.183	-0.135	67.000	66.000	216.233	179.640	474.774	145.500	121.893	130.833	113.694	10.322	-0.111	-0.088	-0.000	67.000	66.000	223.571	180.156	474.774	148.482	128.115	141.875	110.523	8.070	-0.130	-0.009	0.129	67.000	66.000	255.852	199.256	474.774	140.657	115.333	120.650	109.047	14.678	0.119	0.079	-0.000	69.000	66.000	237.097	171.266	474.170	168.713	146.621	156.500	131.946	1.526	0.130	-0.000	-0.145	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
67.000	68.000	67.000	228.607	172.824	472.926	143.522	131.621	141.231	109.299	10.933	0.268	0.130	-0.133	68.000	67.000	192.500	154.949	472.926	136.241	121.500	128.938	110.838	13.176	-0.073	-0.000	0.064	68.000	67.000	192.400	155.745	472.926	161.688	152.581	168.529	140.620	0.879	0.119	0.092	-0.000	71.000	67.000	226.655	182.791	473.348	151.486	126.280	136.062	112.986	5.230	0.054	0.092	-0.000	68.000	67.000	218.267	180.221	472.926	145.389	126.143	135.154	111.592	10.249	-0.073	-0.029	0.029	68.000	67.000	219.613	181.260	472.926	145.473	124.444	132.267	113.272	8.105	0.035	-0.064	0.000	68.000	67.000	237.786	196.588	472.926	139.359	121.348	129.364	110.042	14.292	-0.387	-0.205	0.126	70.000	67.000	222.871	176.949	477.069	167.304	149.267	161.812	135.979	1.461	-0.065	-0.123	-0.033	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
68.000	69.000	68.000	238.194	177.239	474.170	145.915	130.333	142.000	112.331	10.937	0.003	-0.003	-0.000	69.000	68.000	184.435	157.585	474.170	135.282	121.630	128.591	109.824	13.000	-0.176	-0.000	-0.000	69.000	68.000	190.857	153.438	474.170	163.525	156.871	174.333	139.745	0.833	-0.046	0.092	0.092	72.000	68.000	225.414	187.966	474.264	151.043	120.409	126.667	112.946	5.460	0.230	0.135	-0.049	69.000	68.000	213.517	173.977	474.170	142.896	126.897	137.000	112.171	9.870	-0.379	-0.058	0.318	69.000	68.000	226.800	188.853	474.170	147.548	123.542	133.462	111.833	8.162	0.057	0.064	-0.064	69.000	68.000	236.923	197.224	474.170	140.453	122.333	135.571	108.737	14.357	0.065	-0.016	-0.079	71.000	68.000	196.417	167.797	473.348	162.869	142.857	157.056	132.465	1.312	-0.149	0.090	0.145	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
69.000	70.000	69.000	217.963	177.642	477.069	144.711	131.667	144.500	112.712	11.155	0.219	0.130	0.068	70.000	69.000	184.095	160.590	477.069	134.805	121.444	134.000	108.047	13.065	0.065	0.064	0.010	70.000	69.000	201.357	158.872	477.069	165.940	158.519	169.176	142.761	0.852	0.019	-0.034	-0.055	73.000	69.000	218.839	189.631	474.435	148.808	122.545	130.692	112.291	5.598	0.138	0.141	-0.000	70.000	69.000	208.296	177.034	477.069	144.433	123.815	129.476	110.958	9.805	-0.065	0.058	0.058	70.000	69.000	237.548	187.385	477.069	149.097	122.957	128.765	112.146	8.173	0.011	0.000	-0.064	70.000	69.000	245.857	205.390	477.069	141.624	123.538	129.722	109.470	14.487	0.130	-0.000	-0.111	72.000	69.000	188.038	160.341	474.264	156.324	139.074	150.556	134.392	1.220	-0.092	-0.000	0.089	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
70.000	71.000	70.000	224.935	181.931	473.348	143.646	128.750	144.250	112.847	11.185	0.030	0.136	-0.062	71.000	70.000	203.241	162.603	473.348	135.958	118.037	126.909	110.020	13.241	0.176	-0.000	-0.075	71.000	70.000	197.393	159.494	473.348	168.985	163.419	184.929	143.781	0.806	-0.046	0.038	0.091	74.000	70.000	214.129	186.649	477.404	147.897	122.520	131.636	113.733	5.689	0.092	0.041	-0.044	71.000	70.000	193.964	173.842	473.348	141.351	123.074	128.429	114.041	9.426	-0.379	-0.145	0.145	71.000	70.000	192.185	158.907	473.348	137.484	124.500	161.000	112.199	7.128	-1.045	0.000	0.862	71.000	70.000	250.074	197.807	473.348	140.488	120.348	131.875	108.510	14.468	-0.019	0.079	0.063	73.000	70.000	193.792	159.341	474.435	155.262	146.214	153.474	131.434	1.239	0.019	0.090	0.053	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
71.000	72.000	71.000	217.517	178.931	474.264	143.962	126.400	134.000	111.902	11.307	0.122	0.133	-0.000	72.000	71.000	208.550	169.449	474.264	136.950	119.885	133.286	110.146	13.157	-0.084	-0.064	-0.011	72.000	71.000	193.458	159.100	474.264	162.949	158.667	174.250	143.507	0.695	-0.111	0.056	0.089	75.000	71.000	221.133	180.976	476.599	149.292	123.500	127.000	111.712	5.605	-0.084	0.049	0.086	72.000	71.000	211.200	179.814	474.264	144.751	127.375	136.231	110.723	9.648	0.222	-0.029	-0.116	72.000	71.000	185.444	158.299	474.264	137.267	118.920	126.438	111.105	7.136	0.008	0.008	0.064	72.000	71.000	248.655	206.085	474.264	140.759	122.913	132.600	109.385	14.495	0.027	-0.063	-0.063	74.000	71.000	198.833	162.506	477.404	152.898	142.444	151.733	129.755	1.285	0.046	0.107	0.107	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
72.000	73.000	72.000	209.222	178.165	474.435	143.049	126.786	145.571	109.878	11.353	0.046	0.130	0.068	73.000	72.000	213.458	168.726	474.435	135.836	119.367	129.846	108.987	13.176	0.019	0.011	-0.053	73.000	72.000	207.407	170.920	474.435	169.494	155.767	171.222	143.171	0.898	0.203	-0.000	-0.145	76.000	72.000	211.643	178.471	478.734	148.572	121.292	130.556	112.145	5.605	0.000	0.089	0.048	73.000	72.000	212.357	191.305	474.435	145.309	125.769	129.538	111.514	9.694	0.046	-0.058	-0.175	73.000	72.000	222.586	190.359	474.435	145.940	121.292	125.000	111.591	8.062	0.926	-0.072	-0.919	73.000	72.000	261.333	207.342	474.435	142.053	118.731	125.950	109.487	14.514	0.019	-0.079	-0.063	75.000	72.000	184.304	159.100	476.599	152.427	140.407	149.333	128.490	1.331	0.046	0.091	-0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
