dT	T (0)	dT (0)	Base Mean (0)	Base Local Background (0)	Body Mean (0)	Proj Mean (0)	Tip Mean (0)	Tip Th Mean (0)	Tip Local Background (0)	Length (0)	dL (0)	DCTM (0)	DCBM (0)	T (1)	dT (1)	Base Mean (1)	Base Local Background (1)	Body Mean (1)	Proj Mean (1)	Tip Mean (1)	Tip Th Mean (1)	Tip Local Background (1)	Length (1)	dL (1)	DCTM (1)	DCBM (1)	T (2)	dT (2)	Base Mean (2)	Base Local Background (2)	Body Mean (2)	Proj Mean (2)	Tip Mean (2)	Tip Th Mean (2)	Tip Local Background (2)	Length (2)	dL (2)	DCTM (2)	DCBM (2)	T (3)	dT (3)	Base Mean (3)	Base Local Background (3)	Body Mean (3)	Proj Mean (3)	Tip Mean (3)	Tip Th Mean (3)	Tip Local Background (3)	Length (3)	dL (3)	DCTM (3)	DCBM (3)	T (4)	dT (4)	Base Mean (4)	Base Local Background (4)	Body Mean (4)	Proj Mean (4)	Tip Mean (4)	Tip Th Mean (4)	Tip Local Background (4)	Length (4)	dL (4)	DCTM (4)	DCBM (4)	T (5)	dT (5)	Base Mean (5)	Base Local Background (5)	Body Mean (5)	Proj Mean (5)	Tip Mean (5)	Tip Th Mean (5)	Tip Local Background (5)	Length (5)	dL (5)	DCTM (5)	DCBM (5)	T (6)	dT (6)	Base Mean (6)	Base Local Background (6)	Body Mean (6)	Proj Mean (6)	Tip Mean (6)	Tip Th Mean (6)	Tip Local Background (6)	Length (6)	dL (6)	DCTM (6)	DCBM (6)
0.000	1.000	0.000	359.667	251.659	965.813	280.670	204.679	235.467	137.396	5.714	0.000	NaN	NaN	1.000	0.000	448.179	608.651	965.813	271.379	199.250	222.700	228.027	5.275	0.000	NaN	NaN	1.000	0.000	606.323	187.081	965.813	308.052	212.643	237.889	191.578	5.877	0.000	NaN	NaN	1.000	0.000	375.500	176.894	965.813	244.455	201.679	226.571	172.503	3.923	0.000	NaN	NaN	1.000	0.000	548.185	275.105	965.813	391.054	238.133	283.389	106.014	8.257	0.000	NaN	NaN	1.000	0.000	411.194	180.966	965.813	259.401	186.731	204.500	172.061	3.980	0.000	NaN	NaN	2.000	0.000	258.576	252.578	933.197	225.762	224.857	234.333	231.737	0.676	0.676	NaN	NaN
1.000	2.000	1.000	370.464	268.469	933.197	272.480	188.767	223.933	144.530	5.714	0.000	-0.127	-0.078	2.000	1.000	384.552	239.946	933.197	246.865	189.714	221.071	139.807	5.061	-0.214	0.000	0.247	2.000	1.000	642.114	377.115	933.197	305.630	201.750	236.812	132.342	6.355	0.479	0.183	-0.225	2.000	1.000	344.742	213.953	933.197	238.420	191.033	213.474	128.013	3.961	0.038	0.263	0.195	2.000	1.000	566.207	332.218	933.197	377.742	212.935	258.125	157.884	8.062	-0.195	-0.122	-0.000	2.000	1.000	362.000	241.611	933.197	233.822	171.375	185.765	125.848	4.091	0.111	0.195	0.065	3.000	1.000	406.962	354.045	941.767	257.490	225.000	249.300	235.479	1.935	1.259	0.449	-0.587
2.000	3.000	2.000	359.172	245.647	941.767	277.977	191.750	222.667	136.466	5.611	-0.103	-0.063	-0.016	3.000	2.000	444.533	279.233	941.767	267.170	204.567	243.000	133.899	5.337	0.276	0.000	-0.189	3.000	2.000	629.706	340.878	941.767	299.149	199.414	235.692	133.642	6.539	0.184	0.092	-0.050	3.000	2.000	349.000	213.704	941.767	240.268	190.222	207.056	125.846	4.202	0.241	0.264	0.000	3.000	2.000	554.250	293.657	941.767	371.593	201.286	236.800	143.959	7.794	-0.268	-0.022	0.267	3.000	2.000	360.667	231.650	941.767	240.390	182.333	199.125	123.049	4.229	0.138	0.142	0.065	4.000	2.000	259.548	254.068	938.260	227.250	222.500	235.643	235.059	0.990	-0.945	0.065	0.780
3.000	4.000	3.000	403.677	247.266	938.260	281.823	188.893	224.538	134.414	5.711	0.100	0.017	0.000	4.000	3.000	436.655	228.783	938.260	267.992	210.607	233.000	137.830	5.153	-0.184	0.000	0.104	4.000	3.000	592.406	323.662	938.260	295.327	194.654	218.471	132.946	6.612	0.073	0.183	0.000	4.000	3.000	379.600	243.698	938.260	251.900	197.714	223.312	126.801	4.868	0.666	0.194	-0.394	4.000	3.000	480.655	255.878	938.260	354.932	191.500	233.385	138.897	7.182	-0.612	-0.000	0.593	4.000	3.000	351.926	237.370	938.260	244.504	185.250	204.333	126.273	4.424	0.195	0.136	-0.065	5.000	3.000	298.097	247.710	930.737	250.261	241.714	261.692	236.212	0.863	-0.127	-0.200	-0.142
4.000	5.000	4.000	425.000	252.571	930.737	281.869	197.867	248.500	131.925	5.684	-0.027	0.018	0.000	5.000	4.000	443.429	234.756	930.737	261.805	183.357	225.846	136.479	4.977	-0.176	0.061	0.184	5.000	4.000	649.677	338.440	930.737	294.936	200.481	214.826	128.463	6.964	0.352	0.193	-0.051	5.000	4.000	404.767	242.214	930.737	260.986	193.259	226.636	126.243	5.239	0.371	0.259	-0.070	5.000	4.000	497.710	248.944	930.737	331.367	199.714	254.727	134.042	5.996	-1.186	-0.000	1.093	5.000	4.000	387.848	240.975	930.737	246.287	176.259	192.316	125.732	4.876	0.452	0.137	-0.129	6.000	4.000	313.171	249.897	929.475	251.944	234.483	258.579	236.913	0.760	-0.103	0.000	0.170
5.000	6.000	5.000	370.581	239.962	929.475	275.703	176.929	209.100	128.124	5.673	-0.011	0.143	0.143	6.000	5.000	444.464	230.694	929.475	271.588	206.778	248.750	137.711	4.793	-0.184	-0.062	0.103	6.000	5.000	622.250	349.205	929.475	289.720	204.500	233.611	126.211	7.221	0.257	0.275	-0.041	6.000	5.000	338.146	214.756	929.475	236.492	191.633	222.083	130.159	5.266	0.027	0.134	0.333	6.000	5.000	537.387	268.760	929.475	319.681	199.893	233.474	141.772	6.245	0.249	-0.059	-0.350	6.000	5.000	377.731	227.950	929.475	244.929	179.815	202.923	129.331	4.692	-0.184	0.072	0.072	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6.000	7.000	6.000	413.241	263.433	933.856	285.257	191.036	220.267	127.945	5.792	0.119	0.099	-0.062	7.000	6.000	422.556	210.417	933.856	261.406	186.393	223.500	135.878	4.403	-0.390	0.062	0.473	7.000	6.000	632.276	364.410	933.856	293.711	207.793	244.286	129.340	7.404	0.184	0.183	-0.050	7.000	6.000	329.619	210.808	933.856	241.122	197.600	243.111	125.722	5.572	0.306	0.259	0.000	7.000	6.000	545.594	274.529	933.856	318.813	190.536	230.714	137.103	6.735	0.490	-0.000	-0.409	7.000	6.000	398.593	241.922	933.856	253.178	182.815	198.625	129.275	4.903	0.211	0.149	-0.074	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7.000	8.000	7.000	400.091	276.640	928.691	288.792	190.500	219.944	130.483	5.784	-0.008	0.018	0.161	8.000	7.000	419.115	209.588	928.691	259.126	194.036	228.278	134.152	4.089	-0.314	0.000	0.267	8.000	7.000	603.821	341.241	928.691	281.959	191.964	228.800	128.831	7.615	0.211	0.225	0.050	8.000	7.000	330.829	204.626	928.691	239.656	194.733	219.714	126.884	5.786	0.214	0.324	0.000	8.000	7.000	540.375	264.625	928.691	329.555	196.833	241.857	169.792	6.191	-0.544	-0.521	-0.000	8.000	7.000	374.593	237.245	928.691	246.369	199.071	228.933	127.034	5.079	0.176	0.193	0.064	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
8.000	9.000	8.000	420.393	285.375	934.862	297.536	184.750	212.471	129.725	5.746	-0.038	0.062	0.000	9.000	8.000	424.767	251.845	934.862	265.429	205.400	248.231	140.284	4.200	0.111	-0.061	-0.083	9.000	8.000	587.533	345.415	934.862	286.394	202.536	237.929	130.007	7.753	0.138	0.092	-0.042	9.000	8.000	390.893	249.532	934.862	252.618	211.500	241.467	130.362	6.149	0.363	0.130	-0.464	9.000	8.000	563.833	276.480	934.862	338.004	196.100	245.143	150.361	6.053	-0.138	-0.205	-0.120	9.000	8.000	392.222	242.420	934.862	248.600	183.138	204.611	125.391	5.404	0.325	0.267	-0.064	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
9.000	10.000	9.000	408.857	280.824	934.314	295.266	180.321	215.083	138.727	5.681	-0.065	-0.043	0.000	10.000	9.000	455.036	265.036	934.314	265.795	201.333	232.882	137.872	4.330	0.130	0.000	-0.123	10.000	9.000	545.143	331.469	934.314	285.625	184.786	211.588	129.114	8.002	0.249	0.226	0.000	10.000	9.000	390.885	247.147	934.314	252.758	205.900	243.231	129.300	6.493	0.344	0.260	-0.058	10.000	9.000	519.800	270.000	934.314	336.561	193.964	231.312	156.297	5.720	-0.333	-0.265	0.025	10.000	9.000	369.103	239.240	934.314	243.176	192.393	217.133	123.872	5.580	0.176	0.193	0.064	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
10.000	11.000	10.000	419.733	272.068	927.443	307.644	181.621	221.000	137.182	5.635	-0.046	-0.018	0.018	11.000	10.000	453.333	242.398	927.443	277.885	198.857	244.091	138.068	4.376	0.046	0.062	0.000	11.000	10.000	518.839	295.880	927.443	283.754	190.259	220.818	127.255	8.113	0.111	0.141	0.084	11.000	10.000	368.923	251.896	927.443	251.702	205.769	238.000	132.812	6.653	0.160	0.195	-0.065	11.000	10.000	572.200	286.600	927.443	336.103	198.429	243.133	145.601	5.693	-0.027	-0.119	-0.060	11.000	10.000	382.148	237.602	927.443	244.317	202.069	218.045	127.141	5.756	0.176	0.139	-0.064	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
11.000	12.000	11.000	428.750	280.459	931.814	295.773	175.000	200.714	129.782	5.773	0.138	0.101	-0.020	12.000	11.000	462.600	244.953	931.814	274.976	199.929	235.312	138.834	4.395	0.019	0.000	-0.042	12.000	11.000	493.400	274.978	931.814	275.945	197.240	221.125	129.917	8.132	0.019	0.141	0.092	12.000	11.000	349.630	233.798	931.814	250.977	187.692	210.923	128.905	6.951	0.298	0.260	-0.065	12.000	11.000	414.094	294.130	931.814	328.314	206.964	249.067	160.657	5.169	-0.525	-0.313	0.107	12.000	11.000	376.593	232.740	931.814	244.168	202.357	233.533	126.757	5.951	0.195	0.193	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
12.000	13.000	12.000	424.828	274.649	933.065	309.362	177.400	201.059	133.048	5.819	0.046	0.020	0.000	13.000	12.000	401.667	238.454	933.065	261.363	192.143	233.067	139.637	4.173	-0.222	0.000	0.206	13.000	12.000	495.967	293.826	933.065	275.448	197.828	227.278	125.189	8.408	0.276	0.275	0.007	13.000	12.000	373.462	218.047	933.065	250.428	195.538	220.385	129.151	6.951	0.000	0.195	0.195	13.000	12.000	474.037	307.920	933.065	335.096	210.310	257.400	169.105	5.031	-0.138	-0.350	-0.205	13.000	12.000	375.148	231.461	933.065	245.219	197.481	224.867	128.129	6.172	0.222	0.193	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
13.000	14.000	13.000	430.357	268.680	936.092	312.040	183.929	201.471	132.449	5.792	-0.027	0.062	0.082	14.000	13.000	453.500	245.845	936.092	267.539	190.143	231.700	137.116	4.303	0.130	0.000	-0.124	14.000	13.000	464.179	287.146	936.092	272.781	214.926	261.067	128.750	8.546	0.138	0.183	0.042	14.000	13.000	381.370	234.614	936.092	246.587	188.192	205.467	123.255	7.322	0.371	0.325	-0.065	14.000	13.000	546.607	339.022	936.092	332.684	193.310	232.733	164.833	5.058	0.027	-0.289	-0.350	14.000	13.000	360.080	234.792	936.092	249.740	202.267	241.667	129.815	6.302	0.130	0.139	0.064	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
14.000	15.000	14.000	439.033	267.513	935.821	327.151	181.429	202.438	131.510	5.746	-0.046	0.062	0.081	15.000	14.000	472.448	230.076	935.821	276.837	201.714	243.333	137.648	4.211	-0.092	0.000	0.081	15.000	14.000	483.367	303.097	935.821	276.316	213.560	261.100	139.007	8.775	0.230	0.050	-0.183	15.000	14.000	375.103	242.700	935.821	242.819	189.458	212.556	126.286	7.563	0.241	0.195	-0.068	15.000	14.000	513.536	360.308	935.821	334.833	201.724	255.750	146.448	5.180	0.122	-0.083	-0.205	15.000	14.000	348.407	220.776	935.821	240.283	194.885	228.250	129.034	6.478	0.176	0.193	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
15.000	16.000	15.000	394.586	251.400	938.318	332.916	186.393	217.667	127.020	5.654	-0.092	0.125	0.268	16.000	15.000	457.759	236.922	938.318	275.315	194.536	235.143	140.069	4.138	-0.073	0.000	0.080	16.000	15.000	501.714	299.244	938.318	276.251	213.037	227.125	133.628	8.959	0.184	0.092	-0.042	16.000	15.000	362.172	242.472	938.318	241.049	187.692	202.389	126.973	7.888	0.325	0.195	-0.065	16.000	15.000	539.088	314.548	938.318	350.355	199.536	252.417	143.966	5.318	0.138	-0.061	-0.145	16.000	15.000	349.815	222.263	938.318	244.375	192.833	225.786	129.344	6.497	0.019	0.074	0.010	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
16.000	17.000	16.000	409.545	259.566	939.598	335.968	174.786	197.412	134.597	5.616	-0.038	-0.062	0.000	17.000	16.000	451.276	243.315	939.598	272.094	202.967	234.529	139.765	3.943	-0.195	-0.062	0.125	17.000	16.000	499.933	309.732	939.598	269.520	220.519	260.714	133.400	9.227	0.268	0.141	-0.141	17.000	16.000	370.923	243.274	939.598	244.532	203.667	230.455	131.456	8.007	0.119	0.062	-0.063	17.000	16.000	541.467	336.036	939.598	351.122	207.345	250.933	153.895	5.161	-0.157	-0.166	-0.061	17.000	16.000	382.520	231.744	939.598	246.207	194.700	220.714	129.384	6.692	0.195	0.128	-0.010	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
17.000	18.000	17.000	382.226	254.675	939.863	342.819	183.630	201.450	132.747	5.459	-0.157	-0.081	0.062	18.000	17.000	399.821	224.223	939.863	276.311	203.893	251.083	135.747	3.748	-0.195	0.062	0.248	18.000	17.000	477.167	292.511	939.863	262.144	204.407	221.227	134.444	9.392	0.165	0.177	0.000	18.000	17.000	398.259	263.927	939.863	248.373	183.261	198.533	129.750	8.324	0.317	0.197	-0.130	18.000	17.000	559.710	338.125	939.863	367.364	219.036	269.857	151.444	5.115	-0.046	-0.083	-0.106	18.000	17.000	370.560	223.878	939.863	245.016	197.000	222.267	128.279	6.777	0.084	0.128	0.064	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
18.000	19.000	18.000	380.938	255.671	950.202	350.261	186.714	221.583	133.156	5.497	0.038	0.000	0.000	19.000	18.000	418.433	239.200	950.202	272.520	210.321	250.000	142.233	3.775	0.027	0.000	-0.021	19.000	18.000	484.935	301.211	950.202	267.947	210.407	235.214	130.358	9.695	0.303	0.183	-0.092	19.000	18.000	390.333	237.720	950.202	245.321	196.786	224.364	123.176	8.630	0.306	0.260	0.000	19.000	18.000	556.483	394.241	950.202	366.639	223.552	297.875	158.993	5.161	0.046	-0.144	-0.123	19.000	18.000	358.185	220.178	950.202	248.089	191.571	214.056	126.685	6.914	0.138	0.203	0.010	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
19.000	20.000	19.000	412.966	257.866	948.148	356.236	186.500	219.800	131.107	5.394	-0.103	0.019	0.062	20.000	19.000	460.724	278.860	948.148	275.414	205.464	231.167	139.393	3.978	0.203	0.000	-0.227	20.000	19.000	484.903	289.394	948.148	264.255	210.679	239.286	130.122	9.871	0.176	0.141	0.000	20.000	19.000	408.645	260.759	948.148	244.828	204.292	230.538	127.936	9.009	0.379	0.198	-0.137	20.000	19.000	592.067	375.823	948.148	380.094	228.300	313.750	154.156	5.218	0.057	-0.082	-0.124	20.000	19.000	363.308	217.293	948.148	250.287	201.464	220.316	131.820	7.025	0.111	0.129	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
20.000	21.000	20.000	350.926	209.944	935.418	250.146	187.111	208.118	138.268	3.007	-2.387	-0.023	2.167	21.000	20.000	433.533	245.977	935.418	274.435	201.929	237.188	138.821	3.978	0.000	0.000	0.000	21.000	20.000	477.929	290.133	935.418	265.552	198.840	225.000	134.253	9.898	0.027	0.141	0.049	21.000	20.000	409.966	250.141	935.418	250.187	204.769	224.133	128.814	9.250	0.241	0.195	-0.062	21.000	20.000	588.600	365.023	935.418	386.666	241.357	307.667	149.461	5.172	-0.046	-0.020	-0.020	21.000	20.000	388.714	229.212	935.418	253.969	200.481	233.000	128.122	7.239	0.214	0.129	-0.064	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
21.000	22.000	21.000	360.200	202.315	936.127	252.797	187.833	219.250	132.299	2.987	-0.019	0.000	0.000	22.000	21.000	433.133	233.307	936.127	274.975	222.367	253.611	137.878	3.867	-0.111	0.000	0.122	22.000	21.000	480.586	277.154	936.127	259.872	194.462	204.160	125.385	10.081	0.184	0.226	0.043	22.000	21.000	422.679	255.179	936.127	245.761	207.923	236.000	128.660	9.464	0.214	0.195	0.000	22.000	21.000	561.800	359.453	936.127	376.649	218.107	311.375	148.793	5.199	0.027	-0.000	-0.000	22.000	21.000	379.393	229.819	936.127	255.700	200.808	229.167	133.507	7.304	0.065	0.064	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
22.000	23.000	22.000	356.071	214.815	933.349	253.376	191.786	218.400	131.614	2.987	0.000	0.023	0.023	23.000	22.000	461.161	250.516	933.349	275.737	219.613	264.375	142.415	3.856	-0.011	0.000	0.061	23.000	22.000	471.065	281.948	933.349	262.427	185.962	204.222	127.669	10.284	0.203	0.141	0.000	23.000	22.000	413.000	248.951	933.349	246.434	205.963	232.462	131.047	9.832	0.368	0.195	-0.065	23.000	22.000	590.897	381.679	933.349	409.924	221.179	271.933	144.600	5.356	0.157	-0.000	-0.124	23.000	22.000	358.893	230.010	933.349	253.214	193.923	212.167	133.097	7.369	0.065	0.064	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
23.000	24.000	23.000	368.229	210.396	929.746	258.920	196.185	212.238	130.993	3.247	0.260	0.061	-0.145	24.000	23.000	464.241	276.783	929.746	284.008	215.036	247.750	144.713	3.894	0.038	0.000	-0.061	24.000	23.000	523.788	312.538	929.746	266.633	178.333	204.333	130.567	10.644	0.360	0.099	-0.226	24.000	23.000	385.667	222.114	929.746	249.132	208.889	225.600	132.274	9.713	-0.119	0.133	0.198	24.000	23.000	460.103	280.733	929.746	295.153	219.143	267.438	145.277	3.588	-1.768	-0.000	1.660	24.000	23.000	400.667	232.468	929.746	256.954	192.962	220.833	134.441	7.434	0.065	0.000	-0.074	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
24.000	25.000	24.000	333.690	221.753	927.303	243.971	191.724	230.917	126.288	3.247	0.000	0.106	0.045	25.000	24.000	407.655	256.150	927.303	278.057	218.393	250.867	142.444	3.626	-0.268	0.000	0.289	25.000	24.000	505.794	320.824	927.303	268.960	196.542	208.773	126.945	10.874	0.230	0.092	-0.141	25.000	24.000	397.267	235.989	927.303	245.207	201.481	234.727	133.368	9.862	0.149	0.130	0.000	25.000	24.000	495.200	287.176	927.303	305.649	247.867	303.842	147.007	3.894	0.306	-0.061	-0.328	25.000	24.000	388.481	235.909	927.303	251.118	190.654	205.833	130.331	7.591	0.157	0.129	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
25.000	26.000	25.000	318.250	219.567	926.823	240.834	193.107	222.250	132.555	3.358	0.111	0.000	-0.061	26.000	25.000	407.793	267.828	926.823	289.559	212.286	227.040	144.312	3.813	0.187	0.000	-0.167	26.000	25.000	479.081	291.010	926.823	268.169	184.625	205.923	131.890	10.931	0.057	0.059	0.092	26.000	25.000	373.966	237.802	926.823	246.692	190.077	206.182	129.378	10.011	0.149	0.195	0.000	26.000	25.000	503.000	282.469	926.823	302.415	235.967	305.429	150.236	3.959	0.065	-0.000	-0.061	26.000	25.000	383.321	231.106	926.823	252.115	196.593	219.643	127.781	7.748	0.157	0.138	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
26.000	27.000	26.000	303.385	211.967	959.502	238.953	190.778	226.889	135.333	3.240	-0.119	-0.019	0.019	27.000	26.000	444.750	254.631	959.502	294.745	230.500	270.875	142.938	4.047	0.233	0.000	-0.250	27.000	26.000	527.515	304.500	959.502	263.106	181.808	206.600	128.987	10.996	0.065	0.050	-0.041	27.000	26.000	363.500	230.635	959.502	241.007	195.154	220.000	127.419	10.187	0.176	0.201	0.003	27.000	26.000	466.172	283.433	959.502	318.507	221.679	266.667	143.163	4.070	0.111	0.062	-0.062	27.000	26.000	380.852	231.931	959.502	249.641	185.741	207.059	124.824	7.970	0.222	0.203	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
27.000	28.000	27.000	291.739	207.372	955.504	239.420	193.680	222.571	130.986	3.259	0.019	0.062	0.000	28.000	27.000	454.300	240.125	955.504	299.777	230.100	274.706	147.252	3.936	-0.111	0.000	0.080	28.000	27.000	535.794	311.578	955.504	268.745	188.423	219.500	124.431	11.348	0.352	0.203	-0.091	28.000	27.000	379.871	230.505	955.504	243.094	197.333	226.444	128.055	10.466	0.279	0.195	-0.068	28.000	27.000	450.815	291.970	955.504	309.856	236.036	294.071	148.468	4.246	0.176	-0.000	-0.206	28.000	27.000	376.111	229.902	955.504	245.194	191.500	210.882	127.530	8.108	0.138	0.139	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
28.000	29.000	28.000	283.522	203.500	926.776	235.711	183.179	216.077	126.611	3.343	0.084	0.081	0.018	29.000	28.000	365.871	214.509	926.776	272.254	234.821	282.125	144.130	3.129	-0.807	0.063	0.866	29.000	28.000	492.120	266.877	926.776	250.364	183.792	196.920	123.407	11.559	0.211	0.325	0.445	29.000	28.000	364.321	233.874	926.776	242.198	209.192	236.444	130.860	10.661	0.195	0.192	0.002	29.000	28.000	510.258	322.587	926.776	308.837	231.567	289.214	154.720	4.598	0.352	-0.062	-0.329	29.000	28.000	370.667	226.284	926.776	241.892	187.815	220.900	130.000	8.173	0.065	0.064	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
29.000	30.000	29.000	319.909	244.025	959.232	232.281	181.000	198.722	128.595	3.630	0.287	0.000	-0.330	30.000	29.000	334.484	215.248	959.232	262.949	236.031	300.143	145.553	3.091	-0.038	0.000	0.062	30.000	29.000	400.385	242.968	959.232	240.596	188.667	196.522	123.766	11.045	-0.513	0.286	0.364	30.000	29.000	371.194	239.575	959.232	235.008	202.423	216.278	132.273	10.967	0.306	0.130	-0.133	30.000	29.000	487.000	308.162	959.232	305.945	222.133	261.900	146.853	4.636	0.038	-0.000	-0.062	30.000	29.000	368.074	225.058	959.232	242.304	185.154	205.000	136.965	8.035	-0.138	-0.139	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
30.000	31.000	30.000	335.240	267.791	965.524	231.390	173.222	206.900	126.836	3.936	0.306	0.063	-0.189	31.000	30.000	387.483	209.333	965.524	291.549	254.133	332.727	154.472	2.907	-0.184	-0.124	0.000	31.000	30.000	418.655	253.784	965.524	241.831	170.692	199.727	122.513	11.551	0.506	0.325	-0.171	31.000	30.000	374.214	239.393	965.524	236.296	195.714	221.571	128.221	10.997	0.030	0.128	0.002	31.000	30.000	530.241	357.227	965.524	306.735	216.033	265.286	145.069	5.034	0.398	-0.000	-0.330	31.000	30.000	362.074	225.833	965.524	237.331	189.704	213.667	135.993	7.970	-0.065	-0.064	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
31.000	32.000	31.000	375.367	315.627	966.474	244.824	180.346	206.154	129.083	4.398	0.463	0.000	-0.331	32.000	31.000	414.593	228.271	966.474	299.555	207.138	239.158	153.490	2.926	0.019	0.062	0.000	32.000	31.000	466.967	274.680	966.474	240.758	186.962	200.857	124.740	12.022	0.471	0.142	-0.182	32.000	31.000	359.115	229.772	966.474	235.906	191.481	226.875	136.322	11.185	0.188	0.070	0.000	32.000	31.000	478.444	329.141	966.474	309.984	242.933	298.312	142.786	5.172	0.138	-0.000	-0.164	32.000	31.000	400.241	230.364	966.474	235.640	192.464	206.409	135.027	8.108	0.138	-0.064	-0.075	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
32.000	33.000	32.000	356.207	291.284	964.148	237.224	190.308	211.929	129.041	4.287	-0.111	0.016	0.094	33.000	32.000	420.074	231.247	964.148	293.675	205.536	232.500	146.014	2.880	-0.046	0.000	0.062	33.000	32.000	465.242	267.385	964.148	240.929	186.667	207.900	133.986	12.022	0.000	0.051	0.011	33.000	32.000	365.857	243.198	964.148	232.020	199.750	216.533	135.299	11.254	0.068	0.065	-0.065	33.000	32.000	512.793	359.138	964.148	301.866	214.967	276.333	146.345	5.467	0.295	-0.000	-0.288	33.000	32.000	369.444	231.625	964.148	229.408	184.393	208.417	136.400	7.951	-0.157	-0.064	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
33.000	34.000	33.000	392.690	330.895	966.265	248.606	191.778	209.105	130.473	4.528	0.241	0.000	-0.205	34.000	33.000	438.577	237.758	966.265	301.077	217.429	241.619	142.572	2.750	-0.130	0.000	0.080	34.000	33.000	399.036	234.722	966.265	233.361	197.077	211.600	127.788	11.673	-0.349	0.103	0.404	34.000	33.000	369.483	256.037	966.265	232.575	189.269	210.308	127.368	11.625	0.371	0.195	-0.133	34.000	33.000	524.786	328.146	966.265	307.867	213.036	266.500	138.824	5.505	0.038	0.062	-0.000	34.000	33.000	370.103	221.467	966.265	233.233	178.571	210.000	133.187	7.978	0.027	-0.064	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
34.000	35.000	34.000	351.308	353.038	971.607	243.780	188.185	217.500	129.828	4.620	0.092	0.017	-0.143	35.000	34.000	457.037	273.374	971.607	306.940	216.571	245.389	142.951	2.991	0.241	0.081	-0.125	35.000	34.000	360.893	223.218	971.607	229.785	184.038	199.944	129.408	11.592	-0.081	0.119	0.273	35.000	34.000	342.679	228.556	971.607	230.240	196.333	213.000	131.026	11.479	-0.146	0.063	0.132	35.000	34.000	524.786	372.226	971.607	312.876	226.567	266.842	146.188	5.570	0.065	-0.062	-0.123	35.000	34.000	379.586	227.952	971.607	236.645	183.069	207.188	131.556	7.978	0.000	0.000	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
