T	X	Y	Mean	StdDev	Frame Background	Boundary Background
42.000	23.270	43.680	850.902	476.711	116.878	164.690
43.000	23.335	43.615	850.875	478.661	116.914	164.702
44.000	23.335	43.680	848.393	482.658	116.933	164.491
45.000	23.400	43.680	848.892	482.465	116.888	164.501
46.000	23.335	43.680	849.551	479.246	116.977	164.372
47.000	23.335	43.745	842.789	480.700	116.867	163.406
48.000	23.335	43.745	842.307	481.987	116.849	162.714
49.000	23.400	44.070	840.575	485.823	116.759	162.470
50.000	23.400	44.070	834.893	484.006	116.716	162.102
51.000	23.465	44.070	839.865	482.576	116.733	162.488
52.000	23.660	44.135	827.750	477.429	116.643	161.548
53.000	23.725	43.940	826.769	481.652	116.791	161.667
54.000	23.855	44.005	823.021	479.215	116.685	161.435
55.000	23.855	44.070	822.926	478.457	116.771	161.540
56.000	23.920	43.940	816.762	483.158	116.654	160.651
57.000	23.920	44.200	816.852	485.421	116.635	160.819
58.000	23.855	44.200	812.783	487.912	116.645	160.802
59.000	23.855	44.200	828.292	487.778	116.754	161.191
60.000	23.855	44.135	823.245	490.437	116.777	161.648
61.000	23.855	43.875	823.126	488.219	116.792	161.927
62.000	23.855	44.070	825.581	490.064	116.792	161.712
63.000	23.855	43.940	826.600	497.544	116.784	160.532
64.000	23.855	43.745	815.239	500.249	116.733	159.694
65.000	23.855	43.810	810.597	494.449	116.785	160.945
66.000	23.855	43.745	816.877	495.557	116.809	161.236
67.000	23.855	43.810	819.398	487.152	116.809	161.520
68.000	23.855	43.875	829.120	486.488	116.885	160.695
69.000	23.855	43.875	815.493	486.164	116.831	160.288
70.000	23.790	43.875	820.078	479.837	116.868	160.887
71.000	23.790	43.940	820.008	478.487	116.858	160.893
72.000	23.790	43.875	821.986	473.852	116.974	160.938
73.000	23.790	44.005	827.417	468.985	116.944	161.401
74.000	23.725	43.940	827.306	465.960	116.932	161.090
75.000	23.725	43.940	826.307	463.440	117.033	161.487
76.000	23.725	44.070	826.973	464.280	116.928	161.103
77.000	23.725	44.135	827.829	470.301	116.944	160.764
78.000	23.725	44.265	829.011	469.497	117.081	161.391
79.000	23.725	44.200	826.260	471.301	117.009	161.571
80.000	23.725	44.330	830.783	469.847	117.054	161.719
81.000	23.660	44.395	837.504	472.428	117.055	161.853
82.000	23.660	44.460	838.400	467.949	117.073	162.304
83.000	23.660	44.330	841.018	467.174	117.115	161.495
84.000	23.725	44.330	838.089	467.655	117.172	161.974
85.000	23.660	44.330	843.991	465.832	117.218	162.082
86.000	23.660	44.265	850.848	469.258	117.251	161.920
87.000	23.660	44.330	857.267	473.674	117.323	161.982
88.000	23.660	44.330	856.390	477.829	117.323	161.941
89.000	23.725	44.330	862.322	476.939	117.450	162.298
90.000	23.725	43.680	850.427	476.405	117.303	161.585
91.000	23.790	43.680	851.415	480.596	117.309	162.249
92.000	23.790	43.810	855.981	473.823	117.503	162.729
93.000	23.790	43.810	858.090	473.615	117.486	163.624
94.000	23.790	43.680	852.472	475.436	117.431	163.133
95.000	22.945	43.550	883.587	461.782	117.616	164.766
96.000	23.790	43.485	849.157	478.724	117.401	163.493
97.000	23.790	43.550	850.987	478.786	117.498	163.657
98.000	23.790	43.550	853.325	475.419	117.420	163.531
99.000	23.855	43.485	845.906	477.797	117.418	163.296
100.000	23.790	43.550	846.927	468.717	117.395	163.097
101.000	23.790	43.485	834.473	473.933	117.308	162.216
102.000	23.790	43.615	837.556	469.910	117.370	162.871
103.000	23.790	43.680	846.555	468.047	117.379	163.064
104.000	23.725	43.745	851.867	470.342	117.438	163.345
105.000	23.725	43.745	850.892	466.023	117.443	163.149
106.000	23.660	43.745	846.418	466.716	117.427	163.297
107.000	23.660	43.810	845.388	464.913	117.374	163.225
108.000	23.595	43.940	842.424	469.161	117.512	163.143
109.000	23.725	44.005	839.559	469.377	117.465	162.808
110.000	23.660	43.940	838.534	470.771	117.451	162.696
111.000	23.595	44.005	842.435	468.809	117.522	162.898
112.000	23.660	44.135	846.080	467.639	117.468	162.519
113.000	23.660	43.940	838.270	471.695	117.490	162.534
114.000	23.660	43.940	832.424	468.785	117.369	162.290
115.000	23.660	44.330	851.287	463.991	117.454	161.670
116.000	23.660	44.460	856.723	457.823	117.523	161.701
117.000	23.725	44.330	859.397	457.082	117.469	162.063
118.000	23.010	44.395	889.074	438.135	117.566	161.794
119.000	23.010	44.200	889.299	438.755	117.529	162.179
120.000	25.025	44.070	813.572	464.466	117.284	161.710
121.000	24.895	44.200	811.214	465.410	117.218	161.462
