 	dT	T (0)	Base X (0)	Base Y (0)	Tip X (0)	Tip Y (0)	||[body,base]|| (0)	||[base,tip]||  (0)	||[base,tip]|| : [body,base] (0)	[base,tip] ? [body,base] (0)	?||[base,tip]|| : [body,base] (0)	||[tip(t-1),tip(t)]|| : [base,tip] (0)	||[base(t-1),base(t)]|| : [base,tip] (0)	T (1)	Base X (1)	Base Y (1)	Tip X (1)	Tip Y (1)	||[body,base]|| (1)	||[base,tip]||  (1)	||[base,tip]|| : [body,base] (1)	[base,tip] ? [body,base] (1)	?||[base,tip]|| : [body,base] (1)	||[tip(t-1),tip(t)]|| : [base,tip] (1)	||[base(t-1),base(t)]|| : [base,tip] (1)	T (2)	Base X (2)	Base Y (2)	Tip X (2)	Tip Y (2)	||[body,base]|| (2)	||[base,tip]||  (2)	||[base,tip]|| : [body,base] (2)	[base,tip] ? [body,base] (2)	?||[base,tip]|| : [body,base] (2)	||[tip(t-1),tip(t)]|| : [base,tip] (2)	||[base(t-1),base(t)]|| : [base,tip] (2)	T (3)	Base X (3)	Base Y (3)	Tip X (3)	Tip Y (3)	||[body,base]|| (3)	||[base,tip]||  (3)	||[base,tip]|| : [body,base] (3)	[base,tip] ? [body,base] (3)	?||[base,tip]|| : [body,base] (3)	||[tip(t-1),tip(t)]|| : [base,tip] (3)	||[base(t-1),base(t)]|| : [base,tip] (3)	T (4)	Base X (4)	Base Y (4)	Tip X (4)	Tip Y (4)	||[body,base]|| (4)	||[base,tip]||  (4)	||[base,tip]|| : [body,base] (4)	[base,tip] ? [body,base] (4)	?||[base,tip]|| : [body,base] (4)	||[tip(t-1),tip(t)]|| : [base,tip] (4)	||[base(t-1),base(t)]|| : [base,tip] (4)	T (5)	Base X (5)	Base Y (5)	Tip X (5)	Tip Y (5)	||[body,base]|| (5)	||[base,tip]||  (5)	||[base,tip]|| : [body,base] (5)	[base,tip] ? [body,base] (5)	?||[base,tip]|| : [body,base] (5)	||[tip(t-1),tip(t)]|| : [base,tip] (5)	||[base(t-1),base(t)]|| : [base,tip] (5)	T (6)	Base X (6)	Base Y (6)	Tip X (6)	Tip Y (6)	||[body,base]|| (6)	||[base,tip]||  (6)	||[base,tip]|| : [body,base] (6)	[base,tip] ? [body,base] (6)	?||[base,tip]|| : [body,base] (6)	||[tip(t-1),tip(t)]|| : [base,tip] (6)	||[base(t-1),base(t)]|| : [base,tip] (6)
1	0.000	1.000	19.305	10.595	26.780	11.050	4.944	7.489	6.800	33.618	NaN	NaN	NaN	1.000	11.700	11.830	7.540	13.390	4.831	4.443	3.953	19.097	NaN	NaN	NaN	1.000	12.675	12.740	9.295	17.940	5.029	6.202	6.167	31.012	NaN	NaN	NaN	1.000	17.940	16.315	21.255	22.620	8.597	7.123	7.064	60.730	NaN	NaN	NaN	1.000	24.050	16.185	37.830	24.960	12.070	16.337	16.154	194.984	NaN	NaN	NaN	77.000	21.125	16.965	21.515	17.225	9.787	0.469	0.449	4.394	NaN	NaN	NaN	86.000	18.460	20.085	18.200	20.670	10.659	0.640	0.452	4.821	NaN	NaN	NaN
2	1.000	2.000	19.500	10.660	26.845	11.050	5.147	7.355	6.676	34.358	-0.124	0.065	0.198	2.000	11.570	11.960	7.540	13.390	5.015	4.276	3.773	18.920	-0.180	NaN	0.166	2.000	12.480	12.935	9.360	17.940	5.292	5.898	5.883	31.130	-0.284	-0.034	0.269	2.000	17.810	15.990	21.255	22.620	8.247	7.472	7.413	61.136	0.349	NaN	-0.348	2.000	24.115	16.250	37.830	24.960	12.162	16.247	16.061	195.334	-0.093	NaN	0.090	78.000	21.190	16.965	21.905	17.420	9.829	0.847	0.808	7.939	0.359	0.434	0.055	87.000	18.915	19.435	18.070	21.255	9.158	2.007	1.225	11.217	0.773	0.585	-0.781
3	2.000	3.000	20.670	10.725	26.910	11.050	6.257	6.248	5.837	36.517	-0.839	0.065	1.172	3.000	11.570	12.025	7.540	13.390	5.112	4.255	3.689	18.856	-0.084	NaN	0.021	3.000	12.480	13.065	9.360	17.940	5.465	5.788	5.759	31.472	-0.124	NaN	0.109	3.000	17.745	15.990	21.320	22.815	8.286	7.705	7.631	63.227	0.218	0.203	-0.030	3.000	24.050	16.185	37.830	24.895	12.113	16.302	16.101	195.034	0.040	-0.035	-0.090	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	88.000	18.980	19.370	17.940	21.580	9.888	2.442	1.567	15.497	0.342	0.349	-0.086
4	3.000	4.000	19.305	10.725	27.170	11.115	5.007	7.875	7.034	35.215	1.197	0.263	-1.363	4.000	11.635	12.025	7.540	13.390	5.020	4.317	3.729	18.721	0.040	NaN	-0.062	4.000	12.285	13.260	9.360	17.940	5.670	5.519	5.506	31.219	-0.253	NaN	0.269	4.000	17.745	16.055	21.385	22.880	8.286	7.735	7.653	63.409	0.022	0.088	0.057	4.000	24.115	16.250	37.830	24.895	12.162	16.212	16.018	194.815	-0.083	NaN	0.090	80.000	21.190	16.835	22.685	17.680	9.625	1.717	1.623	15.620	1.623	NaN	NaN	89.000	18.915	19.630	18.005	22.035	9.245	2.571	1.768	16.342	0.200	0.403	0.266
5	4.000	5.000	19.110	10.855	27.430	11.115	4.961	8.324	7.222	35.828	0.188	0.260	-0.191	5.000	11.570	12.090	7.605	13.390	5.069	4.173	3.576	18.129	-0.153	-0.062	0.082	5.000	12.220	13.455	9.360	17.940	5.843	5.319	5.296	30.944	-0.210	NaN	0.199	5.000	17.810	16.120	21.450	23.075	8.391	7.850	7.788	65.348	0.135	0.203	0.088	5.000	23.985	16.250	37.830	24.895	12.113	16.322	16.107	195.106	0.089	NaN	-0.110	81.000	21.125	16.705	23.075	17.940	9.431	2.308	2.228	21.011	0.605	0.469	-0.124	90.000	18.915	19.695	17.940	22.360	10.370	2.838	2.077	21.535	0.309	0.328	0.061
6	5.000	6.000	19.110	10.855	27.755	11.115	4.961	8.649	7.499	37.201	0.277	0.325	NaN	6.000	11.635	12.025	7.540	13.390	4.977	4.317	3.708	18.455	0.131	0.062	-0.082	6.000	12.285	13.390	9.360	18.005	5.756	5.464	5.439	31.303	0.143	0.055	-0.090	6.000	17.810	16.315	21.580	23.270	8.574	7.911	7.824	67.085	0.036	0.233	0.171	6.000	23.985	16.185	37.830	24.895	12.070	16.357	16.160	195.060	0.053	NaN	-0.035	82.000	21.060	16.705	22.945	18.135	9.057	2.366	2.335	21.150	0.107	0.014	-0.052	91.000	18.850	19.760	17.875	22.685	10.260	3.083	2.335	23.956	0.258	0.329	0.082
7	6.000	7.000	19.695	10.920	27.820	11.050	5.437	8.126	7.248	39.411	-0.250	0.064	0.586	7.000	11.570	12.025	7.540	13.390	4.923	4.255	3.723	18.328	0.015	NaN	0.062	7.000	12.285	13.520	9.360	18.005	5.756	5.355	5.323	30.635	-0.116	NaN	0.109	7.000	17.875	16.510	21.515	23.335	8.658	7.735	7.662	66.337	-0.162	0.027	0.203	7.000	23.985	16.185	37.765	24.960	11.985	16.337	16.173	193.843	0.013	-0.020	NaN	83.000	21.060	16.770	22.555	18.135	9.197	2.024	2.019	18.565	-0.316	-0.288	0.044	92.000	18.850	19.630	17.745	22.945	10.200	3.494	2.641	26.934	0.306	0.288	-0.123
8	7.000	8.000	19.695	10.985	28.015	11.050	5.378	8.320	7.471	40.176	0.222	0.195	5.078E-4	8.000	11.700	12.025	7.540	13.390	4.692	4.378	3.826	17.952	0.104	NaN	-0.124	8.000	12.285	13.520	9.490	17.875	5.582	5.175	5.156	28.781	-0.167	-0.180	NaN	8.000	18.005	16.900	21.515	23.335	8.886	7.330	7.258	64.490	-0.404	NaN	0.405	8.000	23.985	16.315	37.765	24.960	11.943	16.267	16.098	192.267	-0.075	NaN	0.069	84.000	21.450	17.680	21.645	17.745	10.040	0.206	0.178	1.783	-1.841	-0.987	0.658	93.000	18.915	19.630	17.680	23.140	10.250	3.721	2.742	28.105	0.101	0.206	-0.022
9	8.000	9.000	19.240	11.115	28.145	11.050	5.063	8.905	7.742	39.200	0.271	0.130	-0.456	9.000	11.115	12.090	7.540	13.390	5.059	3.804	3.503	17.724	-0.323	NaN	0.572	9.000	12.350	13.650	9.490	17.875	5.581	5.102	5.054	28.210	-0.101	NaN	0.071	9.000	18.005	16.965	21.580	23.465	8.909	7.418	7.349	65.466	0.091	0.145	0.057	9.000	23.985	16.315	37.765	24.960	11.951	16.267	16.116	192.601	0.017	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	94.000	18.915	19.565	17.550	23.530	10.217	4.193	3.085	31.523	0.344	0.411	-0.061
10	9.000	10.000	19.110	11.180	28.275	11.050	5.072	9.166	7.803	39.576	0.061	0.130	-0.131	10.000	11.050	12.155	7.475	13.390	5.149	3.782	3.430	17.661	-0.073	0.061	0.083	10.000	12.350	13.585	9.490	17.875	5.553	5.156	5.105	28.350	0.051	NaN	-0.054	10.000	18.005	16.900	21.580	23.595	8.932	7.590	7.537	67.321	0.188	0.115	-0.057	10.000	23.920	16.250	37.960	24.895	11.951	16.488	16.315	194.984	0.199	0.132	-0.089	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	95.000	18.850	19.565	17.420	23.855	10.165	4.522	3.392	34.484	0.307	0.349	0.021
11	10.000	11.000	19.045	11.310	28.405	11.050	5.140	9.364	7.793	40.053	-0.010	0.130	-0.069	11.000	11.115	12.025	7.540	13.390	4.965	3.827	3.521	17.483	0.091	-0.061	-0.107	11.000	12.415	13.650	9.490	17.875	5.557	5.139	5.052	28.075	-0.053	NaN	0.016	11.000	18.070	16.900	21.580	23.790	8.980	7.733	7.704	69.189	0.168	0.174	0.030	11.000	23.920	16.250	38.220	24.895	12.001	16.710	16.523	198.296	0.208	0.223	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	96.000	18.850	19.500	17.355	24.115	10.285	4.851	3.682	37.869	0.290	0.267	-0.062
12	11.000	12.000	19.110	11.310	28.405	11.050	5.285	9.299	7.751	40.961	-0.041	NaN	0.065	12.000	11.180	12.025	7.540	13.390	4.918	3.888	3.524	17.331	0.002	NaN	-0.061	12.000	12.480	13.650	9.555	17.745	5.565	5.032	4.906	27.302	-0.146	-0.144	-0.038	12.000	17.940	16.770	21.710	23.985	8.896	8.141	8.100	72.057	0.396	0.233	-0.175	12.000	23.920	16.315	38.480	25.090	12.134	17.000	16.794	203.780	0.271	0.323	0.034	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	97.000	18.785	19.435	17.290	24.310	9.339	5.099	3.831	35.777	0.149	0.205	-0.043
13	12.000	13.000	18.980	11.245	28.470	11.050	5.210	9.492	7.825	40.771	0.074	0.065	-0.129	13.000	11.115	12.025	7.540	13.390	5.057	3.827	3.464	17.517	-0.060	NaN	0.061	13.000	12.350	13.780	9.555	17.745	5.855	4.851	4.739	27.750	-0.167	NaN	0.181	13.000	17.875	16.575	21.905	24.245	8.811	8.664	8.616	75.915	0.515	0.321	-0.203	13.000	23.855	16.315	38.155	24.895	12.169	16.677	16.438	200.028	-0.356	-0.379	-0.056	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	98.000	18.720	19.500	17.160	24.700	10.151	5.429	4.249	43.129	0.418	0.411	0.081
14	13.000	14.000	20.995	10.790	28.600	11.050	6.856	7.609	7.162	49.103	-0.663	0.130	1.998	14.000	11.310	11.830	7.475	13.390	4.875	4.140	3.751	18.290	0.287	0.060	-0.254	14.000	12.220	14.235	9.555	17.745	6.445	4.407	4.251	27.399	-0.489	NaN	0.441	14.000	17.745	16.315	21.970	24.505	8.643	9.216	9.163	79.193	0.547	0.261	-0.291	14.000	23.855	16.250	38.090	24.895	12.211	16.654	16.420	200.506	-0.018	-0.056	-0.034	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	99.000	18.785	19.435	17.095	25.090	10.175	5.902	4.601	46.817	0.352	0.392	-0.081
15	14.000	15.000	18.980	11.180	28.665	11.050	5.156	9.686	7.986	41.177	0.824	0.065	-2.020	15.000	11.310	11.765	7.475	13.455	4.826	4.191	3.892	18.784	0.141	0.026	-0.026	15.000	12.480	13.910	9.555	17.745	6.011	4.823	4.642	27.902	0.391	NaN	-0.416	15.000	17.810	16.380	22.035	24.765	8.643	9.389	9.345	80.765	0.182	0.261	0.087	15.000	23.985	16.380	38.090	24.895	12.303	16.476	16.235	199.737	-0.185	NaN	0.178	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	100.000	18.785	19.435	17.030	25.350	9.517	6.170	4.706	44.789	0.105	0.268	NaN
16	15.000	16.000	20.865	10.790	28.795	11.050	6.675	7.934	7.435	49.627	-0.552	0.130	1.871	16.000	10.920	12.025	7.345	13.455	5.332	3.850	3.539	18.869	-0.353	0.121	0.459	16.000	12.415	13.975	9.490	17.810	6.156	4.823	4.644	28.591	0.003	0.091	0.091	16.000	17.680	16.120	22.100	24.895	8.414	9.825	9.773	82.231	0.428	0.145	-0.291	16.000	23.985	16.315	38.025	24.895	12.303	16.454	16.228	199.657	-0.007	-0.055	-0.034	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	101.000	18.785	19.435	16.900	25.610	9.484	6.456	4.854	46.031	0.147	0.287	NaN
17	16.000	17.000	20.865	10.790	28.925	11.050	6.735	8.064	7.565	50.954	0.131	0.130	NaN	17.000	10.985	11.960	7.345	13.455	5.194	3.935	3.617	18.789	0.078	NaN	-0.085	17.000	12.480	13.845	9.555	17.810	5.987	4.927	4.750	28.438	0.105	-0.039	-0.143	17.000	17.615	15.990	22.165	25.025	8.293	10.116	10.068	83.490	0.295	0.145	-0.145	17.000	23.985	16.315	37.960	24.895	12.352	16.399	16.188	199.961	-0.040	-0.055	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	102.000	18.720	19.435	16.835	25.740	9.576	6.581	5.022	48.097	0.169	0.143	0.019
18	17.000	18.000	20.865	10.790	29.055	11.050	6.796	8.194	7.696	52.297	0.131	0.130	NaN	18.000	11.765	11.505	7.280	13.520	4.287	4.917	4.452	19.084	0.835	0.086	-0.898	18.000	12.480	13.845	9.490	17.810	5.964	4.966	4.759	28.384	0.009	0.039	NaN	18.000	17.680	15.990	22.230	25.220	8.341	10.291	10.262	85.590	0.194	0.204	0.029	18.000	23.920	16.185	37.830	24.830	12.268	16.378	16.201	198.752	0.013	-0.145	-0.124	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	103.000	18.720	19.370	16.900	25.805	9.517	6.687	5.156	49.069	0.134	0.045	-0.063
19	18.000	19.000	20.215	10.790	28.990	11.050	6.138	8.779	8.099	49.711	0.403	-0.065	-0.650	19.000	11.310	11.830	7.215	13.520	4.875	4.430	4.024	19.617	-0.429	0.060	0.545	19.000	12.415	13.845	9.425	17.810	6.011	4.966	4.787	28.772	0.028	0.039	0.039	19.000	17.680	15.990	22.295	25.415	8.316	10.494	10.461	87.001	0.199	0.204	NaN	19.000	23.985	16.250	37.830	24.830	12.310	16.288	16.100	198.186	-0.101	NaN	0.089	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	104.000	18.720	19.370	16.965	25.675	9.636	6.545	5.086	49.006	-0.070	-0.143	NaN
20	19.000	20.000	19.955	10.790	28.795	11.050	5.961	8.844	8.111	48.351	0.012	-0.195	-0.260	20.000	11.440	11.830	7.215	13.520	4.745	4.550	4.051	19.224	0.028	NaN	-0.121	20.000	12.480	13.845	9.490	17.810	5.964	4.966	4.759	28.384	-0.028	-0.039	-0.039	20.000	17.550	15.730	22.425	25.675	8.051	11.076	11.044	88.915	0.583	0.291	-0.291	20.000	23.985	16.185	37.765	24.830	12.317	16.267	16.110	198.431	0.010	-0.055	-0.035	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	105.000	18.720	19.435	16.965	25.610	9.696	6.420	4.977	48.258	-0.108	-0.063	0.063
21	20.000	21.000	19.825	10.855	28.730	11.115	5.698	8.909	8.042	45.824	-0.069	-0.063	-0.128	21.000	11.765	11.635	7.410	13.455	4.513	4.720	4.249	19.173	0.197	-0.205	-0.375	21.000	12.545	13.715	9.490	17.810	5.890	5.109	4.942	29.110	0.183	NaN	-0.143	21.000	17.745	16.055	22.360	25.870	8.353	10.846	10.817	90.356	-0.228	0.149	0.377	21.000	24.050	16.250	37.830	24.830	12.260	16.233	16.042	196.682	-0.068	0.055	0.090	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	106.000	18.850	19.370	17.030	25.480	9.807	6.375	4.853	47.590	-0.125	-0.143	-0.099
22	21.000	22.000	19.760	10.855	28.730	11.115	5.668	8.974	8.139	46.137	0.097	NaN	-0.065	22.000	11.830	11.635	7.280	13.520	4.378	4.925	4.399	19.262	0.151	0.145	-0.060	22.000	12.740	13.585	9.490	17.745	5.615	5.279	5.030	28.240	0.088	-0.051	-0.222	22.000	17.875	16.380	22.555	26.065	8.666	10.756	10.727	92.967	-0.089	0.260	0.349	22.000	23.985	16.185	37.765	24.830	12.176	16.267	16.104	196.078	0.062	-0.055	-0.090	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	107.000	18.785	19.435	17.030	25.415	9.781	6.232	4.784	46.796	-0.068	-0.062	0.081
23	22.000	23.000	19.500	10.920	28.860	11.050	5.297	9.361	8.219	43.534	0.079	0.129	-0.259	23.000	12.025	11.570	7.085	13.650	4.329	5.360	4.825	20.888	0.426	0.230	-0.205	23.000	12.805	13.585	9.490	17.875	5.661	5.422	5.208	29.482	0.178	0.103	-0.040	23.000	17.875	16.380	22.490	26.325	8.597	10.964	10.929	93.956	0.202	0.208	NaN	23.000	23.985	16.185	37.765	24.830	12.028	16.267	16.079	193.391	-0.025	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	108.000	18.850	19.435	17.030	25.415	9.893	6.251	4.720	46.695	-0.064	NaN	-0.019
24	23.000	24.000	19.305	10.920	28.925	11.050	5.161	9.621	8.305	42.867	0.087	0.065	-0.195	24.000	11.960	11.635	6.890	13.715	4.470	5.480	4.891	21.860	0.066	0.205	0.085	24.000	12.610	13.520	9.425	17.875	5.735	5.395	5.261	30.175	0.053	0.038	0.063	24.000	17.875	16.315	22.555	26.455	8.597	11.168	11.135	95.722	0.205	0.145	-0.059	24.000	23.985	16.185	37.765	24.830	12.070	16.267	16.068	193.953	-0.010	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	109.000	18.915	19.370	17.030	25.350	9.979	6.270	4.680	46.699	-0.040	-0.062	-0.082
25	24.000	25.000	19.240	10.920	28.860	11.050	5.161	9.621	8.305	42.867	3.553E-15	-0.065	-0.065	25.000	12.090	11.635	6.630	13.780	4.345	5.866	5.099	22.156	0.209	0.266	-0.121	25.000	12.480	13.585	9.490	17.875	5.821	5.229	5.130	29.862	-0.131	-0.037	0.128	25.000	17.940	16.315	22.685	26.650	8.643	11.372	11.351	98.105	0.216	0.231	0.027	25.000	23.920	16.120	37.700	24.830	12.028	16.302	16.121	193.902	0.053	-0.055	-0.090	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	110.000	18.915	19.435	17.030	25.285	10.038	6.146	4.572	45.896	-0.108	-0.062	0.062
26	25.000	26.000	19.175	11.050	28.925	11.050	5.120	9.750	8.169	41.828	-0.136	0.065	-0.065	26.000	12.090	11.700	6.435	13.845	4.436	6.048	5.229	23.195	0.129	0.205	0.023	26.000	12.610	13.390	9.490	17.810	5.616	5.410	5.305	29.795	0.175	-0.053	-0.234	26.000	17.875	16.250	22.750	26.780	8.536	11.604	11.570	98.764	0.219	0.145	-0.086	26.000	23.985	16.185	37.765	24.830	12.070	16.267	16.068	193.953	-0.053	0.055	0.090	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	111.000	18.915	19.435	17.030	25.220	9.926	6.084	4.550	45.169	-0.022	-0.062	NaN
27	26.000	27.000	18.980	10.985	28.925	10.985	4.940	9.945	8.374	41.371	0.205	3.980E-18	-0.195	27.000	12.090	11.700	6.175	13.845	4.345	6.292	5.385	23.398	0.157	0.244	NaN	27.000	12.480	13.585	9.490	17.810	5.762	5.176	5.075	29.241	-0.230	NaN	0.234	27.000	17.940	16.445	22.750	26.975	8.703	11.577	11.554	100.563	-0.016	0.177	0.204	27.000	23.855	16.055	37.960	24.830	11.894	16.612	16.421	195.313	0.353	0.166	-0.179	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	112.000	18.915	19.370	17.095	25.155	10.071	6.065	4.573	46.061	0.023	-0.082	-0.062
28	27.000	28.000	18.980	10.985	28.795	11.050	4.886	9.815	8.262	40.366	-0.112	-0.130	NaN	28.000	12.090	11.635	5.915	13.975	4.336	6.604	5.769	25.016	0.384	0.289	-0.023	28.000	12.545	13.585	9.490	17.745	5.762	5.161	5.042	29.051	-0.033	-0.052	-0.038	28.000	17.875	16.380	22.880	27.170	8.597	11.894	11.857	101.932	0.303	0.232	-0.086	28.000	23.920	16.055	37.960	24.830	11.894	16.557	16.372	194.726	-0.049	NaN	0.055	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	113.000	18.915	19.305	17.160	25.090	10.012	6.045	4.589	45.947	0.016	-0.081	-0.062
29	28.000	29.000	18.915	10.985	28.470	11.050	4.922	9.555	7.986	39.305	-0.275	-0.325	-0.065	29.000	12.155	11.570	5.785	14.040	4.253	6.832	5.916	25.164	0.147	0.145	-0.084	29.000	12.675	13.585	9.555	17.680	5.745	5.148	4.964	28.519	-0.078	-0.091	-0.079	29.000	17.810	16.315	22.945	27.365	8.597	12.185	12.146	104.417	0.289	0.204	-0.086	29.000	23.920	16.120	37.960	24.830	12.028	16.522	16.318	196.268	-0.054	NaN	0.034	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	114.000	18.915	19.240	17.160	24.960	9.920	5.983	4.485	44.493	-0.104	-0.124	-0.062
30	29.000	30.000	19.045	10.985	28.275	11.050	5.066	9.230	7.734	39.178	-0.252	-0.195	0.130	30.000	12.220	11.570	5.590	14.105	4.264	7.098	6.052	25.806	0.135	0.205	-0.061	30.000	12.740	13.585	9.555	17.680	5.782	5.188	4.967	28.717	0.003	NaN	-0.040	30.000	17.745	16.185	23.075	27.690	8.513	12.680	12.636	107.573	0.490	0.350	-0.145	30.000	23.920	16.120	37.960	24.830	12.070	16.522	16.307	196.834	-0.011	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	115.000	18.850	19.305	17.095	24.830	10.098	5.797	4.339	43.809	-0.147	-0.104	0.082
31	30.000	31.000	19.435	10.855	28.015	10.985	5.273	8.581	7.469	39.385	-0.265	-0.261	0.388	31.000	12.090	11.505	5.460	14.170	4.336	7.146	6.311	27.365	0.259	0.145	0.096	31.000	12.870	13.455	9.750	17.420	5.637	5.045	4.818	27.163	-0.148	-0.325	-0.183	31.000	17.745	16.185	23.270	27.950	8.491	12.998	12.938	109.863	0.303	0.318	NaN	31.000	23.920	16.120	38.025	24.830	12.021	16.578	16.346	196.509	0.039	0.055	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	116.000	18.850	19.435	17.225	24.635	10.276	5.448	4.122	42.356	-0.217	-0.225	0.124
32	31.000	32.000	19.370	10.855	27.820	10.985	5.306	8.451	7.313	38.802	-0.157	-0.195	-0.065	32.000	12.220	11.440	5.395	14.170	4.213	7.351	6.360	26.795	0.049	0.060	-0.145	32.000	12.935	13.390	9.750	17.420	5.592	5.137	4.868	27.222	0.049	NaN	-0.091	32.000	17.745	16.055	23.400	28.275	8.452	13.465	13.422	113.445	0.483	0.350	-0.118	32.000	23.920	16.055	38.155	24.830	12.070	16.722	16.497	199.124	0.150	0.111	-0.034	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	117.000	18.980	19.500	17.225	24.375	10.388	5.181	3.740	38.849	-0.382	-0.245	0.017
33	32.000	33.000	20.670	10.790	27.820	10.985	6.488	7.153	6.599	42.812	-0.714	NaN	1.298	33.000	12.155	11.505	5.265	14.300	4.264	7.435	6.416	27.361	0.056	0.169	0.085	33.000	13.000	12.740	9.815	17.355	4.937	5.607	5.446	26.888	0.578	-0.090	-0.572	33.000	17.810	16.120	23.595	28.470	8.559	13.638	13.601	116.411	0.179	0.259	0.086	33.000	23.855	15.925	38.415	24.765	11.985	17.033	16.808	201.448	0.311	0.189	-0.123	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	118.000	18.850	19.630	17.290	24.245	10.515	4.872	3.643	38.308	-0.097	-0.144	0.165
34	33.000	34.000	19.500	10.920	27.820	10.985	5.531	8.320	7.268	40.197	0.669	NaN	-1.169	34.000	12.155	11.635	5.135	14.235	4.277	7.486	6.255	26.753	-0.162	0.099	0.045	34.000	12.610	12.870	10.400	16.510	5.121	4.258	4.224	21.632	-1.222	-1.026	0.314	34.000	17.875	16.185	23.725	28.730	8.606	13.842	13.819	118.930	0.218	0.291	0.086	34.000	23.725	15.860	38.480	24.765	11.852	17.234	17.011	201.613	0.204	0.056	-0.145	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	119.000	18.915	19.565	17.355	24.180	10.481	4.872	3.617	37.907	-0.026	-0.082	-0.082
35	34.000	35.000	20.475	10.855	27.820	10.985	6.257	7.346	6.768	42.343	-0.500	NaN	0.974	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	35.000	18.005	16.510	23.920	29.055	8.811	13.870	13.842	121.967	0.023	0.377	0.349	35.000	23.790	15.925	38.350	24.765	11.810	17.033	16.832	198.778	-0.180	-0.111	0.089	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	120.000	18.850	19.565	17.355	24.180	10.430	4.851	3.679	38.371	0.062	NaN	0.020
36	35.000	36.000	20.215	10.790	27.625	10.985	5.934	7.413	6.819	40.459	0.051	-0.195	-0.262	36.000	11.570	11.960	4.745	14.300	4.880	7.215	6.291	30.699	6.291	0.206	0.576	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	36.000	18.005	16.445	23.985	29.380	8.727	14.250	14.225	124.143	0.383	0.322	-0.059	36.000	23.790	15.925	38.350	24.765	11.760	17.033	16.822	197.831	-0.009	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	121.000	18.915	19.435	17.420	24.180	10.276	4.975	3.756	38.600	0.077	-0.020	-0.144
