dT	T (0)	dT (0)	Base Mean (0)	Base Local Background (0)	Body Mean (0)	Proj Mean (0)	Tip Mean (0)	Tip Th Mean (0)	Tip Local Background (0)	Length (0)	dL (0)	DCTM (0)	DCBM (0)	T (1)	dT (1)	Base Mean (1)	Base Local Background (1)	Body Mean (1)	Proj Mean (1)	Tip Mean (1)	Tip Th Mean (1)	Tip Local Background (1)	Length (1)	dL (1)	DCTM (1)	DCBM (1)	T (2)	dT (2)	Base Mean (2)	Base Local Background (2)	Body Mean (2)	Proj Mean (2)	Tip Mean (2)	Tip Th Mean (2)	Tip Local Background (2)	Length (2)	dL (2)	DCTM (2)	DCBM (2)	T (3)	dT (3)	Base Mean (3)	Base Local Background (3)	Body Mean (3)	Proj Mean (3)	Tip Mean (3)	Tip Th Mean (3)	Tip Local Background (3)	Length (3)	dL (3)	DCTM (3)	DCBM (3)	T (4)	dT (4)	Base Mean (4)	Base Local Background (4)	Body Mean (4)	Proj Mean (4)	Tip Mean (4)	Tip Th Mean (4)	Tip Local Background (4)	Length (4)	dL (4)	DCTM (4)	DCBM (4)	T (5)	dT (5)	Base Mean (5)	Base Local Background (5)	Body Mean (5)	Proj Mean (5)	Tip Mean (5)	Tip Th Mean (5)	Tip Local Background (5)	Length (5)	dL (5)	DCTM (5)	DCBM (5)	T (6)	dT (6)	Base Mean (6)	Base Local Background (6)	Body Mean (6)	Proj Mean (6)	Tip Mean (6)	Tip Th Mean (6)	Tip Local Background (6)	Length (6)	dL (6)	DCTM (6)	DCBM (6)	T (7)	dT (7)	Base Mean (7)	Base Local Background (7)	Body Mean (7)	Proj Mean (7)	Tip Mean (7)	Tip Th Mean (7)	Tip Local Background (7)	Length (7)	dL (7)	DCTM (7)	DCBM (7)	T (8)	dT (8)	Base Mean (8)	Base Local Background (8)	Body Mean (8)	Proj Mean (8)	Tip Mean (8)	Tip Th Mean (8)	Tip Local Background (8)	Length (8)	dL (8)	DCTM (8)	DCBM (8)
59.000	60.000	59.000	200.593	151.952	455.462	148.155	136.000	146.417	114.972	12.921	0.084	0.064	6.842E-4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	60.000	59.000	240.424	185.972	455.462	179.978	143.586	156.133	130.000	2.583	0.130	0.091	-0.011	60.000	59.000	207.565	148.247	455.462	155.544	146.684	153.769	117.597	16.519	0.038	0.145	0.057	60.000	59.000	218.133	167.301	455.462	157.548	137.857	148.778	119.622	13.744	0.019	-0.061	-0.084	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	113.000	59.000	193.552	158.153	450.795	162.326	152.364	165.714	121.905	7.040	0.520	-0.065	-0.516	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
60.000	61.000	60.000	195.138	150.359	453.124	147.043	131.174	135.667	115.649	13.029	0.108	0.001	-0.066	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	61.000	60.000	244.467	184.925	453.124	183.526	147.100	158.200	130.826	2.480	-0.103	-0.051	-0.000	61.000	60.000	211.138	148.433	453.124	156.782	151.692	158.947	116.439	16.787	0.268	0.057	-0.088	61.000	60.000	217.000	169.718	453.124	158.055	137.679	151.667	114.822	13.752	0.008	0.048	0.060	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	114.000	60.000	185.129	159.420	452.115	161.855	148.607	152.720	120.979	7.113	0.073	0.065	-0.065	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
61.000	62.000	61.000	202.200	149.609	449.417	146.359	133.857	145.462	113.287	13.005	-0.024	0.000	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	62.000	61.000	247.688	191.253	449.417	183.106	146.929	162.538	129.866	2.610	0.130	0.051	-0.000	62.000	61.000	225.552	150.333	449.417	154.765	143.870	153.182	119.456	16.860	0.073	0.057	0.000	62.000	61.000	219.645	165.744	449.417	159.812	139.607	151.938	114.610	13.852	0.100	0.109	0.060	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	84.000	61.000	170.516	148.073	440.492	157.879	152.069	163.286	145.536	3.442	3.442	0.000	0.000	115.000	61.000	185.742	181.208	450.706	161.945	153.935	165.471	122.622	8.149	1.037	-0.065	-0.916	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
62.000	63.000	62.000	192.250	145.175	450.771	147.118	136.864	146.167	115.555	12.837	-0.168	-0.065	0.128	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	63.000	62.000	226.667	180.013	450.771	183.651	154.862	174.000	129.464	2.323	-0.287	-0.050	0.141	63.000	62.000	214.759	157.116	450.771	153.146	142.652	146.550	117.490	16.952	0.092	0.088	0.000	63.000	62.000	214.000	170.392	450.771	158.156	142.296	157.400	114.464	13.982	0.130	0.145	0.024	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	85.000	62.000	177.852	149.453	439.504	161.536	150.333	160.300	146.632	3.527	0.084	0.018	-0.125	116.000	62.000	170.931	157.745	449.171	159.417	150.194	163.429	119.159	7.893	-0.257	0.065	0.130	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
63.000	64.000	63.000	210.185	165.225	448.548	150.243	139.000	148.333	116.703	13.121	0.284	-0.065	-0.197	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	64.000	63.000	214.808	175.910	448.548	184.000	158.133	183.818	129.790	2.223	-0.100	-0.041	0.050	64.000	63.000	211.379	151.319	448.548	150.904	138.875	146.200	120.497	16.860	-0.092	-0.145	-0.088	64.000	63.000	209.241	165.784	448.548	157.485	140.111	147.150	117.476	14.036	0.054	0.085	0.035	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	86.000	63.000	168.290	154.350	435.484	156.834	139.793	153.944	139.966	3.507	-0.019	-0.164	-0.082	117.000	63.000	187.344	159.933	447.420	160.726	147.636	172.429	120.353	8.413	0.520	0.000	-0.454	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
64.000	65.000	64.000	209.593	153.689	441.579	150.831	140.958	155.273	115.733	13.021	-0.100	0.000	0.002	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	65.000	64.000	240.600	191.581	441.579	196.906	165.939	191.500	132.759	2.480	0.257	-0.000	-0.183	65.000	64.000	212.962	146.989	441.579	153.815	147.870	155.875	121.180	16.619	-0.241	-0.171	0.088	65.000	64.000	217.172	161.135	441.579	158.758	149.276	160.833	113.696	14.120	0.084	0.205	0.145	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	87.000	64.000	172.792	153.516	438.757	160.248	149.958	156.765	140.972	2.796	-0.712	-0.224	0.286	118.000	64.000	174.759	153.990	445.781	158.904	148.909	161.529	122.431	8.325	-0.087	-0.065	0.060	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
65.000	66.000	65.000	205.481	153.440	440.398	150.450	138.724	149.077	114.381	13.105	0.084	0.065	0.001	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	66.000	65.000	264.306	196.432	440.398	201.089	157.688	185.333	135.824	2.553	0.073	0.044	-0.044	66.000	65.000	220.115	149.698	440.398	154.645	149.913	158.875	120.395	16.592	-0.027	0.000	0.000	66.000	65.000	209.964	164.403	440.398	156.856	148.000	155.350	113.832	14.377	0.257	0.315	0.060	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	88.000	65.000	175.548	157.500	440.728	160.056	151.600	160.522	147.157	2.433	-0.363	-0.329	0.123	119.000	65.000	171.182	152.722	445.358	158.681	143.032	153.941	118.381	8.558	0.233	0.065	-0.070	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
66.000	67.000	66.000	209.667	164.441	442.882	149.038	144.643	155.583	117.174	12.959	-0.146	0.000	0.066	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	67.000	66.000	262.941	193.903	442.882	200.366	156.200	179.636	134.737	2.415	-0.138	-0.000	0.092	67.000	66.000	219.207	160.752	442.882	164.407	147.909	160.500	121.930	18.172	1.580	-0.145	-1.391	67.000	66.000	214.069	167.394	442.882	154.404	139.172	156.455	114.000	14.885	0.509	0.265	-0.265	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	89.000	66.000	176.345	158.990	438.315	159.761	148.429	161.308	144.887	2.352	-0.081	-0.225	-0.143	120.000	66.000	168.242	151.079	447.199	156.485	140.968	153.400	119.692	8.635	0.076	0.000	-0.130	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
67.000	68.000	67.000	199.120	174.114	448.544	148.485	138.682	143.450	118.070	12.971	0.011	0.066	-0.068	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	68.000	67.000	255.486	196.927	448.544	200.241	153.226	180.143	134.271	2.369	-0.046	-0.043	0.092	68.000	67.000	208.844	157.565	448.544	163.834	143.240	154.583	119.796	18.494	0.322	0.057	-0.145	68.000	67.000	219.200	166.494	448.544	157.497	139.667	152.083	113.932	15.111	0.225	0.195	0.024	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	90.000	67.000	168.379	158.214	438.863	156.959	150.483	155.710	141.352	1.832	-0.520	-0.182	0.327	121.000	67.000	179.355	152.505	446.196	155.599	148.455	157.263	119.238	8.960	0.325	-0.065	-0.454	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
68.000	69.000	68.000	209.759	161.590	447.700	150.373	134.478	141.667	115.219	13.204	0.233	0.130	-0.136	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	69.000	68.000	263.138	199.795	447.700	201.259	156.677	179.143	134.841	2.296	-0.073	0.002	-0.002	69.000	68.000	219.310	156.417	447.700	167.104	147.478	159.500	119.354	18.670	0.176	0.000	-0.260	69.000	68.000	215.786	166.038	447.700	154.833	133.259	140.652	115.940	15.133	0.022	0.176	0.122	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	91.000	68.000	181.100	159.069	439.652	160.270	149.375	164.000	141.500	2.008	0.176	-0.206	-0.391	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
69.000	70.000	69.000	189.308	152.198	447.399	150.685	138.385	147.231	119.378	12.867	-0.336	-0.195	0.130	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	70.000	69.000	230.933	174.902	447.399	192.050	151.607	159.167	133.128	1.810	-0.487	0.009	0.540	70.000	69.000	223.483	163.071	447.399	166.899	146.238	158.091	123.493	18.903	0.233	-0.030	-0.291	70.000	69.000	221.323	165.241	447.399	154.964	138.250	144.385	120.465	15.030	-0.103	-0.122	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	92.000	69.000	172.433	152.633	441.415	158.037	147.273	153.750	140.440	1.832	-0.176	-0.038	0.145	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
70.000	71.000	70.000	183.690	142.191	445.983	150.782	140.583	153.571	117.240	12.672	-0.195	0.000	0.192	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	71.000	70.000	226.233	183.804	445.983	189.235	150.258	173.091	131.823	2.020	0.211	-0.000	-0.183	71.000	70.000	221.276	157.165	445.983	167.762	150.087	168.750	117.050	19.022	0.119	0.145	0.000	71.000	70.000	221.345	166.562	445.983	155.154	144.500	153.222	123.021	14.681	-0.349	-0.228	0.044	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	93.000	70.000	186.750	158.762	446.553	163.508	146.095	154.923	141.198	2.536	0.704	0.294	-0.348	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
71.000	72.000	71.000	196.000	139.627	447.571	151.181	141.083	150.714	115.644	12.355	-0.317	0.065	0.452	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	72.000	71.000	235.531	186.083	447.571	187.608	155.552	169.562	133.872	2.066	0.046	-0.048	-0.092	72.000	71.000	222.333	153.600	447.571	163.838	149.913	157.688	116.062	19.198	0.176	0.145	0.057	72.000	71.000	223.720	163.643	447.571	153.929	150.036	162.556	128.531	14.226	-0.455	-0.305	0.061	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	94.000	71.000	177.968	149.848	441.609	158.500	142.857	147.889	139.408	2.111	-0.425	0.205	0.630	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
72.000	73.000	72.000	202.600	148.900	447.235	150.477	145.320	152.778	117.338	12.256	-0.100	-0.065	0.067	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	73.000	72.000	237.900	191.435	447.235	187.421	155.733	174.333	132.610	2.150	0.084	-0.042	-0.092	73.000	72.000	214.818	163.765	447.235	165.180	140.238	146.043	112.692	19.631	0.433	0.321	-0.057	73.000	72.000	210.267	166.355	447.235	155.972	146.219	158.000	127.893	14.004	-0.222	-0.228	0.061	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	95.000	72.000	186.724	157.096	442.256	163.132	141.042	150.188	136.007	2.582	0.471	-0.172	-0.677	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
73.000	74.000	73.000	194.963	147.840	445.204	150.303	138.609	150.556	117.958	12.279	0.024	0.000	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	74.000	73.000	240.933	189.422	445.204	190.846	146.071	153.538	133.762	2.250	0.100	0.050	-0.091	74.000	73.000	216.250	162.716	445.204	162.961	136.591	142.867	111.800	20.094	0.463	0.376	-0.115	74.000	73.000	216.241	162.714	445.204	156.120	151.700	170.143	125.014	13.755	-0.249	-0.183	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	96.000	73.000	209.613	167.065	444.614	174.531	142.250	151.211	135.367	5.134	2.552	1.380	-0.966	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
74.000	75.000	74.000	207.862	151.820	445.117	150.550	138.292	145.867	117.034	12.390	0.111	0.000	-0.065	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	75.000	74.000	243.933	184.842	445.117	188.679	152.926	165.250	130.716	2.188	-0.062	-0.000	0.076	75.000	74.000	218.031	163.146	445.117	163.233	146.923	154.857	111.596	20.426	0.333	0.233	-0.058	75.000	74.000	210.071	157.203	445.117	155.676	153.333	162.208	129.076	13.403	-0.352	-0.205	0.182	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	97.000	74.000	231.581	175.731	445.767	182.598	142.963	153.733	134.895	5.742	0.609	0.211	-0.411	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
75.000	76.000	75.000	188.000	140.712	445.765	151.533	136.542	145.333	117.327	12.030	-0.360	0.000	0.325	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	76.000	75.000	249.600	186.324	445.765	187.418	148.250	162.375	130.093	2.307	0.119	0.040	-0.091	76.000	75.000	227.069	165.855	445.765	164.809	145.000	152.706	112.062	20.740	0.314	0.291	-0.030	76.000	75.000	210.750	160.421	445.765	158.132	150.633	164.000	125.903	13.182	-0.222	-0.145	0.061	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	98.000	75.000	221.710	171.913	445.904	177.552	138.586	144.625	135.854	5.299	-0.444	-0.061	0.411	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
76.000	77.000	76.000	197.379	147.234	440.251	147.910	134.692	148.875	115.640	12.268	0.238	0.000	-0.130	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	77.000	76.000	256.452	203.337	440.251	191.895	146.893	156.524	130.293	2.445	0.138	-0.000	-0.183	77.000	76.000	227.034	161.176	440.251	164.479	139.125	149.154	112.777	20.889	0.149	0.231	0.087	77.000	76.000	217.148	160.892	440.251	160.458	153.844	170.474	125.536	12.987	-0.195	-0.205	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	99.000	76.000	239.969	180.400	446.392	182.942	144.778	161.900	138.696	5.326	0.027	-0.472	-0.616	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
77.000	78.000	77.000	189.364	152.708	441.100	149.724	136.542	146.833	115.776	12.363	0.095	0.000	-0.065	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	78.000	77.000	259.871	214.045	441.100	197.714	156.586	170.500	135.264	2.407	-0.038	-0.141	-0.135	78.000	77.000	221.690	165.736	441.100	164.027	133.571	139.167	115.342	21.122	0.233	0.174	0.000	78.000	77.000	210.500	164.342	441.100	160.585	153.069	164.864	130.424	12.608	-0.379	-0.182	0.145	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	100.000	77.000	221.828	175.230	448.953	176.643	150.731	157.929	140.551	4.457	-0.869	-0.434	0.472	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
78.000	79.000	78.000	183.963	150.941	442.965	148.453	134.423	147.800	114.966	12.493	0.130	0.000	-0.256	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	79.000	78.000	275.793	219.732	442.965	192.330	146.966	158.474	133.559	2.480	0.073	-0.000	-0.136	79.000	78.000	212.038	161.929	442.965	162.157	133.250	139.500	121.028	20.992	-0.130	-0.145	-0.058	79.000	78.000	224.393	173.225	442.965	162.060	158.714	169.591	125.287	12.627	0.019	-0.145	-0.182	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	101.000	78.000	231.774	175.738	448.323	178.837	139.480	153.182	140.312	4.143	-0.314	-0.516	-0.289	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
79.000	80.000	79.000	207.167	152.832	433.141	147.389	137.778	145.400	114.516	12.745	0.252	-0.002	-0.262	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	80.000	79.000	268.250	201.025	433.141	192.297	151.536	164.100	131.112	2.480	0.000	0.050	0.042	80.000	79.000	212.000	160.341	433.141	164.766	140.385	150.471	123.078	20.851	-0.141	-0.231	-0.088	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	102.000	79.000	229.571	176.416	445.635	176.924	137.696	144.412	136.443	4.798	0.655	0.472	-0.083	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
80.000	81.000	80.000	210.893	154.438	429.881	148.535	136.923	145.375	114.801	12.726	-0.019	0.002	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	81.000	80.000	261.324	202.378	429.881	192.412	147.207	162.812	132.789	2.407	-0.073	-0.046	0.138	81.000	80.000	208.000	158.322	429.881	163.820	141.367	149.111	124.939	20.732	-0.119	-0.117	0.087	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	103.000	80.000	190.552	151.436	446.855	155.778	141.538	145.318	135.693	2.662	-2.135	-0.174	1.831	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
81.000	82.000	81.000	205.464	154.479	431.648	149.346	138.885	147.000	113.709	12.776	0.049	0.065	-0.065	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	82.000	81.000	244.613	190.918	431.648	186.076	147.034	158.045	132.043	2.288	-0.119	-0.000	0.092	82.000	81.000	208.586	158.126	431.648	163.792	151.935	161.261	125.267	20.583	-0.149	-0.173	-0.088	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	104.000	81.000	237.270	178.440	448.720	176.925	144.880	151.208	137.113	4.473	1.810	-0.086	-1.834	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
82.000	83.000	82.000	212.037	160.713	431.263	150.650	145.846	152.158	117.221	12.887	0.111	-0.065	-0.130	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	83.000	82.000	237.533	187.705	431.263	188.552	152.700	172.588	131.376	2.196	-0.092	-0.000	0.087	83.000	82.000	202.323	159.344	431.263	163.428	158.516	168.524	131.090	20.354	-0.230	-0.203	0.058	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	105.000	82.000	173.500	149.208	444.814	153.747	146.793	157.167	138.433	2.219	-2.254	-0.085	2.005	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
83.000	84.000	83.000	199.857	149.356	440.492	148.599	146.577	152.739	115.905	13.021	0.135	0.065	0.002	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	84.000	83.000	257.655	207.267	440.492	198.234	165.882	184.900	155.266	1.791	-0.406	-0.599	-0.184	84.000	83.000	201.857	154.652	440.492	164.248	159.179	169.826	130.545	20.124	-0.230	-0.173	0.000	84.000	83.000	221.741	168.560	440.492	160.226	152.677	167.174	128.423	11.950	11.950	-0.182	-4.937	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	106.000	83.000	159.300	145.921	443.359	149.923	142.407	151.733	137.811	1.794	-0.425	0.145	0.495	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
84.000	85.000	84.000	194.120	144.962	439.504	148.914	145.231	151.381	119.130	12.676	-0.345	-0.065	0.130	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	85.000	84.000	254.300	205.540	439.504	200.821	172.091	198.333	147.421	1.745	-0.046	-0.089	-0.092	85.000	84.000	194.577	156.705	439.504	161.603	168.393	180.684	133.075	19.818	-0.306	-0.291	-0.058	85.000	84.000	220.862	171.476	439.504	161.750	155.267	167.130	123.972	11.923	-0.027	-0.061	-0.061	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	107.000	84.000	174.219	148.167	444.482	157.467	140.000	143.833	135.889	2.349	0.555	0.000	-0.471	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
85.000	86.000	85.000	195.250	141.414	435.484	151.201	142.615	146.462	118.082	12.634	-0.041	0.000	0.128	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	86.000	85.000	259.935	195.247	435.484	203.426	164.600	183.944	142.941	1.691	-0.054	-0.044	0.044	86.000	85.000	198.913	151.753	435.484	160.804	166.852	186.083	134.027	19.531	-0.287	-0.145	0.058	86.000	85.000	168.857	151.785	435.484	159.608	159.594	177.222	127.195	10.148	-1.775	-0.168	1.461	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	108.000	85.000	223.097	166.549	448.226	176.383	136.053	146.200	136.607	4.411	2.062	0.162	-1.810	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
