 	dT	T (0)	Base X (0)	Base Y (0)	Tip X (0)	Tip Y (0)	||[body,base]|| (0)	||[base,tip]||  (0)	||[base,tip]|| : [body,base] (0)	[base,tip] ? [body,base] (0)	?||[base,tip]|| : [body,base] (0)	||[tip(t-1),tip(t)]|| : [base,tip] (0)	||[base(t-1),base(t)]|| : [base,tip] (0)	T (1)	Base X (1)	Base Y (1)	Tip X (1)	Tip Y (1)	||[body,base]|| (1)	||[base,tip]||  (1)	||[base,tip]|| : [body,base] (1)	[base,tip] ? [body,base] (1)	?||[base,tip]|| : [body,base] (1)	||[tip(t-1),tip(t)]|| : [base,tip] (1)	||[base(t-1),base(t)]|| : [base,tip] (1)	T (2)	Base X (2)	Base Y (2)	Tip X (2)	Tip Y (2)	||[body,base]|| (2)	||[base,tip]||  (2)	||[base,tip]|| : [body,base] (2)	[base,tip] ? [body,base] (2)	?||[base,tip]|| : [body,base] (2)	||[tip(t-1),tip(t)]|| : [base,tip] (2)	||[base(t-1),base(t)]|| : [base,tip] (2)	T (3)	Base X (3)	Base Y (3)	Tip X (3)	Tip Y (3)	||[body,base]|| (3)	||[base,tip]||  (3)	||[base,tip]|| : [body,base] (3)	[base,tip] ? [body,base] (3)	?||[base,tip]|| : [body,base] (3)	||[tip(t-1),tip(t)]|| : [base,tip] (3)	||[base(t-1),base(t)]|| : [base,tip] (3)	T (4)	Base X (4)	Base Y (4)	Tip X (4)	Tip Y (4)	||[body,base]|| (4)	||[base,tip]||  (4)	||[base,tip]|| : [body,base] (4)	[base,tip] ? [body,base] (4)	?||[base,tip]|| : [body,base] (4)	||[tip(t-1),tip(t)]|| : [base,tip] (4)	||[base(t-1),base(t)]|| : [base,tip] (4)	T (5)	Base X (5)	Base Y (5)	Tip X (5)	Tip Y (5)	||[body,base]|| (5)	||[base,tip]||  (5)	||[base,tip]|| : [body,base] (5)	[base,tip] ? [body,base] (5)	?||[base,tip]|| : [body,base] (5)	||[tip(t-1),tip(t)]|| : [base,tip] (5)	||[base(t-1),base(t)]|| : [base,tip] (5)	T (6)	Base X (6)	Base Y (6)	Tip X (6)	Tip Y (6)	||[body,base]|| (6)	||[base,tip]||  (6)	||[base,tip]|| : [body,base] (6)	[base,tip] ? [body,base] (6)	?||[base,tip]|| : [body,base] (6)	||[tip(t-1),tip(t)]|| : [base,tip] (6)	||[base(t-1),base(t)]|| : [base,tip] (6)	T (7)	Base X (7)	Base Y (7)	Tip X (7)	Tip Y (7)	||[body,base]|| (7)	||[base,tip]||  (7)	||[base,tip]|| : [body,base] (7)	[base,tip] ? [body,base] (7)	?||[base,tip]|| : [body,base] (7)	||[tip(t-1),tip(t)]|| : [base,tip] (7)	||[base(t-1),base(t)]|| : [base,tip] (7)	T (8)	Base X (8)	Base Y (8)	Tip X (8)	Tip Y (8)	||[body,base]|| (8)	||[base,tip]||  (8)	||[base,tip]|| : [body,base] (8)	[base,tip] ? [body,base] (8)	?||[base,tip]|| : [body,base] (8)	||[tip(t-1),tip(t)]|| : [base,tip] (8)	||[base(t-1),base(t)]|| : [base,tip] (8)
1	0.000	1.000	20.280	11.375	31.720	9.360	7.810	11.616	11.526	90.018	NaN	NaN	NaN	1.000	22.620	15.470	22.620	15.665	10.796	0.195	0.067	0.722	NaN	NaN	NaN	1.000	9.880	13.910	7.215	15.925	3.371	3.341	3.338	11.251	NaN	NaN	NaN	1.000	24.570	15.015	33.670	20.280	12.519	10.513	10.155	127.130	NaN	NaN	NaN	1.000	15.860	23.400	18.330	29.575	12.116	6.651	6.619	80.195	NaN	NaN	NaN	3.000	18.915	10.660	20.605	7.930	6.499	3.211	2.056	13.359	NaN	NaN	NaN	23.000	15.665	19.890	16.445	23.075	10.455	3.279	3.236	33.834	NaN	NaN	NaN	54.000	11.895	19.630	14.235	29.185	9.361	9.837	9.811	91.843	NaN	NaN	NaN	101.000	17.875	20.085	19.760	24.895	11.379	5.166	4.581	52.128	NaN	NaN	NaN
2	1.000	2.000	20.345	11.245	31.590	9.490	7.940	11.381	11.318	89.857	-0.209	-0.148	0.084	2.000	22.425	15.535	22.360	15.795	10.743	0.268	0.034	0.363	-0.033	0.189	0.110	2.000	9.880	13.910	7.150	15.990	3.406	3.432	3.421	11.653	0.083	0.091	NaN	2.000	24.505	14.950	33.345	20.085	12.536	10.223	9.883	123.898	-0.272	-0.379	-0.089	2.000	15.730	23.140	18.330	29.705	11.973	7.061	7.028	84.149	0.409	0.121	-0.290	4.000	19.175	10.400	20.670	7.800	6.850	2.999	1.895	12.979	-0.161	0.145	0.355	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	55.000	11.700	19.500	11.570	19.630	9.340	0.184	0.109	1.014	-9.703	-4.872	0.046	102.000	17.875	20.085	19.955	25.090	11.288	5.420	4.855	54.798	0.274	0.255	NaN
3	2.000	3.000	20.280	11.245	31.460	9.685	7.807	11.288	11.235	87.711	-0.082	-0.156	-0.064	3.000	22.490	15.730	22.490	15.925	10.840	0.195	0.075	0.811	0.041	0.130	0.195	3.000	9.880	13.975	7.150	15.925	3.542	3.355	3.328	11.788	-0.093	-0.038	0.038	3.000	24.570	15.080	33.150	20.020	12.589	9.901	9.617	121.072	-0.266	-0.201	0.121	3.000	15.730	22.945	18.395	29.770	11.830	7.327	7.295	86.296	0.266	0.084	-0.182	5.000	19.175	10.335	20.800	7.800	6.904	3.011	1.988	13.727	0.093	0.070	0.055	25.000	15.600	19.825	16.510	23.335	10.541	3.626	3.584	37.780	3.584	NaN	NaN	56.000	11.440	19.370	11.310	19.500	9.175	0.184	0.112	1.031	0.004	0.092	0.092	103.000	17.810	19.955	20.085	25.155	11.456	5.676	5.189	59.446	0.335	0.112	-0.145
4	3.000	4.000	20.280	11.180	31.330	9.750	7.872	11.142	11.100	87.373	-0.136	-0.137	0.008	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4.000	9.880	13.910	7.150	15.990	3.494	3.432	3.412	11.923	0.084	0.039	-0.039	4.000	24.570	14.950	34.450	20.605	12.634	11.384	11.048	139.573	1.431	1.419	-0.065	4.000	15.665	22.815	18.460	29.965	11.768	7.677	7.644	89.950	0.349	0.205	-0.145	6.000	19.175	9.945	20.930	7.800	7.432	2.771	2.151	15.983	0.162	0.082	0.302	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	57.000	11.375	19.240	11.180	19.435	8.966	0.276	0.171	1.534	0.059	0.046	-0.046	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5	4.000	5.000	20.345	11.050	31.265	9.750	8.002	10.997	10.964	87.728	-0.136	-0.065	0.080	5.000	22.165	15.860	22.360	16.185	10.791	0.379	0.312	3.372	0.312	NaN	NaN	5.000	9.815	14.040	7.150	15.990	3.678	3.302	3.250	11.953	-0.162	NaN	0.129	5.000	24.375	14.820	34.385	20.605	12.509	11.561	11.216	140.300	0.169	-0.056	-0.234	5.000	15.600	22.620	18.460	30.030	11.705	7.943	7.913	92.620	0.269	0.061	-0.205	7.000	19.110	9.880	20.930	7.800	7.355	2.764	2.190	16.106	0.039	NaN	0.006	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	58.000	11.245	19.175	11.115	19.240	8.829	0.145	0.050	0.444	-0.121	-0.029	0.087	105.000	17.940	20.020	20.150	25.350	11.683	5.770	5.241	61.229	5.241	NaN	NaN
6	5.000	6.000	20.410	11.115	31.265	9.750	8.521	10.940	10.899	92.874	-0.065	NaN	0.056	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.000	9.620	14.105	7.085	15.990	3.504	3.159	3.080	10.791	-0.170	0.052	0.195	6.000	23.530	14.430	34.320	20.605	12.013	12.432	11.987	144.005	0.771	-0.056	-0.927	6.000	15.535	22.685	18.590	30.160	11.819	8.075	8.053	95.177	0.140	0.170	0.036	8.000	18.980	10.010	20.930	7.800	7.363	2.947	2.260	16.638	0.070	NaN	-0.183	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	106.000	18.070	20.085	20.150	25.480	11.600	5.782	5.147	59.712	-0.093	0.121	0.107
7	6.000	7.000	20.540	11.050	31.265	9.750	8.649	10.804	10.759	93.056	-0.140	NaN	0.137	7.000	21.710	15.535	24.765	17.875	10.686	3.848	3.731	39.871	3.731	NaN	NaN	7.000	9.685	14.105	7.150	15.925	3.563	3.121	3.000	10.689	-0.080	-0.091	-0.053	7.000	23.465	14.365	34.450	20.735	11.967	12.698	12.247	146.557	0.260	0.178	-0.089	7.000	15.470	22.490	18.590	30.290	11.738	8.401	8.380	98.358	0.327	0.121	-0.205	9.000	19.240	9.815	20.735	7.605	7.715	2.668	1.846	14.242	-0.414	0.052	0.307	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	107.000	18.135	20.345	20.085	25.415	12.182	5.432	4.921	59.953	-0.226	-0.084	0.266
8	7.000	8.000	20.670	11.050	31.265	9.750	8.970	10.674	10.604	95.122	-0.155	NaN	0.129	8.000	21.450	15.340	24.505	17.810	10.626	3.929	3.785	40.222	0.054	-0.243	-0.325	8.000	9.750	14.040	7.150	15.990	3.515	3.250	3.065	10.774	0.065	0.039	-0.091	8.000	23.205	14.235	34.580	20.735	11.921	13.101	12.680	151.149	0.433	0.113	-0.290	8.000	15.405	22.165	18.590	30.355	11.655	8.788	8.778	102.300	0.398	0.061	-0.326	10.000	19.110	9.815	20.995	7.540	7.687	2.954	2.291	17.614	0.445	0.216	-0.083	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	61.000	12.285	20.670	14.235	29.185	10.453	8.735	8.729	91.252	8.729	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
9	8.000	9.000	20.865	10.985	31.330	9.685	9.231	10.545	10.482	96.761	-0.122	0.073	0.202	9.000	21.515	15.535	24.440	17.745	10.824	3.666	3.572	38.667	-0.213	-0.091	0.169	9.000	9.815	13.975	7.150	15.990	3.390	3.341	3.131	10.613	0.066	NaN	-0.091	9.000	23.010	14.170	34.710	20.800	11.778	13.448	13.019	153.342	0.340	0.145	-0.202	9.000	15.405	22.165	18.590	30.485	11.675	8.909	8.903	103.943	0.125	0.121	NaN	11.000	19.110	9.620	20.995	7.475	7.663	2.856	2.237	17.141	-0.055	0.049	0.146	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	62.000	11.895	20.540	14.300	29.250	10.131	9.036	8.976	90.939	0.247	0.080	-0.229	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
10	9.000	10.000	20.995	10.985	31.395	9.555	9.431	10.498	10.443	98.485	-0.039	0.082	0.129	10.000	21.320	15.405	24.310	17.680	10.575	3.757	3.638	38.469	0.065	-0.143	-0.234	10.000	9.880	13.975	7.150	15.990	3.156	3.393	3.164	9.984	0.033	NaN	-0.052	10.000	22.945	14.105	34.905	20.865	11.713	13.738	13.228	154.939	0.208	0.202	-0.089	10.000	15.405	22.360	18.590	30.550	11.697	8.788	8.782	102.714	-0.121	0.061	0.182	12.000	19.110	9.555	20.865	7.345	7.705	2.822	2.087	16.076	-0.150	0.021	0.051	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	63.000	12.545	19.695	14.300	29.185	9.491	9.651	9.638	91.471	0.661	-0.064	-0.713	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
11	10.000	11.000	21.190	10.985	31.525	9.425	9.620	10.452	10.335	99.423	-0.108	0.148	0.193	11.000	21.190	15.275	24.180	17.615	10.533	3.797	3.684	38.802	0.046	-0.142	-0.182	11.000	9.880	13.975	7.150	15.925	3.435	3.355	3.041	10.444	-0.123	-0.038	NaN	11.000	22.815	14.040	35.035	20.930	11.653	14.029	13.599	158.463	0.371	0.145	-0.145	11.000	15.340	21.905	18.590	30.615	11.552	9.297	9.294	107.366	0.512	0.061	-0.449	13.000	19.175	9.360	20.800	7.280	7.802	2.640	1.979	15.438	-0.108	0.011	0.194	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	64.000	12.545	19.565	14.235	29.185	9.506	9.767	9.745	92.637	0.107	-0.011	-0.128	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
12	11.000	12.000	21.450	10.920	31.590	9.295	9.946	10.269	10.118	100.631	-0.217	0.085	0.267	12.000	21.125	15.210	24.050	17.550	10.587	3.746	3.635	38.481	-0.049	-0.142	-0.091	12.000	10.010	13.910	7.215	15.925	3.460	3.446	3.025	10.465	-0.016	-0.053	-0.143	12.000	22.750	13.975	35.230	21.125	11.687	14.383	13.956	163.110	0.357	0.266	-0.089	12.000	15.145	21.450	18.655	30.745	11.264	9.936	9.931	111.861	0.637	0.145	-0.495	14.000	19.305	8.970	20.735	7.215	8.162	2.264	1.884	15.375	-0.095	0.009	0.384	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	65.000	12.155	21.450	14.235	29.185	10.804	8.010	7.970	86.106	-1.775	NaN	1.719	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
13	12.000	13.000	21.645	10.920	31.720	9.100	10.141	10.238	10.051	101.924	-0.067	0.163	0.192	13.000	20.995	15.145	23.985	17.485	10.442	3.797	3.693	38.566	0.059	-0.091	-0.142	13.000	9.945	13.910	7.215	15.925	3.488	3.393	3.023	10.546	-0.002	NaN	0.052	13.000	22.620	13.910	35.490	21.255	11.545	14.818	14.376	165.966	0.420	0.290	-0.145	13.000	14.885	20.865	18.720	30.875	10.627	10.719	10.710	113.813	0.779	0.145	-0.639	15.000	19.435	8.580	20.540	7.215	8.630	1.756	1.538	13.271	-0.346	-0.123	0.385	35.000	15.795	20.735	16.120	21.970	11.396	1.277	1.254	14.289	1.254	-0.063	-1.118	66.000	12.155	21.645	14.300	29.185	10.878	7.839	7.793	84.770	-0.178	0.018	0.188	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
14	13.000	14.000	21.580	10.855	31.850	8.970	10.088	10.442	10.354	104.450	0.303	0.151	-0.052	14.000	20.865	15.015	23.725	17.290	10.043	3.654	3.490	35.051	-0.203	-0.325	-0.183	14.000	10.010	13.910	7.150	15.925	2.943	3.499	3.188	9.384	0.165	0.053	-0.053	14.000	22.620	13.910	35.685	21.320	11.400	15.020	14.386	164.002	0.009	0.202	NaN	14.000	15.600	22.620	18.785	31.005	11.967	8.970	8.969	107.332	-1.741	0.145	1.895	16.000	19.695	7.995	20.410	7.085	9.134	1.157	1.027	9.380	-0.511	0.022	0.621	36.000	15.925	21.125	16.185	22.035	11.572	0.946	0.934	10.808	-0.320	0.080	0.411	67.000	12.220	22.100	14.300	29.185	11.288	7.384	7.374	83.237	-0.419	NaN	0.455	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
15	14.000	15.000	21.645	10.855	31.980	8.905	10.251	10.517	10.474	107.370	0.120	0.140	0.064	15.000	20.670	14.950	23.465	17.030	9.743	3.484	3.314	32.287	-0.176	-0.364	-0.195	15.000	10.075	13.910	7.215	15.925	2.488	3.499	3.254	8.095	0.065	-0.053	-0.053	15.000	22.490	13.845	35.815	21.385	11.232	15.310	14.461	162.434	0.076	0.145	-0.145	15.000	15.860	23.530	18.850	31.005	12.507	8.051	8.049	100.673	-0.919	0.024	0.941	17.000	19.565	8.060	20.150	7.020	8.785	1.193	0.963	8.463	-0.063	-0.071	-0.120	37.000	15.860	20.735	16.185	21.905	11.425	1.214	1.194	13.643	0.260	-0.125	-0.393	68.000	12.220	22.490	14.300	29.185	11.478	7.011	6.992	80.258	-0.381	NaN	0.372	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
16	15.000	16.000	21.645	10.855	32.045	8.840	10.310	10.593	10.537	108.642	0.064	0.076	NaN	16.000	20.865	14.690	23.725	15.990	9.931	3.142	3.116	30.944	-0.198	-0.194	0.070	16.000	10.140	13.845	7.345	15.795	2.419	3.408	3.104	7.508	-0.150	-0.181	-0.091	16.000	22.490	13.845	35.815	21.385	11.308	15.310	14.485	163.791	0.023	NaN	NaN	16.000	15.860	23.400	18.915	31.070	12.470	8.256	8.256	102.942	0.206	0.084	-0.121	18.000	19.435	7.865	19.955	6.955	8.732	1.048	0.842	7.352	-0.121	-0.040	0.105	38.000	15.925	20.865	16.185	22.035	11.540	1.199	1.163	13.427	-0.031	0.127	0.141	69.000	12.220	22.555	14.105	29.055	11.508	6.768	6.762	77.816	-0.231	-0.179	0.062	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
17	16.000	17.000	21.775	10.855	32.110	8.775	10.240	10.542	10.471	107.226	-0.066	0.077	0.127	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17.000	10.205	13.845	7.345	15.730	2.542	3.425	3.126	7.947	0.022	-0.036	-0.054	17.000	22.750	14.040	35.815	21.320	11.422	14.956	14.279	163.102	-0.205	-0.032	0.322	17.000	15.795	23.270	18.915	31.070	12.317	8.401	8.397	103.428	0.141	NaN	-0.145	19.000	19.370	7.670	19.890	6.955	8.844	0.884	0.768	6.794	-0.074	-0.038	0.119	39.000	15.795	20.475	16.380	22.490	11.337	2.098	2.064	23.398	0.900	0.491	-0.411	70.000	12.285	22.945	14.105	29.055	11.745	6.375	6.371	74.825	-0.391	NaN	0.392	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
18	17.000	18.000	21.840	10.855	32.305	8.645	10.413	10.696	10.562	109.985	0.091	0.218	0.064	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18.000	10.075	13.845	7.345	15.795	2.822	3.355	3.027	8.543	-0.099	0.038	0.106	18.000	22.620	13.910	35.620	21.255	11.464	14.931	14.302	163.960	0.023	-0.202	-0.177	18.000	15.600	22.620	18.850	30.940	11.990	8.932	8.931	107.078	0.534	-0.145	-0.676	20.000	19.175	7.540	19.565	6.955	8.469	0.703	0.561	4.753	-0.207	-0.180	-1.807E-15	40.000	15.795	20.475	16.510	22.685	11.337	2.323	2.296	26.034	0.233	0.226	NaN	71.000	12.415	23.335	14.105	28.990	12.029	5.902	5.899	70.959	-0.472	-0.062	0.411	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
19	18.000	19.000	21.840	10.855	32.565	8.645	10.540	10.950	10.810	113.940	0.248	0.255	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	19.000	10.010	13.845	7.345	15.795	2.849	3.302	2.951	8.408	-0.076	NaN	0.052	19.000	22.295	13.715	35.425	21.125	11.245	15.077	14.411	162.054	0.109	-0.234	-0.379	19.000	15.600	22.490	18.850	30.940	11.975	9.053	9.053	108.414	0.123	NaN	-0.121	21.000	18.785	7.475	19.370	6.890	8.539	0.827	0.802	6.845	0.240	-0.092	-0.230	41.000	15.860	20.735	16.575	22.555	11.541	1.955	1.946	22.456	-0.351	-0.097	0.266	72.000	12.415	23.465	14.105	29.055	12.044	5.840	5.831	70.236	-0.067	0.062	0.124	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
20	19.000	20.000	22.035	10.725	32.370	9.035	10.862	10.472	10.268	111.527	-0.543	-0.255	0.213	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	20.000	10.010	13.845	7.280	15.795	3.700	3.355	2.713	10.039	-0.238	0.053	NaN	20.000	22.100	13.585	35.100	20.995	11.393	14.964	14.574	166.043	0.163	-0.347	-0.234	20.000	14.755	20.540	18.785	30.875	10.813	11.093	11.086	119.876	2.033	-0.084	-2.124	22.000	18.590	7.410	19.110	6.955	8.551	0.691	0.681	5.826	-0.120	-0.238	-0.104	42.000	15.860	20.670	16.575	22.490	11.541	1.955	1.946	22.456	3.331E-15	-0.060	-0.060	73.000	12.350	23.400	14.105	28.990	11.966	5.859	5.845	69.945	0.014	-0.062	-0.081	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
21	20.000	21.000	21.840	10.595	32.240	9.165	10.473	10.498	10.496	109.926	0.228	-0.146	-0.175	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	21.000	9.880	13.845	7.280	15.795	2.548	3.250	3.134	7.985	0.420	NaN	0.104	21.000	22.425	13.715	34.775	20.800	11.146	14.238	13.370	149.020	-1.203	-0.379	0.347	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	23.000	18.395	7.410	18.785	6.890	7.400	0.650	0.561	4.149	-0.121	-0.143	-0.117	43.000	15.730	20.540	16.510	22.360	11.453	1.980	1.976	22.629	0.030	-0.145	-0.171	74.000	12.415	23.920	14.105	29.055	12.219	5.406	5.385	65.804	-0.460	0.062	0.514	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
22	21.000	22.000	21.905	10.530	32.110	9.295	10.683	10.279	10.279	109.808	-0.217	-0.145	0.072	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	22.000	9.815	13.845	7.150	15.860	2.457	3.341	3.221	7.913	0.087	0.143	0.052	22.000	22.165	13.650	33.085	19.890	10.996	12.577	11.776	129.488	-1.594	-1.919	-0.258	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	24.000	18.200	7.540	18.720	7.020	7.987	0.735	0.719	5.746	0.159	-0.138	-0.230	44.000	15.795	20.605	16.445	22.165	11.543	1.690	1.683	19.427	-0.293	-0.205	0.085	75.000	12.415	24.115	14.105	28.990	12.297	5.160	5.134	63.138	-0.251	-0.061	0.184	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
23	22.000	23.000	21.840	10.530	31.915	9.360	10.273	10.143	10.042	103.166	-0.237	-0.201	-0.065	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	23.000	9.750	13.845	6.955	15.860	4.012	3.446	3.064	12.291	-0.157	0.158	0.053	23.000	22.620	13.975	34.450	20.670	11.655	13.593	13.345	155.526	1.569	1.572	0.556	23.000	14.820	20.410	18.850	31.005	10.648	11.336	11.319	120.531	11.319	0.061	-3.584	25.000	17.745	7.670	18.330	7.150	6.772	0.783	0.734	4.973	0.015	-0.378	-0.426	45.000	15.795	20.475	16.380	22.165	11.486	1.788	1.767	20.293	0.084	-0.021	-0.123	76.000	12.415	24.245	14.105	28.990	12.317	5.037	4.998	61.562	-0.136	NaN	0.122	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
24	23.000	24.000	21.125	10.530	31.785	9.490	9.716	10.711	10.700	103.969	0.658	-0.142	-0.712	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	24.000	9.815	13.845	6.825	15.925	2.580	3.642	3.530	9.109	0.466	0.144	-0.053	24.000	22.620	13.975	33.280	20.020	11.308	12.255	11.590	131.060	-1.755	-1.338	NaN	24.000	16.120	23.660	18.850	31.005	12.638	7.836	7.835	99.013	-3.485	NaN	3.499	26.000	17.550	7.605	18.005	7.215	7.229	0.599	0.594	4.297	-0.140	-0.289	-0.106	46.000	15.665	20.215	16.445	22.165	11.310	2.100	2.089	23.626	0.322	0.024	-0.290	77.000	12.415	24.570	14.105	28.990	12.507	4.732	4.679	58.516	-0.320	NaN	0.304	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
25	24.000	25.000	20.930	10.465	31.460	9.620	9.496	10.564	10.495	99.655	-0.205	-0.334	-0.189	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	25.000	9.685	13.910	6.565	15.990	4.158	3.750	3.202	13.317	-0.328	0.252	0.144	25.000	22.620	13.975	33.930	20.605	11.819	13.110	12.849	151.872	1.259	0.857	NaN	25.000	14.755	20.150	18.850	31.005	10.545	11.602	11.592	122.233	3.757	NaN	-3.766	27.000	17.420	7.735	17.940	7.280	7.014	0.691	0.683	4.791	0.089	-0.092	-0.183	47.000	15.665	20.150	16.640	22.620	11.253	2.655	2.639	29.698	0.550	0.495	-0.060	78.000	12.480	24.765	14.040	28.990	12.662	4.504	4.465	56.539	-0.213	-0.023	0.205	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
26	25.000	26.000	20.800	10.400	31.330	9.685	9.368	10.554	10.537	98.713	0.042	-0.134	-0.125	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	26.000	9.555	13.845	6.370	16.120	2.996	3.914	3.800	11.386	0.598	0.234	0.068	26.000	22.620	13.975	33.800	20.475	11.372	12.932	12.302	139.898	-0.548	-0.178	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	28.000	17.030	7.800	17.680	7.280	7.023	0.832	0.824	5.788	0.141	-0.203	-0.345	48.000	15.795	20.345	16.510	22.425	11.490	2.199	2.168	24.906	-0.472	-0.227	0.227	79.000	12.545	24.960	14.105	28.990	12.770	4.321	4.283	54.697	-0.182	0.023	0.205	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
27	26.000	27.000	20.605	10.400	31.265	9.685	9.167	10.684	10.668	97.796	0.132	-0.065	-0.195	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	27.000	9.555	13.780	6.175	16.055	2.996	4.074	3.927	11.767	0.127	0.125	-0.036	27.000	22.620	13.910	33.800	20.410	11.372	12.932	12.302	139.898	NaN	-0.033	-0.033	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	29.000	16.965	7.735	17.420	7.410	6.934	0.559	0.557	3.862	-0.267	-0.287	-0.015	49.000	15.990	20.865	16.510	22.425	11.812	1.644	1.617	19.097	-0.551	NaN	0.555	80.000	12.545	24.895	14.105	28.990	12.423	4.382	4.356	54.110	0.072	NaN	-0.061	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
