dT	T (0)	dT (0)	Base Mean (0)	Base Local Background (0)	Body Mean (0)	Proj Mean (0)	Tip Mean (0)	Tip Th Mean (0)	Tip Local Background (0)	Length (0)	dL (0)	DCTM (0)	DCBM (0)	T (1)	dT (1)	Base Mean (1)	Base Local Background (1)	Body Mean (1)	Proj Mean (1)	Tip Mean (1)	Tip Th Mean (1)	Tip Local Background (1)	Length (1)	dL (1)	DCTM (1)	DCBM (1)	T (2)	dT (2)	Base Mean (2)	Base Local Background (2)	Body Mean (2)	Proj Mean (2)	Tip Mean (2)	Tip Th Mean (2)	Tip Local Background (2)	Length (2)	dL (2)	DCTM (2)	DCBM (2)	T (3)	dT (3)	Base Mean (3)	Base Local Background (3)	Body Mean (3)	Proj Mean (3)	Tip Mean (3)	Tip Th Mean (3)	Tip Local Background (3)	Length (3)	dL (3)	DCTM (3)	DCBM (3)	T (4)	dT (4)	Base Mean (4)	Base Local Background (4)	Body Mean (4)	Proj Mean (4)	Tip Mean (4)	Tip Th Mean (4)	Tip Local Background (4)	Length (4)	dL (4)	DCTM (4)	DCBM (4)	T (5)	dT (5)	Base Mean (5)	Base Local Background (5)	Body Mean (5)	Proj Mean (5)	Tip Mean (5)	Tip Th Mean (5)	Tip Local Background (5)	Length (5)	dL (5)	DCTM (5)	DCBM (5)	T (6)	dT (6)	Base Mean (6)	Base Local Background (6)	Body Mean (6)	Proj Mean (6)	Tip Mean (6)	Tip Th Mean (6)	Tip Local Background (6)	Length (6)	dL (6)	DCTM (6)	DCBM (6)
34.000	35.000	34.000	143.000	128.495	264.145	122.075	112.643	116.889	105.863	18.918	0.436	0.229	-0.268	35.000	34.000	133.143	120.761	264.145	119.942	112.214	123.000	108.211	3.104	0.284	0.228	-0.089	35.000	34.000	154.037	137.787	264.145	129.888	117.600	123.208	114.000	1.886	-0.157	-0.000	0.145	35.000	34.000	187.778	160.356	264.145	120.268	108.893	117.462	106.006	10.831	0.000	0.000	0.000	76.000	34.000	162.700	130.442	259.336	123.507	109.391	114.846	109.458	6.212	-0.076	-0.127	-0.013	77.000	34.000	176.000	150.038	254.610	135.189	119.097	126.737	115.351	2.222	0.019	-0.084	-0.023	121.000	34.000	139.036	126.209	248.975	116.338	110.103	113.565	107.843	10.140	0.038	-0.000	-0.064
35.000	36.000	35.000	148.185	131.965	262.453	123.495	111.433	117.438	105.947	19.289	0.371	0.062	-0.206	36.000	35.000	135.692	120.518	262.453	117.725	109.444	115.316	107.072	3.215	0.111	0.138	0.046	36.000	35.000	164.303	145.134	262.453	133.680	121.897	127.810	115.993	1.951	0.065	-0.087	-0.116	36.000	35.000	196.828	157.267	262.453	120.792	110.600	115.118	106.774	10.869	0.038	0.000	-0.010	77.000	35.000	157.233	131.638	254.610	126.249	110.889	122.000	107.125	6.174	-0.038	-0.050	0.000	78.000	35.000	176.931	148.133	261.553	138.519	125.552	141.778	117.378	1.981	-0.241	-0.122	0.022	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
36.000	37.000	36.000	140.786	131.150	263.659	121.831	109.655	115.800	105.560	19.419	0.130	0.231	0.081	37.000	36.000	131.586	124.424	263.659	118.971	112.345	116.091	106.831	3.491	0.276	0.137	-0.093	37.000	36.000	158.208	142.292	263.659	131.472	117.815	128.909	115.432	1.729	-0.222	0.058	0.203	37.000	36.000	176.160	152.539	263.659	118.638	109.720	114.867	106.905	10.658	-0.211	-0.133	0.101	78.000	36.000	157.667	132.780	261.553	123.687	110.280	113.632	108.993	5.998	-0.176	-0.127	-0.015	79.000	36.000	167.154	146.701	262.039	138.307	122.600	129.882	118.433	1.889	-0.092	0.041	0.123	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
37.000	38.000	37.000	144.407	132.889	264.652	120.283	110.786	116.062	105.774	19.755	0.336	0.169	-0.224	38.000	37.000	140.321	125.706	264.652	121.125	112.069	115.955	107.422	3.813	0.322	0.184	-0.184	38.000	37.000	165.500	144.015	264.652	133.473	119.032	126.455	115.664	1.840	0.111	0.030	-0.058	38.000	37.000	172.821	151.344	264.652	119.077	108.583	116.500	107.359	10.666	0.008	0.000	-0.051	79.000	37.000	143.640	130.315	262.039	124.464	109.174	114.533	107.277	5.949	-0.049	0.000	0.126	80.000	37.000	172.690	147.079	261.807	139.381	123.533	133.857	118.993	1.797	-0.092	-0.124	-0.043	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
38.000	39.000	38.000	132.536	116.139	258.912	119.689	115.970	122.409	106.850	16.904	-2.852	-0.401	2.126	39.000	38.000	135.767	125.521	258.912	119.429	109.964	116.353	106.695	4.062	0.249	0.184	0.000	39.000	38.000	160.727	143.473	258.912	135.027	120.375	132.750	117.311	1.840	0.000	-0.056	0.056	39.000	38.000	172.241	147.947	258.912	120.466	110.519	116.692	107.149	10.693	0.027	0.041	0.050	80.000	38.000	141.000	125.811	261.807	124.119	108.174	115.917	106.764	5.903	-0.046	0.000	0.000	81.000	38.000	169.069	144.114	262.019	137.452	124.588	130.167	118.973	1.602	-0.195	-0.081	0.125	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
39.000	40.000	39.000	145.667	139.022	264.539	123.305	114.900	118.435	107.816	19.602	2.698	-0.062	-2.564	40.000	39.000	132.292	123.176	264.539	118.368	110.103	113.739	106.085	4.108	0.046	0.139	0.000	40.000	39.000	179.929	150.902	264.539	139.508	121.321	134.071	116.145	1.794	-0.046	0.031	-0.059	40.000	39.000	161.074	146.701	264.539	119.029	110.667	115.111	107.705	10.674	-0.019	0.042	0.000	81.000	39.000	133.097	119.439	262.019	124.730	109.500	118.571	107.007	5.662	-0.241	0.000	0.483	82.000	39.000	175.462	146.654	260.862	140.707	122.967	131.444	119.811	1.556	-0.046	0.000	0.039	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
40.000	41.000	40.000	159.433	137.149	266.088	125.243	114.438	121.500	107.151	19.693	0.092	-0.124	-0.248	41.000	40.000	143.321	129.977	266.088	121.292	109.192	113.636	107.736	4.705	0.598	0.140	-0.415	41.000	40.000	178.556	152.018	266.088	141.122	124.000	138.333	118.431	1.748	-0.046	-0.027	0.088	41.000	40.000	171.966	153.326	266.088	119.533	110.652	119.000	106.472	10.915	0.241	0.000	-0.142	82.000	40.000	135.517	118.231	260.862	119.371	110.100	113.895	107.170	3.733	-1.929	-0.204	1.262	83.000	40.000	164.192	148.582	255.222	137.784	126.000	132.429	118.821	1.445	-0.111	-0.025	0.095	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
41.000	42.000	41.000	141.657	125.488	262.551	122.811	114.303	119.579	107.031	17.715	-1.978	0.000	1.949	42.000	41.000	135.103	129.333	262.551	120.456	112.536	123.000	106.805	5.000	0.295	0.140	-0.044	42.000	41.000	182.844	152.322	262.551	143.335	125.069	134.650	120.150	1.675	-0.073	-0.054	0.070	42.000	41.000	163.556	141.880	262.551	117.639	109.591	118.800	107.676	10.498	-0.417	-0.133	0.142	83.000	41.000	132.296	118.410	255.222	117.471	109.815	114.923	106.874	3.660	-0.073	-0.076	0.000	84.000	41.000	166.893	144.264	260.678	137.850	124.259	139.875	118.163	1.453	0.008	0.028	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
42.000	43.000	42.000	156.828	126.929	262.705	122.153	114.242	123.286	107.275	17.631	-0.084	-0.043	-0.081	43.000	42.000	139.333	127.650	262.705	118.859	111.815	115.650	107.283	5.211	0.211	0.184	-0.140	43.000	42.000	183.515	151.615	262.705	142.673	121.593	129.333	119.114	1.710	0.035	0.090	0.035	43.000	42.000	172.438	150.417	262.705	119.131	110.167	115.400	106.014	11.034	0.536	0.133	-0.233	84.000	42.000	129.739	117.326	260.678	116.368	108.708	112.600	106.623	3.568	-0.092	0.075	0.012	85.000	42.000	174.000	146.151	260.291	139.477	123.242	135.529	119.369	1.388	-0.065	-0.086	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
43.000	44.000	43.000	133.129	121.682	262.745	121.085	112.656	118.765	108.787	16.633	-0.999	-0.124	0.884	44.000	43.000	138.100	126.348	262.745	117.739	109.871	114.087	107.257	5.448	0.238	0.045	-0.137	44.000	43.000	170.645	154.206	262.745	141.175	123.071	130.526	117.514	1.645	-0.065	0.055	0.055	44.000	43.000	179.556	150.753	262.745	119.694	110.846	114.773	105.733	10.988	-0.046	0.000	-0.050	85.000	43.000	136.556	121.245	260.291	117.548	108.500	114.182	106.185	3.928	0.360	0.140	-0.064	86.000	43.000	177.483	150.742	261.271	138.471	125.500	135.000	119.100	1.434	0.046	0.028	-0.059	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
44.000	45.000	44.000	132.857	124.350	263.173	122.626	113.121	119.562	107.408	16.173	-0.460	-0.166	0.101	45.000	44.000	130.933	123.660	263.173	119.253	112.097	121.200	106.747	5.368	-0.081	-0.092	8.433E-4	45.000	44.000	154.241	142.197	263.173	138.144	126.966	136.929	122.157	1.120	-0.525	-0.214	0.254	45.000	44.000	164.067	146.606	263.173	117.277	107.792	114.167	105.932	11.088	0.100	0.101	0.000	86.000	44.000	134.815	118.351	261.271	117.537	110.724	117.700	106.240	4.104	0.176	0.128	-0.064	87.000	44.000	192.481	162.614	260.586	139.250	124.741	129.524	121.986	1.507	0.073	-0.090	-0.147	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
45.000	46.000	45.000	131.926	123.260	263.523	121.342	113.367	117.217	106.212	15.932	-0.241	-0.041	0.103	46.000	45.000	134.960	126.235	263.523	118.220	116.161	121.474	107.620	5.249	-0.119	-0.139	-0.094	46.000	45.000	173.667	150.394	263.523	144.763	125.000	130.455	120.559	1.442	0.322	0.057	-0.203	46.000	45.000	169.679	153.450	263.523	118.513	111.077	116.143	106.169	11.145	0.057	-0.101	-0.142	87.000	45.000	131.625	119.728	260.586	116.843	112.320	117.417	107.267	4.280	0.176	0.000	-0.140	88.000	45.000	169.440	157.882	261.898	134.401	120.160	126.100	118.109	1.569	0.062	0.135	0.006	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
46.000	47.000	46.000	137.061	127.845	264.106	122.138	111.333	117.143	105.703	16.219	0.287	-0.062	-0.206	47.000	46.000	136.103	125.022	264.106	119.394	114.742	126.467	107.713	5.284	0.035	-0.092	-0.139	47.000	46.000	161.353	148.086	264.106	139.117	127.107	142.077	122.014	1.220	-0.222	-0.053	0.158	47.000	46.000	167.161	143.663	264.106	118.877	111.077	115.579	106.216	11.088	-0.057	0.000	0.100	88.000	46.000	136.690	118.163	261.898	117.273	109.308	114.385	106.007	4.551	0.271	0.256	0.000	89.000	46.000	172.636	155.097	263.609	134.546	121.000	127.864	119.795	1.477	-0.092	-0.143	-0.065	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
47.000	48.000	47.000	133.821	117.728	264.163	122.578	113.036	122.000	107.839	15.293	-0.926	-0.062	0.657	48.000	47.000	142.286	129.818	264.163	119.736	118.375	124.385	107.384	5.636	0.352	0.000	-0.229	48.000	47.000	166.000	158.221	264.163	138.549	126.138	140.000	123.804	1.193	-0.027	-0.090	-0.144	48.000	47.000	165.433	140.209	264.163	117.972	108.227	111.533	106.736	11.099	0.011	0.000	0.000	89.000	47.000	130.667	119.430	263.609	116.965	112.407	117.000	106.592	4.494	-0.057	0.064	0.128	90.000	47.000	174.269	158.286	256.875	134.973	119.481	136.400	118.769	1.618	0.141	0.000	-0.136	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
48.000	49.000	48.000	135.345	121.938	263.994	122.371	112.769	116.136	107.575	15.266	-0.027	-0.123	-0.227	49.000	48.000	134.043	123.901	263.994	119.773	116.034	126.000	106.826	5.468	-0.168	0.184	0.184	49.000	48.000	165.447	150.213	263.994	142.826	132.167	159.800	124.558	1.239	0.046	-0.087	-0.029	49.000	48.000	173.962	144.568	263.994	118.511	110.680	117.312	106.120	10.988	-0.111	0.000	0.041	90.000	48.000	139.586	124.896	256.875	118.359	111.120	117.667	107.487	4.976	0.482	-0.064	-0.513	91.000	48.000	171.913	151.782	262.184	131.603	117.560	126.071	116.574	1.794	0.176	0.145	-0.050	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
49.000	50.000	49.000	150.788	125.892	262.510	123.687	114.000	119.381	106.612	15.791	0.525	-0.083	-0.350	50.000	49.000	137.692	123.207	262.510	120.421	117.577	123.250	107.590	5.724	0.257	0.187	-0.092	50.000	49.000	150.704	141.405	262.510	138.631	130.912	139.038	123.715	0.944	-0.295	-0.000	0.202	50.000	49.000	170.414	147.807	262.510	117.071	111.185	114.444	107.054	11.099	0.111	-0.041	-0.091	91.000	49.000	140.929	121.349	262.184	115.896	110.000	119.750	106.392	5.243	0.268	0.203	-0.064	92.000	49.000	188.111	154.290	256.340	134.803	120.500	127.947	118.211	1.889	0.095	-0.061	-0.061	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
50.000	51.000	50.000	152.406	126.886	264.434	123.654	108.967	118.400	106.607	15.672	-0.119	0.083	0.123	51.000	50.000	134.769	124.262	264.434	117.511	111.346	117.333	108.850	5.954	0.230	0.184	0.000	51.000	50.000	173.562	153.295	264.434	146.885	131.300	140.043	124.705	1.193	0.249	0.038	-0.182	51.000	50.000	175.483	152.284	264.434	118.457	109.148	112.889	105.912	11.275	0.176	0.000	-0.193	92.000	50.000	136.161	123.340	256.340	115.946	110.238	112.455	105.571	5.282	0.038	0.000	-0.128	93.000	50.000	184.143	159.696	255.374	131.208	118.867	127.714	118.228	1.908	0.019	-0.081	-0.107	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
51.000	52.000	51.000	148.467	127.078	265.732	122.683	108.821	115.923	106.149	15.515	-0.157	-0.083	-0.022	52.000	51.000	139.552	126.598	265.732	117.984	112.308	119.417	107.345	6.268	0.314	0.092	-0.184	52.000	51.000	168.062	151.350	265.732	144.687	133.667	145.846	124.353	1.055	-0.138	-0.033	0.089	52.000	51.000	165.556	149.077	265.732	117.672	110.852	114.864	107.473	11.034	-0.241	-0.183	0.000	93.000	51.000	140.308	119.596	255.374	115.754	107.360	112.364	106.556	5.117	-0.165	-0.064	0.138	94.000	51.000	172.435	152.370	255.490	134.183	123.462	133.200	124.119	1.334	-0.574	-0.493	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
52.000	53.000	52.000	147.815	122.063	266.116	123.882	110.400	117.062	106.503	15.266	-0.249	0.061	0.248	53.000	52.000	134.828	129.032	266.116	119.057	112.440	119.615	107.497	6.433	0.165	0.092	-0.092	53.000	52.000	158.833	143.820	266.116	140.270	129.750	142.812	124.766	0.963	-0.092	0.039	0.143	53.000	52.000	167.462	146.676	266.116	118.697	110.423	116.000	107.203	11.026	-0.008	-0.091	-0.051	94.000	52.000	139.161	128.317	255.490	115.143	111.762	115.385	106.093	5.377	0.260	-0.008	-0.315	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
53.000	54.000	53.000	144.839	123.224	266.515	125.199	113.370	116.765	106.575	15.347	0.081	0.000	-0.021	54.000	53.000	145.379	126.354	266.515	119.229	111.607	119.538	107.669	6.819	0.387	0.184	-0.184	54.000	53.000	178.312	157.283	266.515	146.336	131.353	150.250	123.767	1.285	0.322	0.052	-0.273	54.000	53.000	169.160	149.763	266.515	118.072	111.840	117.000	108.000	10.899	-0.127	-0.234	-0.051	95.000	53.000	141.214	126.250	254.864	116.679	109.680	113.846	106.603	5.396	0.019	-0.193	-0.137	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
54.000	55.000	54.000	147.065	124.560	266.240	125.063	109.917	115.167	106.966	15.350	0.003	-0.021	-0.041	55.000	54.000	145.710	129.195	266.240	118.742	112.769	115.765	107.007	7.133	0.314	0.230	-0.046	55.000	54.000	165.033	152.534	266.240	140.880	131.333	141.812	125.156	1.009	-0.276	-0.090	0.180	55.000	54.000	164.370	147.447	266.240	118.732	109.962	116.222	106.682	10.964	0.065	0.012	0.000	96.000	54.000	138.690	125.227	254.842	115.967	111.318	115.846	106.878	5.821	0.425	0.258	-0.138	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
55.000	56.000	55.000	146.971	123.029	265.813	123.730	109.107	114.048	106.061	15.220	-0.130	-0.040	0.101	56.000	55.000	144.257	132.430	265.813	119.430	111.517	116.500	106.395	7.669	0.536	0.231	-0.186	56.000	55.000	159.812	140.828	265.813	142.475	132.700	143.000	125.324	0.917	-0.092	-0.000	0.090	56.000	55.000	172.074	145.049	265.813	118.370	110.586	119.455	106.268	10.964	0.000	-0.051	-0.091	97.000	55.000	135.000	125.252	253.909	116.352	112.542	116.200	106.182	6.069	0.249	0.010	-0.203	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
56.000	57.000	56.000	156.000	126.918	267.166	125.435	109.192	114.846	105.743	15.526	0.306	-0.021	-0.164	57.000	56.000	140.862	131.129	267.166	118.496	110.323	117.154	106.159	7.601	-0.068	0.138	0.046	57.000	56.000	166.844	152.853	267.166	144.083	132.793	139.227	127.464	0.971	0.054	-0.054	-0.144	57.000	56.000	163.385	144.944	267.166	118.568	110.111	114.579	106.678	10.861	-0.103	-0.040	0.000	98.000	56.000	138.536	125.646	253.882	117.165	112.600	115.429	106.060	6.302	0.233	0.064	-0.203	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
57.000	58.000	57.000	150.414	126.918	263.920	123.884	110.250	112.269	106.513	15.239	-0.287	0.144	0.288	58.000	57.000	145.120	129.807	263.920	117.959	109.926	115.000	106.490	7.601	0.000	0.046	0.046	58.000	57.000	172.808	150.848	263.920	143.109	129.154	142.700	124.563	1.082	0.111	0.107	0.016	58.000	57.000	161.808	139.938	263.920	118.408	112.769	116.318	106.842	10.723	-0.138	-0.103	0.040	99.000	57.000	140.233	124.990	254.050	116.649	110.370	115.250	107.408	6.329	0.027	-0.074	-0.064	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
58.000	59.000	58.000	144.857	124.022	263.401	123.821	108.125	113.000	107.090	14.814	-0.425	-0.144	0.206	59.000	58.000	145.733	132.632	263.401	118.091	111.483	122.429	107.007	7.945	0.344	0.046	-0.138	59.000	58.000	178.821	153.952	263.401	143.657	131.000	144.571	123.585	1.082	0.000	-0.053	-0.053	59.000	58.000	170.750	145.757	263.401	117.910	113.179	116.812	107.105	10.808	0.084	-0.040	-0.143	100.000	58.000	142.759	125.935	253.445	115.368	109.607	116.308	106.325	6.708	0.379	0.193	-0.138	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
59.000	60.000	59.000	149.037	123.658	265.268	124.979	108.267	112.609	106.384	14.868	0.054	0.021	-0.021	60.000	59.000	144.710	133.632	265.268	116.500	108.560	112.105	106.351	8.248	0.303	0.185	-0.047	60.000	59.000	167.571	150.662	265.268	142.187	129.310	144.600	123.533	0.990	-0.092	1.087E-15	0.046	60.000	59.000	167.615	144.177	265.268	116.929	108.370	112.619	106.642	10.800	-0.008	0.040	0.143	101.000	59.000	142.560	122.446	252.163	115.734	110.400	114.467	106.021	6.838	0.130	0.139	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
60.000	61.000	60.000	145.080	125.863	266.444	125.440	111.464	119.167	106.190	14.604	-0.265	-0.144	0.123	61.000	60.000	153.276	131.771	266.444	119.106	110.792	116.316	105.863	8.313	0.065	0.046	-0.138	61.000	60.000	154.148	146.797	266.444	136.847	127.156	137.130	123.180	0.906	-0.084	0.013	0.091	61.000	60.000	176.333	141.273	266.444	117.237	107.333	116.429	107.300	10.762	-0.038	0.012	0.000	102.000	60.000	135.719	124.745	252.690	114.860	110.615	115.538	106.080	6.979	0.141	0.193	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
61.000	62.000	61.000	152.207	127.671	265.535	126.510	111.462	116.800	106.553	14.795	0.192	0.061	-0.083	62.000	61.000	142.387	132.723	265.535	116.401	107.957	112.000	106.158	8.546	0.233	0.139	0.090	62.000	61.000	156.806	143.975	265.535	135.776	125.567	133.810	120.143	0.990	0.084	0.046	-0.046	62.000	61.000	185.133	146.900	265.535	118.119	109.056	112.857	106.420	10.788	0.027	-0.012	-0.051	103.000	61.000	133.071	120.814	251.870	115.535	110.864	114.944	106.293	6.849	-0.130	0.064	0.202	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
62.000	63.000	62.000	151.793	125.149	263.456	124.710	109.560	114.941	106.591	14.646	-0.149	0.022	0.288	63.000	62.000	138.304	124.495	263.456	118.709	111.519	116.250	106.443	8.098	-0.447	0.136	0.269	63.000	62.000	162.188	143.595	263.456	140.430	129.129	146.706	122.863	0.944	-0.046	-0.091	-0.013	63.000	62.000	145.125	132.510	263.456	115.568	108.240	113.500	106.682	10.337	-0.452	0.051	0.478	104.000	62.000	138.000	121.817	252.016	114.640	109.690	113.778	106.726	6.895	0.046	0.000	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
63.000	64.000	63.000	161.758	126.264	262.811	126.161	107.423	113.500	106.713	14.482	-0.165	-0.083	0.000	64.000	63.000	132.929	127.495	262.811	115.775	110.423	117.778	105.892	8.496	0.398	0.137	-0.092	64.000	63.000	160.172	145.354	262.811	142.658	132.556	143.583	122.378	0.925	-0.019	0.013	0.013	64.000	63.000	168.536	144.512	262.811	116.008	109.852	113.952	107.359	10.716	0.379	0.000	-0.285	105.000	63.000	136.643	123.783	252.504	115.208	109.125	115.111	107.336	6.979	0.084	0.203	0.064	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
64.000	65.000	64.000	144.963	122.070	264.029	124.802	110.038	113.650	105.634	14.141	-0.341	0.144	0.576	65.000	64.000	144.321	128.763	264.029	117.602	108.783	114.308	105.953	8.764	0.268	0.139	-0.092	65.000	64.000	160.931	144.421	264.029	138.160	129.414	137.476	123.259	0.925	0.000	0.043	-0.000	65.000	64.000	170.900	144.971	264.029	116.415	109.556	120.000	106.470	10.735	0.019	0.000	-0.103	106.000	64.000	139.250	120.616	252.004	114.075	109.696	111.500	107.048	6.922	-0.057	0.000	0.054	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
65.000	66.000	65.000	153.656	122.284	263.906	126.619	109.348	115.200	105.389	14.168	0.027	-0.021	-0.082	66.000	65.000	143.759	130.276	263.906	116.893	108.556	114.188	106.940	8.791	0.027	0.140	0.044	66.000	65.000	168.172	151.681	263.906	141.713	128.267	145.500	124.113	1.044	0.119	-0.046	-0.184	66.000	65.000	169.714	145.744	263.906	116.032	108.704	112.875	107.106	10.624	-0.111	-0.039	0.091	107.000	65.000	138.862	123.744	251.157	114.875	110.227	117.667	106.552	6.976	0.054	0.000	0.010	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
66.000	67.000	66.000	145.483	121.908	263.212	126.116	111.913	119.875	105.811	13.854	-0.314	0.062	0.349	67.000	66.000	138.269	124.932	263.212	116.264	107.000	110.474	106.993	8.810	0.019	0.228	0.228	67.000	66.000	165.793	152.312	263.212	138.912	124.103	130.875	123.000	1.044	0.000	-0.000	-0.000	67.000	66.000	166.630	145.451	263.212	115.651	110.240	115.786	106.721	10.781	0.157	0.131	0.000	108.000	66.000	135.310	120.593	249.725	115.920	110.840	114.647	105.713	6.746	-0.230	0.000	0.202	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
67.000	68.000	67.000	150.111	122.376	263.192	127.137	108.217	112.538	106.007	13.743	-0.111	-0.123	0.061	68.000	67.000	139.967	131.561	263.192	115.506	106.083	110.529	106.442	9.178	0.368	0.140	-0.184	68.000	67.000	152.448	141.097	263.192	135.111	128.067	137.611	122.929	0.833	-0.211	-0.038	0.219	68.000	67.000	185.233	145.528	263.192	117.170	109.923	117.000	106.584	10.819	0.038	-0.039	-0.052	109.000	67.000	138.037	120.500	250.181	114.616	110.913	117.455	106.973	6.432	-0.314	0.000	0.193	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
68.000	69.000	68.000	144.931	121.109	261.412	128.088	109.833	117.000	106.372	13.705	-0.038	0.000	0.123	69.000	68.000	144.385	129.091	261.412	116.993	111.400	116.842	105.236	9.400	0.222	0.367	0.135	69.000	68.000	162.241	145.134	261.412	137.120	126.464	139.222	120.849	1.063	0.230	0.043	-0.184	69.000	68.000	168.370	145.890	261.412	115.183	108.630	118.083	107.243	10.608	-0.211	-0.103	0.194	110.000	68.000	137.500	117.547	249.511	114.755	110.458	112.833	106.757	5.997	-0.436	-0.064	0.321	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
